gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.56,PSC.52,PSC.54,PSC.61,PSC.64,PSC.73,PSC.76,PSC.81,PSC.59,PSC.57,PSC.69,PSC.67,PSC.71,PSC.75,PSC.78,PSC.83,V2,uniprot_accession,gene_name,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Entry,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length,Gene.Ontology.biological.process,Gene.Ontology.IDs
g20604,1168.309205,-1.160083073,0.236326053,-4.908824311,9.16E-07,1.04E-05,1496,1891,2240,1653,3580,2510,1950,2036,846,331,725,935,742,99,710,446,sp,P09960,LKHA4_HUMAN,55.611,606,265,3,19,1833,6,608,0,698,P09960,reviewed,LKHA4_HUMAN,Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4),LTA4H LTA4,Homo sapiens (Human),611,leukotriene biosynthetic process [GO:0019370]; lipid metabolic process [GO:0006629]; peptide catabolic process [GO:0043171]; protein metabolic process [GO:0019538]; proteolysis [GO:0006508]; response to peptide hormone [GO:0043434]; response to zinc ion [GO:0010043]; type I pneumocyte differentiation [GO:0060509],GO:0003723; GO:0004177; GO:0004301; GO:0004463; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006508; GO:0006629; GO:0008233; GO:0008270; GO:0010043; GO:0019370; GO:0019538; GO:0043171; GO:0043434; GO:0045148; GO:0060509; GO:0070006; GO:0070062; GO:1904724; GO:1904813
g23741,196.8727452,-1.16574726,0.287633399,-4.052892548,5.06E-05,0.00035632,423,376,303,315,339,293,483,400,121,52,105,146,90,10,212,80,sp,Q9CXY9,GPI8_MOUSE,63.603,272,96,1,1,816,85,353,2.44E-130,379,Q9CXY9,reviewed,GPI8_MOUSE,GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-) (Phosphatidylinositol-glycan biosynthesis class K protein) (PIG-K),Pigk,Mus musculus (Mouse),395,attachment of GPI anchor to protein [GO:0016255]; proteolysis [GO:0006508],GO:0003923; GO:0006508; GO:0016255; GO:0042765
g21415,5007.979939,-1.319764113,0.369767457,-3.569173246,0.00035811,0.001873945,3945,11786,8957,10014,7382,8539,14529,11950,2728,1813,2433,1960,4872,837,464,2442,sp,Q9UQC9,CLCA2_HUMAN,34.615,104,63,2,55,366,741,839,7.70E-13,70.1,Q9UQC9,reviewed,CLCA2_HUMAN,"Calcium-activated chloride channel regulator 2 (EC 3.4.-.-) (Calcium-activated chloride channel family member 2) (hCLCA2) (Calcium-activated chloride channel protein 3) (CaCC-3) (hCaCC-3) [Cleaved into: Calcium-activated chloride channel regulator 2, 109 kDa form; Calcium-activated chloride channel regulator 2, 35 kDa form]",CLCA2 CACC3,Homo sapiens (Human),943,cell adhesion [GO:0007155]; monoatomic ion transmembrane transport [GO:0034220]; proteolysis [GO:0006508],GO:0004222; GO:0005229; GO:0005254; GO:0005576; GO:0005654; GO:0005829; GO:0005886; GO:0006508; GO:0007155; GO:0009925; GO:0030054; GO:0031965; GO:0034220; GO:0046872; GO:0070161
g3728,2426.560178,-1.361193733,0.240670088,-5.655849238,1.55E-08,2.69E-07,2727,5343,5742,4454,4504,4680,4729,5448,1471,499,803,1636,1606,222,3872,827,sp,Q6GQ29,CBPQ_XENLA,58.862,457,188,0,91,1461,13,469,0,567,Q6GQ29,reviewed,CBPQ_XENLA,Carboxypeptidase Q (EC 3.4.17.-) (Plasma glutamate carboxypeptidase),cpq pgcp,Xenopus laevis (African clawed frog),469,peptide catabolic process [GO:0043171]; proteolysis [GO:0006508],GO:0004180; GO:0005615; GO:0005737; GO:0005764; GO:0005783; GO:0005794; GO:0006508; GO:0042803; GO:0043171; GO:0046872; GO:0070573
g14832,77.41639388,-1.391178744,0.438610883,-3.171783458,0.001515059,0.006301403,169,176,156,81,128,120,203,185,22,44,34,49,47,16,50,0,sp,Q5G266,NETR_TRAPH,31.173,324,197,7,157,1128,194,491,8.63E-38,149,Q5G266,reviewed,NETR_TRAPH,Neurotrypsin (EC 3.4.21.-) (Serine protease 12),PRSS12,Trachypithecus phayrei (Phayre's leaf monkey),875,exocytosis [GO:0006887]; proteolysis [GO:0006508],GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0030424; GO:0030425; GO:0043083; GO:0043195
g10615,932.2206242,-1.470065972,0.221703462,-6.630775896,3.34E-11,9.91E-10,1193,2028,2295,1793,1490,1853,1814,2287,237,317,533,704,484,119,300,426,sp,Q19AZ8,THRB_PIG,38.756,209,113,7,472,1056,376,583,1.93E-32,136,Q19AZ8,reviewed,THRB_PIG,Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain],F2,Sus scrofa (Pig),623,acute-phase response [GO:0006953]; platelet activation [GO:0030168]; positive regulation of blood coagulation [GO:0030194]; proteolysis [GO:0006508],GO:0004252; GO:0005509; GO:0005615; GO:0006508; GO:0006953; GO:0030168; GO:0030194; GO:0062023
g21051,603.4942886,-1.496059209,0.287802775,-5.198209818,2.01E-07,2.68E-06,776,1061,1227,1131,1148,1585,1055,1629,311,170,389,347,293,44,424,95,sp,Q96LD8,SENP8_HUMAN,50.962,208,99,3,25,642,5,211,2.12E-62,196,Q96LD8,reviewed,SENP8_HUMAN,"Sentrin-specific protease 8 (EC 3.4.22.-) (Deneddylase-1) (NEDD8-specific protease 1) (Protease, cysteine 2) (Sentrin/SUMO-specific protease SENP8)",SENP8 DEN1 NEDP1 PRSC2 FKSG8,Homo sapiens (Human),212,post-translational protein modification [GO:0043687]; protein deneddylation [GO:0000338]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0000338; GO:0005829; GO:0006508; GO:0008234; GO:0016579; GO:0019784; GO:0043687
g21414,13107.63324,-1.499731181,0.348956967,-4.297753944,1.73E-05,0.000140133,10921,33577,22330,25207,22944,21277,41995,30902,6995,5367,4485,5196,12206,1665,1353,6063,sp,P54281,CLCA1_BOVIN,30.906,618,378,13,124,1941,22,602,8.31E-84,285,P54281,reviewed,CLCA1_BOVIN,Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel) (Epithelial chloride channel protein),,Bos taurus (Bovine),903,calcium ion transport [GO:0006816]; proteolysis [GO:0006508],GO:0005229; GO:0005886; GO:0006508; GO:0006816; GO:0008237; GO:0016324; GO:0046872
g23742,56.61934031,-1.512638035,0.256099843,-5.906438745,3.50E-09,6.91E-08,122,84,113,102,118,97,146,124,24,11,18,38,40,4,49,15,sp,Q5R6L8,GPI8_PONAB,66.038,53,17,1,28,186,14,65,1.32E-17,77.8,Q5R6L8,reviewed,GPI8_PONAB,GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-) (Phosphatidylinositol-glycan biosynthesis class K protein) (PIG-K),PIGK,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),395,attachment of GPI anchor to protein [GO:0016255]; proteolysis [GO:0006508],GO:0003923; GO:0006508; GO:0016255; GO:0042765
g22932,255.1626827,-1.531275618,0.335290499,-4.567011659,4.95E-06,4.68E-05,692,360,491,350,253,442,931,596,95,75,53,314,192,10,170,75,sp,Q0P4M4,CBPC2_XENTR,49.561,456,214,6,1852,3213,196,637,2.51E-145,470,Q0P4M4,reviewed,CBPC2_XENTR,Cytosolic carboxypeptidase 2 (EC 3.4.17.-) (ATP/GTP-binding protein-like 2) (Protein deglutamylase CCP2),agbl2 ccp2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),967,protein side chain deglutamylation [GO:0035610]; proteolysis [GO:0006508],GO:0004181; GO:0005814; GO:0005829; GO:0006508; GO:0008270; GO:0035610; GO:0036064
g5188,500.3975613,-1.570979071,0.337151713,-4.65956129,3.17E-06,3.14E-05,871,1160,1231,806,828,1390,881,860,237,73,237,316,480,24,348,75,sp,Q4R7U8,ASGL1_MACFA,46.602,309,155,3,7,933,1,299,9.44E-86,263,Q4R7U8,reviewed,ASGL1_MACFA,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain],ASRGL1 QtsA-14329,Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey),308,asparagine catabolic process via L-aspartate [GO:0033345]; proteolysis [GO:0006508],GO:0001917; GO:0004067; GO:0005737; GO:0006508; GO:0008798; GO:0033345
g21444,341.1979854,-1.690217736,0.60004758,-2.816806189,0.004850379,0.016763054,291,469,384,1140,427,70,1580,1217,120,22,376,161,120,20,82,101,sp,Q9P2N4,ATS9_HUMAN,31.041,1018,524,31,4,2787,995,1924,2.60E-127,427,Q9P2N4,reviewed,ATS9_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 9 (ADAM-TS 9) (ADAM-TS9) (ADAMTS-9) (EC 3.4.24.-),ADAMTS9 KIAA1312,Homo sapiens (Human),1935,aorta morphogenesis [GO:0035909]; endothelial cell-matrix adhesion [GO:0090673]; extracellular matrix organization [GO:0030198]; heart valve morphogenesis [GO:0003179]; melanocyte differentiation [GO:0030318]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of sprouting angiogenesis [GO:1903671]; positive regulation of melanocyte differentiation [GO:0045636]; protein transport [GO:0015031]; proteolysis [GO:0006508]; response to bacterium [GO:0009617]; ventricular cardiac muscle tissue development [GO:0003229]; vesicle-mediated transport [GO:0016192],GO:0003179; GO:0003229; GO:0004222; GO:0005615; GO:0005783; GO:0006508; GO:0008237; GO:0008270; GO:0009617; GO:0009986; GO:0010596; GO:0015031; GO:0016192; GO:0030198; GO:0030318; GO:0031012; GO:0035909; GO:0043231; GO:0045636; GO:0090673; GO:1903671
g7983,1910.090845,-1.696882757,0.629187923,-2.696941081,0.006997965,0.022926134,1486,4025,2326,4353,3823,4963,6489,3634,1385,2601,353,204,145,130,163,229,sp,O70497,FCN2_MOUSE,55.45,211,91,3,67,696,104,312,1.11E-72,227,O70497,reviewed,FCN2_MOUSE,Ficolin-2 (Collagen/fibrinogen domain-containing protein 2) (Ficolin-B) (Ficolin-beta) (L-ficolin),Fcn2 Fcnb,Mus musculus (Mouse),314,"cell surface pattern recognition receptor signaling pathway [GO:0002752]; complement activation, lectin pathway [GO:0001867]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of viral entry into host cell [GO:0046597]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of opsonization [GO:1903028]; protein localization to cell surface [GO:0034394]; proteolysis [GO:0006508]; recognition of apoptotic cell [GO:0043654]",GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005581; GO:0005615; GO:0005886; GO:0006508; GO:0007186; GO:0030246; GO:0032757; GO:0033691; GO:0034394; GO:0038187; GO:0043654; GO:0046597; GO:0046872; GO:0062023; GO:0097367; GO:1903028; GO:1905370
g1917,1829.833594,-1.750023956,0.418536714,-4.181291383,2.90E-05,0.000219583,803,2497,1993,5533,945,5915,6737,5645,656,494,573,1663,881,198,607,584,sp,Q9UKP5,ATS6_HUMAN,51.208,869,403,11,127,2697,258,1117,0,909,Q9UKP5,reviewed,ATS6_HUMAN,A disintegrin and metalloproteinase with thrombospondin motifs 6 (ADAM-TS 6) (ADAM-TS6) (ADAMTS-6) (EC 3.4.24.-),ADAMTS6,Homo sapiens (Human),1117,aorta development [GO:0035904]; cardiac septum development [GO:0003279]; coronary vasculature development [GO:0060976]; extracellular matrix organization [GO:0030198]; kidney development [GO:0001822]; proteolysis [GO:0006508],GO:0001822; GO:0003279; GO:0004222; GO:0005576; GO:0006508; GO:0008237; GO:0030198; GO:0031012; GO:0035904; GO:0046872; GO:0060976
g2743,174.9827016,-1.803200282,0.551278354,-3.270943376,0.001071894,0.004716947,303,458,348,291,252,331,366,632,174,24,40,133,37,0,811,13,sp,Q54P70,Y4757_DICDI,32.847,137,80,6,1624,2016,635,765,2.51E-08,61.6,Q54P70,reviewed,Y4757_DICDI,OTU domain-containing protein DDB_G0284757 (EC 3.1.2.-),DDB_G0284757,Dictyostelium discoideum (Social amoeba),766,protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0004843; GO:0006508; GO:0016579
g14920,15.18587624,-1.815901486,0.637475452,-2.848582609,0.004391445,0.01543541,8,32,19,42,30,27,43,49,18,0,5,6,4,4,3,0,sp,P0CT40,TF29_SCHPO,34.884,129,82,1,16,396,545,673,7.50E-17,79.3,P0CT40,reviewed,TF29_SCHPO,Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein),Tf2-9 SPBC9B6.02c,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),1333,DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508],GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872
g16353,538.7135926,-1.825033394,0.311374223,-5.861221838,4.59E-09,8.80E-08,692,1317,1555,1015,878,1166,1210,1238,399,126,226,423,150,16,202,122,sp,A3KG59,P20D2_MOUSE,42.172,396,183,9,13,1167,26,386,2.43E-79,254,A3KG59,reviewed,P20D2_MOUSE,Xaa-Arg dipeptidase (EC 3.4.13.4),Pm20d2 Acy1l2 Gm424,Mus musculus (Mouse),431,proteolysis [GO:0006508]; regulation of protein metabolic process [GO:0051246],GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246
g23767,160.566241,-1.85361297,0.291181518,-6.365833196,1.94E-10,4.93E-09,347,391,466,187,241,336,301,495,86,22,49,106,94,11,97,19,sp,Q2T9J0,TYSD1_HUMAN,32.67,603,331,17,97,1866,26,566,9.54E-81,268,Q2T9J0,reviewed,TYSD1_HUMAN,"Peroxisomal leader peptide-processing protease (EC 3.4.21.-) (Trypsin domain-containing protein 1) [Cleaved into: Peroxisomal leader peptide-processing protease, 15 kDa form; Peroxisomal leader peptide-processing protease, 45 kDa form]",TYSND1,Homo sapiens (Human),566,protein processing [GO:0016485]; proteolysis [GO:0006508]; regulation of fatty acid beta-oxidation [GO:0031998],GO:0002020; GO:0004252; GO:0005777; GO:0005782; GO:0005829; GO:0006508; GO:0016020; GO:0016485; GO:0031998; GO:0042802
g4026,5294.985538,-1.975624032,0.28721662,-6.878515715,6.05E-12,2.02E-10,4687,12603,10277,11987,9851,16089,12420,12431,1761,983,1172,3254,2062,318,3788,1370,sp,Q9VT65,CANB_DROME,46.132,698,342,12,22,2067,246,925,0,604,Q9VT65,reviewed,CANB_DROME,Calpain-B (EC 3.4.22.-) (Calcium-activated neutral proteinase B) (CANP B) [Cleaved into: Calpain-B catalytic subunit 1; Calpain-B catalytic subunit 2],CalpB CG8107,Drosophila melanogaster (Fruit fly),925,border follicle cell migration [GO:0007298]; neuron remodeling [GO:0016322]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508],GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007298; GO:0016020; GO:0016322; GO:0016540
g1564,354.4682563,-2.089024222,0.339909574,-6.145823416,7.95E-10,1.78E-08,829,697,836,835,562,585,923,869,91,52,34,318,323,17,136,65,sp,P69527,AMPO_RAT,34.762,840,424,14,16,2247,11,822,4.10E-146,451,P69527,reviewed,AMPO_RAT,Aminopeptidase O (AP-O) (EC 3.4.11.-),Aopep Onpep,Rattus norvegicus (Rat),822,proteolysis [GO:0006508],GO:0005730; GO:0006508; GO:0008270; GO:0070006
g22563,21.69397398,-2.30567081,0.766621177,-3.00757516,0.00263341,0.010008205,15,64,166,6,30,11,69,41,11,5,12,8,4,3,0,0,sp,O08762,NETR_MOUSE,25.461,271,153,12,103,873,273,508,8.83E-09,63.5,O08762,reviewed,NETR_MOUSE,Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12),Prss12 Bssp3,Mus musculus (Mouse),761,exocytosis [GO:0006887]; proteolysis [GO:0006508]; zymogen activation [GO:0031638],GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0008233; GO:0030424; GO:0030425; GO:0031410; GO:0031638; GO:0043083; GO:0043195; GO:0045202; GO:0098685; GO:0098793; GO:0098978
g3166,170.2512923,-2.330163417,0.267203513,-8.720556826,2.77E-18,2.25E-16,318,202,367,526,299,411,263,645,59,33,29,102,73,14,42,31,sp,Q5G266,NETR_TRAPH,33.772,456,259,15,28,1338,168,599,4.77E-55,202,Q5G266,reviewed,NETR_TRAPH,Neurotrypsin (EC 3.4.21.-) (Serine protease 12),PRSS12,Trachypithecus phayrei (Phayre's leaf monkey),875,exocytosis [GO:0006887]; proteolysis [GO:0006508],GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0030424; GO:0030425; GO:0043083; GO:0043195
g16700,3396.295274,-2.389745506,0.55840926,-4.279559234,1.87E-05,0.000150695,2451,5547,18088,9082,4574,7786,7810,5367,1126,1107,102,285,1739,496,195,1043,sp,Q9R0S2,MMP24_MOUSE,33.012,518,292,17,124,1599,56,544,9.63E-68,233,Q9R0S2,reviewed,MMP24_MOUSE,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Matrix metalloproteinase-21) (MMP-21) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],Mmp24 Mmp21 Mt5mmp,Mus musculus (Mouse),618,cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; collagen catabolic process [GO:0030574]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; extracellular matrix organization [GO:0030198]; glial cell differentiation [GO:0010001]; neuronal stem cell population maintenance [GO:0097150]; proteolysis [GO:0006508],GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0097150; GO:0098742
g1886,1678.936464,-2.449584788,0.292117722,-8.385608271,5.05E-17,3.47E-15,1958,4261,4366,4314,3457,2660,5005,4431,361,417,278,1554,385,64,514,276,sp,Q3UVK0,ERMP1_MOUSE,39.571,839,480,12,187,2697,85,898,0,604,Q3UVK0,reviewed,ERMP1_MOUSE,Endoplasmic reticulum metallopeptidase 1 (EC 3.4.-.-) (Felix-ina),Ermp1 D19Wsu12e Fxna Kiaa1815,Mus musculus (Mouse),898,cellular response to oxidative stress [GO:0034599]; endoplasmic reticulum unfolded protein response [GO:0030968]; ovarian follicle development [GO:0001541]; proteolysis [GO:0006508],GO:0001541; GO:0005789; GO:0006508; GO:0008235; GO:0030968; GO:0034599; GO:0046872
g5810,355.6546023,-2.490107884,0.240248606,-10.36471313,3.59E-25,5.66E-23,439,789,784,771,665,929,924,1263,118,59,116,201,91,14,69,64,sp,Q9CXT6,KDM8_MOUSE,28.696,230,146,8,148,795,189,414,1.34E-18,90.9,Q9CXT6,reviewed,KDM8_MOUSE,Bifunctional peptidase and arginyl-hydroxylase JMJD5 (EC 1.14.11.73) (EC 3.4.-.-) (JmjC domain-containing protein 5) (Jumonji C domain-containing protein 5) (L-arginine (3R)-hydroxylase KDM8) (Lysine-specific demethylase 8),Kdm8 Jmjd5,Mus musculus (Mouse),414,circadian regulation of gene expression [GO:0032922]; fibroblast proliferation [GO:0048144]; G2/M transition of mitotic cell cycle [GO:0000086]; in utero embryonic development [GO:0001701]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; protein destabilization [GO:0031648]; proteolysis [GO:0006508]; regulation of signal transduction by p53 class mediator [GO:1901796],GO:0000086; GO:0001701; GO:0002039; GO:0003682; GO:0004175; GO:0004177; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006508; GO:0031648; GO:0032922; GO:0035064; GO:0045892; GO:0045893; GO:0046872; GO:0048144; GO:0051864; GO:0106157; GO:1901796
g16613,641.4379578,-2.497774872,0.366007334,-6.82438476,8.83E-12,2.84E-10,934,2087,1929,1350,729,1376,1916,1411,118,59,116,532,202,23,331,68,sp,O05218,YWRD_BACSU,33.465,505,305,9,193,1701,49,524,6.77E-75,250,O05218,reviewed,YWRD_BACSU,Glutathione hydrolase-like YwrD proenzyme (EC 2.3.2.2) (Putative gamma-glutamyltransferase YwrD) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase-like YwrD large chain; Glutathione hydrolase-like YwrD small chain],ywrD BSU36100,Bacillus subtilis (strain 168),525,glutathione catabolic process [GO:0006751]; proteolysis [GO:0006508],GO:0006508; GO:0006751; GO:0036374; GO:0103068
g19283,31.89217533,-2.581167089,0.735379781,-3.509978321,0.000448143,0.002262095,69,126,64,50,71,59,101,51,16,0,10,30,18,0,0,0,sp,Q8I7P9,POL5_DROME,36.719,128,78,2,7,390,455,579,5.51E-18,82.8,Q8I7P9,reviewed,POL5_DROME,Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],pol,Drosophila melanogaster (Fruit fly),1003,DNA integration [GO:0015074]; DNA transposition [GO:0006313]; proteolysis [GO:0006508],GO:0003676; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
g2494,5749.605595,-2.640126741,0.413800899,-6.380186099,1.77E-10,4.54E-09,3804,9715,14031,19038,5008,15806,21451,16552,2598,643,1620,1065,1579,517,710,787,sp,P55115,NAS15_CAEEL,29.56,477,276,9,268,1575,114,571,1.56E-52,196,P55115,reviewed,NAS15_CAEEL,Zinc metalloproteinase nas-15 (EC 3.4.24.-) (Nematode astacin 15),nas-15 T04G9.2,Caenorhabditis elegans,571,proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0008270
g6127,55.2815606,-2.657309667,0.887712212,-2.993435972,0.002758554,0.010400149,22,177,71,168,46,130,226,184,26,0,40,5,12,4,0,0,sp,P20825,POL2_DROME,33.846,260,164,3,958,1734,376,628,1.04E-36,150,P20825,reviewed,POL2_DROME,Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],pol,Drosophila melanogaster (Fruit fly),1059,DNA integration [GO:0015074]; proteolysis [GO:0006508],GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
g13145,174.0690302,-3.150598642,0.405931896,-7.7613971,8.40E-15,4.34E-13,293,265,249,525,273,592,525,626,40,50,35,25,37,0,25,18,sp,P08594,AQL1_THEAQ,45.932,381,176,9,73,1188,37,396,1.44E-78,254,P08594,reviewed,AQL1_THEAQ,Aqualysin-1 (EC 3.4.21.111) (Aqualysin-I),pstI,Thermus aquaticus,513,proteolysis [GO:0006508],GO:0004252; GO:0005615; GO:0006508
g20362,78.30626713,-3.208524773,0.77834532,-4.122238154,3.75E-05,0.000273379,54,347,448,102,62,106,189,263,23,20,13,0,24,0,0,17,sp,O57382,TLL2_XENLA,28.475,295,128,5,40,678,595,888,3.20E-34,132,O57382,reviewed,TLL2_XENLA,Tolloid-like protein 2 (EC 3.4.24.-) (Metalloprotease xolloid) (Xenopus tolloid),tll2 xld,Xenopus laevis (African clawed frog),1019,cell differentiation [GO:0030154]; proteolysis [GO:0006508],GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154
g18939,51.15876453,-3.448236072,0.73635167,-4.682865825,2.83E-06,2.84E-05,53,35,173,186,15,77,188,293,0,16,5,12,0,2,6,10,sp,P10394,POL4_DROME,28.221,326,223,5,64,1035,890,1206,3.03E-37,146,P10394,reviewed,POL4_DROME,Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],POL ORF3,Drosophila melanogaster (Fruit fly),1237,DNA integration [GO:0015074]; proteolysis [GO:0006508],GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
g3194,2650.043701,-3.454119712,0.427004085,-8.089195939,6.01E-16,3.50E-14,2215,4762,7450,10209,4739,8682,5334,7745,228,178,856,349,351,77,210,400,sp,P16444,DPEP1_HUMAN,51.832,382,162,7,130,1272,20,380,4.79E-136,399,P16444,reviewed,DPEP1_HUMAN,Dipeptidase 1 (EC 3.4.13.19) (Beta-lactamase) (EC 3.5.2.6) (Dehydropeptidase-I) (Microsomal dipeptidase) (Renal dipeptidase) (hRDP),DPEP1 MDP RDP,Homo sapiens (Human),411,antibiotic metabolic process [GO:0016999]; cellular response to calcium ion [GO:0071277]; cellular response to nitric oxide [GO:0071732]; cellular response to xenobiotic stimulus [GO:0071466]; glutathione catabolic process [GO:0006751]; glutathione metabolic process [GO:0006749]; homocysteine metabolic process [GO:0050667]; inflammatory response [GO:0006954]; lactam catabolic process [GO:0072340]; leukotriene D4 catabolic process [GO:1901749]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell migration [GO:0030336]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043154]; neutrophil chemotaxis [GO:0030593]; proteolysis [GO:0006508],GO:0005615; GO:0005654; GO:0005886; GO:0006508; GO:0006749; GO:0006751; GO:0006954; GO:0008235; GO:0008270; GO:0008800; GO:0016324; GO:0016805; GO:0016999; GO:0030054; GO:0030336; GO:0030593; GO:0031528; GO:0034235; GO:0043027; GO:0043066; GO:0043154; GO:0045177; GO:0050667; GO:0070062; GO:0070573; GO:0071277; GO:0071466; GO:0071732; GO:0072340; GO:0072341; GO:0098552; GO:1901749
g623,944.3921613,-3.674430832,0.549024958,-6.692648082,2.19E-11,6.69E-10,1689,5044,5317,492,965,1094,1938,2999,186,82,101,80,16,61,53,152,sp,O00602,FCN1_HUMAN,57.343,143,60,1,88,513,184,326,1.64E-51,170,O00602,reviewed,FCN1_HUMAN,Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin),FCN1 FCNM,Homo sapiens (Human),326,"cell surface pattern recognition receptor signaling pathway [GO:0002752]; complement activation, lectin pathway [GO:0001867]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of viral entry into host cell [GO:0046597]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of opsonization [GO:1903028]; protein localization to cell surface [GO:0034394]; proteolysis [GO:0006508]; recognition of apoptotic cell [GO:0043654]",GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0005886; GO:0006508; GO:0007186; GO:0009897; GO:0030246; GO:0032757; GO:0033691; GO:0034394; GO:0034774; GO:0038187; GO:0043654; GO:0046597; GO:0046872; GO:0062023; GO:0097367; GO:1903028; GO:1904813; GO:1905370
g22787,452.7715228,-4.006771301,0.753155057,-5.319981939,1.04E-07,1.49E-06,274,207,1294,2727,481,567,1949,1241,33,13,0,34,36,24,160,14,sp,Q8NF86,PRS33_HUMAN,33.333,267,143,11,364,1128,31,274,1.71E-30,123,Q8NF86,reviewed,PRS33_HUMAN,Serine protease 33 (EC 3.4.21.-) (Serine protease EOS),PRSS33,Homo sapiens (Human),280,protein kinase C signaling [GO:0070528]; proteolysis [GO:0006508],GO:0004252; GO:0005615; GO:0005737; GO:0006508; GO:0070528
