gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.biological.process	Gene.Ontology.IDs
g19766	181.789460599067	-0.722464831699057	0.276008294203125	-2.6175475406814	0.0088564150538999	0.029048778080127	125	149	142	148	37	130	300	294	253	372	148	289	sp	O43264	ZW10_HUMAN	40.033	602	333	7	1	1737	1	597	4.54e-154	464	O43264	reviewed	ZW10_HUMAN	Centromere/kinetochore protein zw10 homolog	ZW10	Homo sapiens (Human)	779	cell division [GO:0051301]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; establishment of mitotic spindle orientation [GO:0000132]; Golgi organization [GO:0007030]; meiotic cell cycle [GO:0051321]; mitotic metaphase chromosome alignment [GO:0007080]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly checkpoint signaling [GO:0007094]; protein localization to kinetochore [GO:0034501]; protein transport [GO:0015031]; protein-containing complex assembly [GO:0065003]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of exit from mitosis [GO:0007096]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0000070; GO:0000132; GO:0000776; GO:0000922; GO:0005634; GO:0005783; GO:0005789; GO:0005811; GO:0005828; GO:0005829; GO:0006888; GO:0006890; GO:0007030; GO:0007080; GO:0007094; GO:0007096; GO:0015031; GO:0016020; GO:0019237; GO:0034501; GO:0051301; GO:0051321; GO:0051988; GO:0065003; GO:0070939; GO:1990423
g19763	1701.58962579039	0.541251908162661	0.18899777614002	2.86380040663374	0.00418591681704694	0.0157152570828471	2169	1843	2196	1652	1219	1334	2237	2252	1710	1523	1311	1135	sp	P49951	CLH1_BOVIN	86.165	571	79	0	1	1713	1	571	0	1015	P49951	reviewed	CLH1_BOVIN	Clathrin heavy chain 1	CLTC	Bos taurus (Bovine)	1675	autophagy [GO:0006914]; cell division [GO:0051301]; clathrin coat assembly [GO:0048268]; clathrin coat disassembly [GO:0072318]; intracellular protein transport [GO:0006886]; mitotic cell cycle [GO:0000278]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; receptor-mediated endocytosis [GO:0006898]	GO:0000278; GO:0005198; GO:0005739; GO:0005819; GO:0006886; GO:0006898; GO:0006914; GO:0019904; GO:0030117; GO:0030130; GO:0030132; GO:0032051; GO:0042470; GO:0042802; GO:0045334; GO:0048268; GO:0051301; GO:0071439; GO:0072318; GO:0097718; GO:1900126; GO:1990763
g962	59.8446835289471	-3.05758487495267	0.965799700488174	-3.16585817266994	0.00154626165678558	0.00684794702331517	0	25	30	18	0	0	215	174	64	165	91	99	sp	Q9H6X5	CS044_HUMAN	45.299	117	60	2	1138	1476	541	657	4.53e-26	115	Q9H6X5	reviewed	CS044_HUMAN	Uncharacterized protein C19orf44	C19orf44	Homo sapiens (Human)	657		
g961	27.3902371467269	-2.10932185124769	0.527805488883173	-3.99639999142672	6.43130326961888e-05	0.000461230139139107	9	14	9	16	0	8	66	60	38	86	60	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g18419	13.0332569023741	1.54503132242301	0.581546850759048	2.65676156685639	0.00788952207728323	0.0263670749868019	41	10	23	6	10	15	13	17	5	7	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22183	1510.52237542527	0.891335160896345	0.366209760985937	2.43394703215072	0.0149351804476762	0.0443825459475074	1483	1416	1298	2569	1575	1177	1796	1643	1570	1446	471	928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g19227	279.558433934	-1.32465302140602	0.376357774776539	-3.51966429335099	0.000432093330403218	0.00233402823519511	66	205	333	122	61	74	796	521	421	516	376	362	sp	Q9BPW8	NIPS1_HUMAN	52.756	254	116	3	88	843	33	284	1.89e-93	280	Q9BPW8	reviewed	NIPS1_HUMAN	Protein NipSnap homolog 1 (NipSnap1)	NIPSNAP1	Homo sapiens (Human)	284	mitophagy [GO:0000423]; sensory perception of pain [GO:0019233]	GO:0000423; GO:0005739; GO:0005759; GO:0019233; GO:0030674; GO:0097060
g23574	82.3420302118444	-2.50100764572704	0.648239106481004	-3.85815607346474	0.000114245688311311	0.000760247764363654	34	22	57	0	5	22	305	154	86	295	130	103	sp	Q5ZJA4	ARP5_CHICK	48.288	584	278	9	19	1737	6	576	9.57e-169	496	Q5ZJA4	reviewed	ARP5_CHICK	Actin-related protein 5	ACTR5 RCJMB04_19k24	Gallus gallus (Chicken)	611	DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of DNA-templated transcription [GO:0006355]	GO:0005737; GO:0006281; GO:0006310; GO:0006355; GO:0031011
g14054	92.629391256922	-0.784118317297654	0.262274554253307	-2.98968506315845	0.00279265220048126	0.0112799897632241	55	84	89	63	24	48	187	140	82	188	110	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g20177	42.3087150370572	-1.52451493218271	0.551524155764146	-2.7641852423861	0.00570651329353396	0.0203167183682003	30	17	24	38	0	12	118	84	65	116	33	59	sp	Q5RCP3	LSM8_PONAB	78.125	96	21	0	1	288	1	96	2.9e-51	159	Q5RCP3	reviewed	LSM8_PONAB	U6 snRNA-associated Sm-like protein LSm8	LSM8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	96	mRNA splicing, via spliceosome [GO:0000398]	GO:0000398; GO:0003723; GO:0005634; GO:0005688; GO:0046540; GO:0071005; GO:0120115
g20176	130.263505316396	-1.3031012219518	0.335024551226129	-3.88956933807592	0.0001004222738839	0.000679280650968047	121	64	93	58	25	49	233	166	181	439	129	218	sp	Q498T4	RM02_RAT	61.111	252	95	1	178	924	43	294	3.28e-93	282	Q498T4	reviewed	RM02_RAT	Large ribosomal subunit protein uL2m (39S ribosomal protein L2, mitochondrial) (L2mt) (MRP-L2)	Mrpl2	Rattus norvegicus (Rat)	304	mitochondrial translation [GO:0032543]	GO:0003723; GO:0003735; GO:0005654; GO:0005762; GO:0032543
g8380	525.711165752566	2.84983008589685	0.453681730655826	6.28156236703037	3.35187283320152e-10	9.49627143183483e-09	389	726	1201	235	628	1380	259	215	87	168	141	92	sp	Q9JLL3	TNR19_MOUSE	32.258	155	83	6	103	549	11	149	5.64e-09	62.4	Q9JLL3	reviewed	TNR19_MOUSE	Tumor necrosis factor receptor superfamily member 19 (TRADE) (Toxicity and JNK inducer)	Tnfrsf19 Taj Troy	Mus musculus (Mouse)	416	hair follicle development [GO:0001942]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of JNK cascade [GO:0046330]	GO:0001942; GO:0005576; GO:0005886; GO:0038023; GO:0043123; GO:0046330
g21225	50.3657433291232	2.55579627418681	0.547370611555691	4.66922450754698	3.02338835323615e-06	3.21906133397362e-05	62	52	23	84	107	57	17	18	11	9	27	21	sp	Q6ZXC9	SIA8D_BOVIN	32.995	197	114	3	361	939	138	320	1.06e-26	116	Q6ZXC9	reviewed	SIA8D_BOVIN	CMP-N-acetylneuraminate-poly-alpha-2,8-sialyltransferase (EC 2.4.99.-) (Alpha-2,8-sialyltransferase 8D) (Polysialyltransferase-1) (Sialyltransferase 8D) (SIAT8-D) (Sialyltransferase St8Sia IV) (ST8SiaIV)	ST8SIA4 SIAT8D	Bos taurus (Bovine)	359	N-glycan processing [GO:0006491]; oligosaccharide metabolic process [GO:0009311]; protein glycosylation [GO:0006486]; sialylation [GO:0097503]	GO:0000139; GO:0003828; GO:0005576; GO:0006486; GO:0006491; GO:0008373; GO:0009311; GO:0097503
g8653	1181.53879745341	3.42571903553442	0.631720447261504	5.42284019835806	5.86594300441084e-08	9.79303176693825e-07	984	564	410	2702	3475	763	427	291	236	214	116	230	sp	E7F7V7	GAL2B_DANRE	24.923	325	188	12	109	1047	31	311	2.72e-13	73.9	E7F7V7	reviewed	GAL2B_DANRE	Galanin receptor 2b	galr2b	Danio rerio (Zebrafish) (Brachydanio rerio)	378	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; neuropeptide signaling pathway [GO:0007218]	GO:0004966; GO:0005886; GO:0007188; GO:0007218
g8659	290.815420272658	-1.5471841850994	0.383017146799248	-4.0394645462448	5.35733649275778e-05	0.000391591136835964	349	115	163	71	64	62	861	459	709	376	450	353	sp	P20735	GGT1_PIG	41.176	204	111	5	40	633	368	568	2.56e-41	150	P20735	reviewed	GGT1_PIG	Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain]	GGT1 GGT	Sus scrofa (Pig)	568	glutamate metabolic process [GO:0006536]; glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]; peptide modification [GO:0031179]; regulation of immune system process [GO:0002682]; regulation of inflammatory response [GO:0050727]; zymogen activation [GO:0031638]	GO:0002682; GO:0002951; GO:0005886; GO:0006536; GO:0006750; GO:0006751; GO:0031179; GO:0031638; GO:0036374; GO:0050727; GO:0103068
g8658	594.36001861976	-1.49989199140063	0.401077715738382	-3.73965426785015	0.000184273529690408	0.00113695192831548	713	309	306	70	131	199	1637	940	1364	857	769	916	sp	P0DPU3	TX14A_SCODE	37.389	337	197	4	163	1170	2	325	7.38e-65	220	P0DPU3	reviewed	TX14A_SCODE	Scoloptoxin SSD14 (SLPTX-SSD14) (Toxin-SSD14) [Cleaved into: SLPTX-SSD14 subunit alpha; SLPTX-SSD14 subunit beta]		Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	577	glutathione catabolic process [GO:0006751]; killing of cells of another organism [GO:0031640]	GO:0005576; GO:0005886; GO:0006751; GO:0031640; GO:0036374; GO:0090729
g24084	88.1449042404545	-1.19176373101314	0.412020067526398	-2.89248952889117	0.00382201921993418	0.0145518946966566	54	62	65	81	16	12	150	137	177	216	94	118	sp	Q07230	ZSCA2_MOUSE	26.685	371	225	8	877	1971	220	549	8.05e-22	103	Q07230	reviewed	ZSCA2_MOUSE	Zinc finger and SCAN domain-containing protein 2 (Zinc finger protein 29) (Zfp-29)	Zscan2 Zfp-29 Zfp29	Mus musculus (Mouse)	614	cell differentiation [GO:0030154]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]	GO:0000978; GO:0001228; GO:0005634; GO:0006357; GO:0007283; GO:0030154; GO:0046872
g12313	55.1431528995098	-2.18678184129631	0.589325740880307	-3.71065047664438	0.000206727370030027	0.00125524291130663	40	14	32	15	9	0	139	87	123	102	151	53	sp	P84850	D2HDH_RAT	56.057	487	175	5	25	1395	56	533	0	536	P84850	reviewed	D2HDH_RAT	D-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.39)	D2hgdh	Rattus norvegicus (Rat)	535	malate metabolic process [GO:0006108]; protein metabolic process [GO:0019538]; response to cobalt ion [GO:0032025]; response to manganese ion [GO:0010042]; response to zinc ion [GO:0010043]	GO:0005739; GO:0006108; GO:0008270; GO:0010042; GO:0010043; GO:0019538; GO:0032025; GO:0051990; GO:0071949
g12316	15.2904753324081	-1.84627398323076	0.706006469265998	-2.61509499360571	0.00892026425128429	0.0292060974134484	13	11	4	10	0	0	65	37	18	29	14	24	sp	Q2KIP7	MD2L2_BOVIN	51.724	203	79	1	34	585	9	211	1.33e-69	214	Q2KIP7	reviewed	MD2L2_BOVIN	Mitotic spindle assembly checkpoint protein MAD2B (Mitotic arrest deficient 2-like protein 2) (MAD2-like protein 2)	MAD2L2	Bos taurus (Bovine)	211	cell division [GO:0051301]; DNA damage response, signal transduction resulting in transcription [GO:0042772]; double-strand break repair [GO:0006302]; negative regulation of protein catabolic process [GO:0042177]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; regulation of cell growth [GO:0001558]	GO:0001558; GO:0005634; GO:0005737; GO:0005819; GO:0006302; GO:0008432; GO:0016035; GO:0033138; GO:0042177; GO:0042772; GO:0045893; GO:0051301; GO:1904667
g12317	700.540052829326	-0.554751222846364	0.190187082919442	-2.91687118983439	0.00353561751678576	0.0136482958815699	478	590	626	563	279	414	1386	1024	1080	1003	575	1068	sp	Q8H1F7	IPK_ARATH	36.061	330	157	10	22	879	12	331	3.41e-50	172	Q8H1F7	reviewed	IPK_ARATH	Isopentenyl phosphate kinase (AtIPK) (IPK) (EC 2.7.4.26)	IPK At1g26640 T24P13.2	Arabidopsis thaliana (Mouse-ear cress)	332	terpenoid biosynthetic process [GO:0016114]	GO:0005524; GO:0005829; GO:0016114; GO:0016301; GO:0102043
g2710	863.99860169842	-0.679806911794893	0.224215929548468	-3.03192959199602	0.00242995875912656	0.0100007903593973	566	690	841	642	382	326	1760	1107	1031	1629	1379	926	sp	P11833	TBB_PARLI	98.837	430	5	0	1	1290	1	430	0	853	P11833	reviewed	TBB_PARLI	Tubulin beta chain (Beta-tubulin)		Paracentrotus lividus (Common sea urchin)	447	microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]	GO:0000226; GO:0000278; GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0046872
g4012	61.7694459425131	-0.912583521603425	0.379262998354735	-2.40620235974051	0.0161193331259259	0.0472709790256068	30	67	54	27	31	13	157	96	96	111	95	46	sp	O00189	AP4M1_HUMAN	36.522	460	240	10	1	1245	1	453	2.49e-91	286	O00189	reviewed	AP4M1_HUMAN	AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4)	AP4M1 MUARP2	Homo sapiens (Human)	453	autophagosome assembly [GO:0000045]; Golgi to endosome transport [GO:0006895]; Golgi to lysosome transport [GO:0090160]; intracellular protein transport [GO:0006886]; post-Golgi vesicle-mediated transport [GO:0006892]; protein localization [GO:0008104]; protein localization to basolateral plasma membrane [GO:1903361]; protein targeting [GO:0006605]; protein targeting to lysosome [GO:0006622]; vesicle-mediated transport [GO:0016192]	GO:0000045; GO:0005769; GO:0005802; GO:0005829; GO:0006605; GO:0006622; GO:0006886; GO:0006892; GO:0006895; GO:0008104; GO:0008320; GO:0016192; GO:0019904; GO:0030124; GO:0030131; GO:0031410; GO:0031904; GO:0032588; GO:0070062; GO:0090160; GO:1903361
g5949	665.390961255348	2.35944939812623	0.878487527491102	2.68580864757938	0.00723545131943015	0.0246373943324068	236	480	3528	49	13	1897	293	222	198	275	152	434	sp	P15684	AMPN_RAT	42.484	805	430	15	4	2376	176	961	0	634	P15684	reviewed	AMPN_RAT	Aminopeptidase N (AP-N) (rAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Kidney Zn peptidase) (KZP) (Microsomal aminopeptidase) (CD antigen CD13)	Anpep	Rattus norvegicus (Rat)	965	angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; metanephric proximal tubule development [GO:0072237]; peptide catabolic process [GO:0043171]; protein processing [GO:0016485]; proteolysis [GO:0006508]	GO:0001525; GO:0004177; GO:0005615; GO:0005737; GO:0005793; GO:0005886; GO:0006508; GO:0008270; GO:0009897; GO:0016485; GO:0030154; GO:0031526; GO:0042277; GO:0043171; GO:0070006; GO:0070062; GO:0072237
g5941	83.9834615475051	-0.803758837599799	0.22486256337637	-3.57444487659997	0.000350971742291819	0.00196341817518303	62	43	71	63	31	47	183	116	145	127	82	133	sp	Q58WW2	DCAF6_HUMAN	57.66	359	130	4	34	1092	15	357	4.88e-143	432	Q58WW2	reviewed	DCAF6_HUMAN	DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP)	DCAF6 IQWD1 MSTP055	Homo sapiens (Human)	860	positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ubiquitination [GO:0016567]	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0016567; GO:0030374; GO:0045944; GO:0080008
g5945	184.56969417916	1.66391629444369	0.616880365519915	2.69730791811038	0.00699025996663766	0.0240063219063577	164	694	243	32	28	403	192	101	78	125	57	118	sp	Q9N1T2	RPGR_CANLF	48.087	366	186	3	1	1089	1	365	3.47e-98	332	Q9N1T2	reviewed	RPGR_CANLF	X-linked retinitis pigmentosa GTPase regulator	RPGR	Canis lupus familiaris (Dog) (Canis familiaris)	1003	cilium assembly [GO:0060271]; intraciliary transport [GO:0042073]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]; visual perception [GO:0007601]	GO:0001750; GO:0005085; GO:0005737; GO:0005794; GO:0005813; GO:0006511; GO:0007601; GO:0016567; GO:0036064; GO:0036126; GO:0042073; GO:0060271; GO:0061630
g6328	611.634845273783	-2.15249593011351	0.635987804668356	-3.38449246088289	0.00071309977251861	0.00355984158915917	213	27	254	414	126	95	1730	246	519	2972	1274	799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g5058	38.4028934773695	-1.45194008182798	0.56715215549301	-2.56005388988754	0.0104655933170081	0.0333108576000078	24	13	29	23	4	18	49	29	50	49	173	37	sp	Q32M08	DUS4L_MOUSE	63.3	297	109	0	1	891	19	315	2.48e-137	397	Q32M08	reviewed	DUS4L_MOUSE	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+]-like (EC 1.3.1.90) (tRNA-dihydrouridine synthase 4-like)	Dus4l	Mus musculus (Mouse)	324	tRNA dihydrouridine synthesis [GO:0002943]	GO:0002943; GO:0017150; GO:0050660; GO:0102266; GO:0102267
g10208	89.982207464308	-1.26100957800175	0.387861040012986	-3.25118908039728	0.00114923399528731	0.00534679709021656	34	74	70	54	8	48	260	147	71	183	176	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g6623	135.203439952223	4.04684350185564	1.51024414016591	2.67959556619175	0.00737111590637329	0.0249674415845193	65	519	379	0	0	458	0	48	20	0	19	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g6626	545.561236675843	2.06542590580926	0.765809235090117	2.69705014143139	0.00699567357001711	0.0240203426404298	823	2517	1150	23	49	610	404	247	81	204	171	456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g4483	1700.43160129713	1.29968006434709	0.350901825553808	3.70382816417635	0.000212370142045119	0.00128530479257324	2010	1293	1348	2251	2668	1616	1701	1238	1039	1311	911	1063	sp	Q9Y243	AKT3_HUMAN	64.73	482	146	7	46	1440	1	475	0	601	Q9Y243	reviewed	AKT3_HUMAN	RAC-gamma serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase Akt-3) (Protein kinase B gamma) (PKB gamma) (RAC-PK-gamma) (STK-2)	AKT3 PKBG	Homo sapiens (Human)	479	brain morphogenesis [GO:0048854]; homeostasis of number of cells within a tissue [GO:0048873]; intracellular signal transduction [GO:0035556]; mitochondrial genome maintenance [GO:0000002]; negative regulation of cellular senescence [GO:2000773]; positive regulation of angiogenesis [GO:0045766]; positive regulation of artery morphogenesis [GO:1905653]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of cell size [GO:0045793]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of TOR signaling [GO:0032008]; positive regulation of vascular endothelial cell proliferation [GO:1905564]; protein phosphorylation [GO:0006468]; signal transduction [GO:0007165]	GO:0000002; GO:0001938; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007165; GO:0016020; GO:0032008; GO:0035556; GO:0043536; GO:0045766; GO:0045793; GO:0048854; GO:0048873; GO:0090050; GO:0106310; GO:1905564; GO:1905653; GO:2000773
g1535	5.24306404425623	6.10009160300605	1.61987065375004	3.76578931711873	0.000166023748375629	0.00104252977972685	8	3	7	0	9	22	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g6088	138.482264196028	0.940522600447176	0.383970591525663	2.44946519656653	0.0143068535468322	0.0429039192355735	153	99	132	120	203	141	169	128	68	116	66	155	sp	Q64331	MYO6_MOUSE	65.113	622	216	1	4	1869	1	621	0	853	Q64331	reviewed	MYO6_MOUSE	Unconventional myosin-VI (Protein twist) (Unconventional myosin-6)	Myo6 Sv	Mus musculus (Mouse)	1262	actin filament organization [GO:0007015]; actin filament-based movement [GO:0030048]; cellular response to electrical stimulus [GO:0071257]; chemical synaptic transmission [GO:0007268]; dendrite development [GO:0016358]; endocytosis [GO:0006897]; glutamate secretion [GO:0014047]; inner ear auditory receptor cell differentiation [GO:0042491]; inner ear development [GO:0048839]; inner ear morphogenesis [GO:0042472]; locomotory behavior [GO:0007626]; postsynaptic neurotransmitter receptor internalization [GO:0098884]; presynaptic modulation of chemical synaptic transmission [GO:0099171]; protein localization [GO:0008104]; protein targeting [GO:0006605]; protein transport [GO:0015031]; regulation of synaptic plasticity [GO:0048167]; response to xenobiotic stimulus [GO:0009410]; sensory perception of sound [GO:0007605]; synapse assembly [GO:0007416]	GO:0000146; GO:0001726; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0005902; GO:0005903; GO:0005905; GO:0006605; GO:0006897; GO:0007015; GO:0007268; GO:0007416; GO:0007605; GO:0007626; GO:0008104; GO:0009410; GO:0012506; GO:0014047; GO:0014069; GO:0015031; GO:0015629; GO:0016358; GO:0016459; GO:0030048; GO:0030136; GO:0030139; GO:0030175; GO:0030424; GO:0031410; GO:0032587; GO:0032991; GO:0042472; GO:0042491; GO:0043025; GO:0045177; GO:0045202; GO:0048167; GO:0048471; GO:0048839; GO:0051015; GO:0071257; GO:0098683; GO:0098685; GO:0098833; GO:0098871; GO:0098884; GO:0098978; GO:0099171
g19148	1711.08536636418	1.07913993830961	0.386201709626397	2.79423915381821	0.0052021990591592	0.0188257642712344	2583	5418	1875	885	927	1135	2150	1271	1216	1685	669	1271	sp	Q6VAB6	KSR2_HUMAN	45.57	395	190	7	1666	2820	570	949	2.18e-101	342	Q6VAB6	reviewed	KSR2_HUMAN	Kinase suppressor of Ras 2 (hKSR2) (EC 2.7.11.1)	KSR2	Homo sapiens (Human)	950	calcium-mediated signaling [GO:0019722]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of MAPK cascade [GO:0043410]; Ras protein signal transduction [GO:0007265]	GO:0004672; GO:0004674; GO:0005078; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0007265; GO:0019722; GO:0031434; GO:0043410; GO:0046872; GO:0106310; GO:0120162
g19141	11.8837217780012	7.2769168251179	1.32655528577726	5.48557372854171	4.12129618359468e-08	7.1379109621241e-07	2	32	16	8	36	10	0	0	0	0	0	0	sp	Q96DM1	PGBD4_HUMAN	27.273	231	147	7	487	1125	97	324	8.84e-17	85.5	Q96DM1	reviewed	PGBD4_HUMAN	PiggyBac transposable element-derived protein 4	PGBD4	Homo sapiens (Human)	585		
g22798	397.467680474045	0.800724796712499	0.305133939279591	2.62417480862003	0.00868591925409894	0.0285840234826265	618	617	519	362	250	318	645	342	282	560	116	281	sp	Q8NHU6	TDRD7_HUMAN	35.437	206	110	5	22	582	5	206	2.92e-20	101	Q8NHU6	reviewed	TDRD7_HUMAN	Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap)	TDRD7 PCTAIRE2BP	Homo sapiens (Human)	1098	lens fiber cell differentiation [GO:0070306]; lens morphogenesis in camera-type eye [GO:0002089]; P granule organization [GO:0030719]; piRNA processing [GO:0034587]; post-transcriptional regulation of gene expression [GO:0010608]; spermatogenesis [GO:0007283]	GO:0002089; GO:0003729; GO:0005737; GO:0007283; GO:0010608; GO:0030719; GO:0033391; GO:0034587; GO:0035770; GO:0043186; GO:0070306
g22796	223.263047066951	-1.55492156847166	0.317975705555153	-4.8900640561735	1.00803169162335e-06	1.21766719804061e-05	99	219	117	60	52	63	520	389	217	478	440	398	sp	Q8BKN5	GCP5_MOUSE	35.86	1082	588	27	25	3168	15	1024	0	576	Q8BKN5	reviewed	GCP5_MOUSE	Gamma-tubulin complex component 5 (GCP-5)	Tubgcp5 Kiaa1899	Mus musculus (Mouse)	1024	cytoplasmic microtubule organization [GO:0031122]; meiotic cell cycle [GO:0051321]; microtubule nucleation [GO:0007020]; mitotic cell cycle [GO:0000278]; spindle assembly [GO:0051225]	GO:0000278; GO:0000922; GO:0000923; GO:0000930; GO:0000931; GO:0005813; GO:0005829; GO:0005874; GO:0007020; GO:0008017; GO:0031122; GO:0043015; GO:0051225; GO:0051321
g18235	18.6725702220383	-2.83591989539313	0.836538544098012	-3.39006482773717	0.000698760973766035	0.00349709908307144	5	15	0	6	0	0	48	33	22	49	38	50	sp	Q8LFQ6	GRXC4_ARATH	43.689	103	57	1	4	312	28	129	5.23e-22	87	Q8LFQ6	reviewed	GRXC4_ARATH	Glutaredoxin-C4 (AtGrxC4)	GRXC4 GLU1 At5g20500 F7C8.90	Arabidopsis thaliana (Mouse-ear cress)	135		GO:0005773; GO:0005783; GO:0005794; GO:0009536; GO:0099503
g8032	208.914025621393	-1.15387289831622	0.41491795296135	-2.78096642982258	0.00541973412581077	0.0194957029636251	167	177	87	129	60	68	283	281	108	451	602	318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g21854	233.756993919976	1.62080649211523	0.300582892708786	5.39221137140868	6.95958323633956e-08	1.1438943412224e-06	286	255	360	476	224	176	161	144	178	126	89	133	sp	Q8BPB0	MOB1B_MOUSE	83.645	214	35	0	1	642	1	214	2.08e-140	394	Q8BPB0	reviewed	MOB1B_MOUSE	MOB kinase activator 1B (Mob1 homolog 1A) (Mps one binder kinase activator-like 1A)	Mob1b Mobkl1a	Mus musculus (Mouse)	216	hippo signaling [GO:0035329]; positive regulation of protein phosphorylation [GO:0001934]; regulation of protein autophosphorylation [GO:0031952]	GO:0001934; GO:0005634; GO:0005737; GO:0019209; GO:0019900; GO:0030295; GO:0031952; GO:0035329; GO:0046872
