gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.0228,PSC.0187,PSC.0188,PSC.0174,PSC.0190,PSC.0231,PSC.0230,PSC.0219,PSC.0177,PSC.0186,PSC.0209,PSC.0203,V2,uniprot_accession,gene_name,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Entry,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length,Gene.Ontology.biological.process,Gene.Ontology.IDs
g22278,441.4228191,1.82781508,0.452143737,4.042553135,5.29E-05,0.000387881,657,1563,692,202,106,663,285,315,202,245,164,209,sp,P37892,CBPE_LOPAM,48.984,443,200,9,1,1296,1,428,2.67E-134,397,P37892,reviewed,CBPE_LOPAM,Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase),cpe,Lophius americanus (American angler) (Anglerfish),454,proteolysis [GO:0006508],GO:0004181; GO:0005576; GO:0006508; GO:0008270; GO:0030658
g2743,94.59135317,-2.841360396,0.334900361,-8.484196281,2.17E-17,2.07E-15,17,18,32,33,4,19,309,237,179,234,142,140,sp,Q54P70,Y4757_DICDI,32.847,137,80,6,1624,2016,635,765,2.51E-08,61.6,Q54P70,reviewed,Y4757_DICDI,OTU domain-containing protein DDB_G0284757 (EC 3.1.2.-),DDB_G0284757,Dictyostelium discoideum (Social amoeba),766,protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0004843; GO:0006508; GO:0016579
g10952,111.4007456,0.681358337,0.277084241,2.459029554,0.013931315,0.042029161,175,171,110,96,83,82,158,65,62,123,85,142,sp,E1C1R4,UBP47_CHICK,60.87,115,44,1,103,447,1253,1366,3.02E-33,127,E1C1R4,reviewed,UBP47_CHICK,Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47),USP47,Gallus gallus (Chicken),1375,base-excision repair [GO:0006284]; DNA damage response [GO:0006974]; monoubiquitinated protein deubiquitination [GO:0035520]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0004843; GO:0005634; GO:0005737; GO:0005829; GO:0006284; GO:0006508; GO:0006974; GO:0016579; GO:0035520
g14094,172.6024442,-1.10166876,0.355692744,-3.097248332,0.001953262,0.008333455,105,69,192,47,32,143,355,294,321,259,238,247,sp,Q9CZR2,NALD2_MOUSE,28.879,651,356,19,304,2058,82,691,1.11E-66,237,Q9CZR2,reviewed,NALD2_MOUSE,N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylaspartylglutamate peptidase II) (NAAG-peptidase II) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II),Naalad2,Mus musculus (Mouse),740,carboxylic acid catabolic process [GO:0046395]; proteolysis [GO:0006508],GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008233; GO:0016020; GO:0016805; GO:0046395; GO:0046872; GO:0050129
g14093,1430.711931,-0.655718576,0.240190974,-2.729988406,0.006333655,0.02214963,1092,945,1173,1218,383,1042,2548,1911,2090,1592,2677,1775,sp,O15484,CAN5_HUMAN,43.029,416,228,4,1,1233,228,639,8.58E-118,360,O15484,reviewed,CAN5_HUMAN,Calpain-5 (EC 3.4.22.-) (Calpain htra-3) (New calpain 3) (nCL-3),CAPN5 NCL3,Homo sapiens (Human),640,proteolysis [GO:0006508]; signal transduction [GO:0007165],GO:0004198; GO:0005737; GO:0005925; GO:0006508; GO:0007165; GO:0009986; GO:0045202; GO:0070062
g23157,2249.646717,4.702921947,0.657734417,7.150183756,8.67E-13,3.89E-11,4066,13090,2993,155,1185,3017,311,145,122,260,103,303,sp,P80646,CTRB_GADMO,32.468,231,136,9,1570,2229,18,239,1.13E-22,102,P80646,reviewed,CTRB_GADMO,Chymotrypsin B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B],,Gadus morhua (Atlantic cod),245,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508; GO:0007586
g588,3188.363266,4.977763388,1.101685204,4.518317365,6.23E-06,6.08E-05,391,1791,10373,44,128,19193,17,150,413,56,315,340,sp,P80146,SEPR_THESR,51.235,324,152,4,160,1119,88,409,7.63E-99,302,P80146,reviewed,SEPR_THESR,Extracellular serine proteinase (EC 3.4.21.-),,Thermus sp. (strain Rt41A),410,proteolysis [GO:0006508],GO:0004252; GO:0005615; GO:0006508
g21213,2922.097767,4.427050931,0.861014696,5.141667096,2.72E-07,3.83E-06,2413,10420,4700,69,865,11456,41,369,372,99,546,296,sp,Q5G266,NETR_TRAPH,37.445,227,130,6,580,1239,280,501,2.79E-38,150,Q5G266,reviewed,NETR_TRAPH,Neurotrypsin (EC 3.4.21.-) (Serine protease 12),PRSS12,Trachypithecus phayrei (Phayre's leaf monkey),875,exocytosis [GO:0006887]; proteolysis [GO:0006508],GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0030424; GO:0030425; GO:0043083; GO:0043195
g21210,6536.648633,7.49775008,0.798400403,9.390964798,5.95E-21,9.25E-19,8741,8039,3917,572,19647,14783,97,87,14,21,207,79,sp,G5ECS8,ADT1_CAEEL,44.66,103,50,3,79,369,1263,1364,1.65E-12,67,G5ECS8,reviewed,ADT1_CAEEL,A disintegrin and metalloproteinase with thrombospondin motifs adt-1 (ADAMTS adt-1) (EC 3.4.24.-),adt-1 C02B4.1,Caenorhabditis elegans,1461,extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872
g4026,4567.555525,-2.603997819,0.342174787,-7.61013938,2.74E-14,1.64E-12,837,1274,2321,536,561,1302,12906,12040,6745,6784,11178,7537,sp,Q9VT65,CANB_DROME,46.132,698,342,12,22,2067,246,925,0,604,Q9VT65,reviewed,CANB_DROME,Calpain-B (EC 3.4.22.-) (Calcium-activated neutral proteinase B) (CANP B) [Cleaved into: Calpain-B catalytic subunit 1; Calpain-B catalytic subunit 2],CalpB CG8107,Drosophila melanogaster (Fruit fly),925,border follicle cell migration [GO:0007298]; neuron remodeling [GO:0016322]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508],GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007298; GO:0016020; GO:0016322; GO:0016540
g13110,626.9234167,3.318793256,1.067060418,3.110220564,0.001869477,0.008031052,1869,3701,265,29,391,308,16,647,25,11,73,18,sp,P17538,CTRB1_HUMAN,39.516,248,127,9,127,858,32,260,1.41E-44,164,P17538,reviewed,CTRB1_HUMAN,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],CTRB1 CTRB,Homo sapiens (Human),263,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508; GO:0007586
g23741,125.6294874,-0.923382211,0.341657067,-2.702658018,0.006878748,0.023690985,96,102,144,86,18,36,266,166,139,207,192,237,sp,Q9CXY9,GPI8_MOUSE,63.603,272,96,1,1,816,85,353,2.44E-130,379,Q9CXY9,reviewed,GPI8_MOUSE,GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-) (Phosphatidylinositol-glycan biosynthesis class K protein) (PIG-K),Pigk,Mus musculus (Mouse),395,attachment of GPI anchor to protein [GO:0016255]; proteolysis [GO:0006508],GO:0003923; GO:0006508; GO:0016255; GO:0042765
g19522,568.7991699,1.524656695,0.415729939,3.667420969,0.000245009,0.001448307,791,892,897,133,572,1007,594,259,210,430,275,433,sp,Q8NFA0,UBP32_HUMAN,55.593,885,303,15,256,2886,516,1318,0,967,Q8NFA0,reviewed,UBP32_HUMAN,Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32),USP32 USP10,Homo sapiens (Human),1604,positive regulation of TORC1 signaling [GO:1904263]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0000139; GO:0004843; GO:0005509; GO:0005794; GO:0005829; GO:0006508; GO:0016579; GO:1904263
g6550,213.7703264,1.444989068,0.297095687,4.863716078,1.15E-06,1.37E-05,374,292,297,166,265,178,220,137,86,140,87,185,sp,A3KQS4,MINY1_DANRE,53.571,308,138,1,190,1098,149,456,4.11E-111,340,A3KQS4,reviewed,MINY1_DANRE,Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A),mindy1 fam63a si:ch211-210h11.5,Danio rerio (Zebrafish) (Brachydanio rerio),520,proteolysis [GO:0006508],GO:0004843; GO:0006508; GO:0036435; GO:1990380
g12005,80.48086137,2.871814427,1.07323074,2.675859273,0.007453794,0.025204911,54,223,255,15,0,243,32,41,45,10,0,14,sp,Q9W436,NEP_DROME,46.056,393,208,2,16,1185,458,849,1.11E-129,396,Q9W436,reviewed,NEP_DROME,Neprilysin-1 (EC 3.4.24.11),Nep1 CG5905,Drosophila melanogaster (Fruit fly),849,proteolysis [GO:0006508],GO:0004222; GO:0005886; GO:0006508; GO:0008237; GO:0016020; GO:0046872
g3583,91.40387763,-2.381620213,0.419668186,-5.675007762,1.39E-08,2.73E-07,42,12,44,26,7,28,198,205,79,149,227,243,sp,Q7L266,ASGL1_HUMAN,51.325,302,136,5,61,957,12,305,3.02E-83,257,Q7L266,reviewed,ASGL1_HUMAN,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain],ASRGL1 ALP CRASH,Homo sapiens (Human),308,asparagine catabolic process via L-aspartate [GO:0033345]; proteolysis [GO:0006508],GO:0001917; GO:0004067; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008798; GO:0033345
g9400,476.3248566,0.52788868,0.162803044,3.242498839,0.001184864,0.005491332,619,579,621,380,240,535,577,499,410,471,357,532,sp,O76031,CLPX_HUMAN,67.093,313,66,5,286,1158,103,400,6.87E-118,347,O76031,reviewed,CLPX_HUMAN,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",CLPX,Homo sapiens (Human),633,ATP metabolic process [GO:0046034]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603],GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006508; GO:0008270; GO:0009368; GO:0009841; GO:0016504; GO:0016887; GO:0042645; GO:0046034; GO:0046983; GO:0051082; GO:0051603; GO:0140662
g5241,1478.760558,3.184013533,1.112371427,2.862365444,0.004204918,0.015763637,565,1693,6375,11,86,5743,12,217,962,27,423,273,sp,Q95M12,LGMN_BOVIN,48.798,416,207,5,67,1305,17,429,1.12E-138,407,Q95M12,reviewed,LGMN_BOVIN,"Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)",LGMN PRSC1,Bos taurus (Bovine),433,antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; negative regulation of ERBB signaling pathway [GO:1901185]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; receptor catabolic process [GO:0032801]; renal system process [GO:0003014]; vacuolar protein processing [GO:0006624],GO:0003014; GO:0004197; GO:0005764; GO:0006508; GO:0006624; GO:0019886; GO:0032801; GO:0043202; GO:0051603; GO:1901185
g8177,3582.092509,0.889394593,0.247593589,3.59215518,0.000327954,0.001856412,4780,4250,6166,4374,1542,3804,4456,2418,3188,2221,3839,2207,sp,Q9DEX3,CATD_CLUHA,55.409,379,155,4,58,1164,21,395,3.58E-150,433,Q9DEX3,reviewed,CATD_CLUHA,Cathepsin D (EC 3.4.23.5),ctsd,Clupea harengus (Atlantic herring),396,proteolysis [GO:0006508],GO:0004190; GO:0005764; GO:0006508
g22714,1642.893735,2.412997591,0.934656405,2.581694812,0.009831648,0.031689902,444,1326,6938,73,94,6087,354,374,1189,87,641,885,sp,P07858,CATB_HUMAN,45.223,314,110,9,64,843,26,331,1.56E-70,224,P07858,reviewed,CATB_HUMAN,Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain],CTSB CPSB,Homo sapiens (Human),339,cellular response to thyroid hormone stimulus [GO:0097067]; collagen catabolic process [GO:0030574]; decidualization [GO:0046697]; epithelial cell differentiation [GO:0030855]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of apoptotic process [GO:0042981]; symbiont entry into host cell [GO:0046718]; thyroid hormone generation [GO:0006590],GO:0004197; GO:0005518; GO:0005576; GO:0005615; GO:0005764; GO:0006508; GO:0006590; GO:0008233; GO:0008234; GO:0009897; GO:0016324; GO:0030574; GO:0030855; GO:0036021; GO:0042470; GO:0042981; GO:0043394; GO:0046697; GO:0046718; GO:0048471; GO:0051603; GO:0062023; GO:0070062; GO:0097067; GO:1904090; GO:1904813
g23904,22775.51883,2.622483342,0.476023226,5.509149977,3.61E-08,6.35E-07,24509,10510,16432,43861,42231,38818,10359,8848,5671,4913,9534,6869,sp,Q3SYW2,CO2_BOVIN,27.284,777,430,31,673,2778,25,741,3.78E-60,223,Q3SYW2,reviewed,CO2_BOVIN,Complement C2 (EC 3.4.21.43) (C3/C5 convertase) [Cleaved into: Complement C2b fragment; Complement C2a fragment],C2,Bos taurus (Bovine),750,"complement activation [GO:0006956]; complement activation, classical pathway [GO:0006958]; innate immune response [GO:0045087]; proteolysis [GO:0006508]; response to bacterium [GO:0009617]",GO:0004252; GO:0005576; GO:0006508; GO:0006956; GO:0006958; GO:0009617; GO:0045087; GO:0046872
g6127,39.84522166,-2.276808205,0.881670039,-2.582381283,0.009812111,0.031643884,0,9,48,0,9,6,115,66,76,118,74,42,sp,P20825,POL2_DROME,33.846,260,164,3,958,1734,376,628,1.04E-36,150,P20825,reviewed,POL2_DROME,Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],pol,Drosophila melanogaster (Fruit fly),1059,DNA integration [GO:0015074]; proteolysis [GO:0006508],GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
g12155,7205.490786,4.400418879,1.149298663,3.828786215,0.000128777,0.000838699,391,6215,28873,46,192,37024,68,312,1565,210,1261,854,sp,P32822,TRYB_RAT,33.333,231,136,6,70,738,24,244,1.80E-26,106,P32822,reviewed,TRYB_RAT,Trypsin V-B (EC 3.4.21.4),,Rattus norvegicus (Rat),246,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005615; GO:0006508; GO:0007586; GO:0046872
g19768,223.9509691,0.807766032,0.247323204,3.266034152,0.001090651,0.005117779,359,233,225,327,131,213,410,184,162,147,191,143,sp,P87362,BLMH_CHICK,54.725,455,178,4,10,1308,6,454,3.13E-178,508,P87362,reviewed,BLMH_CHICK,Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40) (Aminopeptidase H),BLMH,Gallus gallus (Chicken),455,homocysteine catabolic process [GO:0043418]; proteolysis [GO:0006508]; response to toxic substance [GO:0009636],GO:0004177; GO:0004197; GO:0005737; GO:0006508; GO:0008234; GO:0009636; GO:0043418; GO:0070005
g24087,266.4495201,3.437277346,1.080943811,3.179885312,0.001473334,0.006578241,138,814,701,11,0,1014,14,51,89,9,50,89,sp,P12821,ACE_HUMAN,47.126,609,309,7,70,1875,638,1240,0,600,P12821,reviewed,ACE_HUMAN,"Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",ACE DCP DCP1,Homo sapiens (Human),1306,amyloid-beta metabolic process [GO:0050435]; angiogenesis involved in coronary vascular morphogenesis [GO:0060978]; angiotensin maturation [GO:0002003]; angiotensin-activated signaling pathway [GO:0038166]; animal organ regeneration [GO:0031100]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; arachidonic acid secretion [GO:0050482]; blood vessel diameter maintenance [GO:0097746]; blood vessel remodeling [GO:0001974]; bradykinin catabolic process [GO:0010815]; cell proliferation in bone marrow [GO:0071838]; cellular response to aldosterone [GO:1904045]; cellular response to glucose stimulus [GO:0071333]; eating behavior [GO:0042755]; embryo development ending in birth or egg hatching [GO:0009792]; female pregnancy [GO:0007565]; heart contraction [GO:0060047]; hematopoietic stem cell differentiation [GO:0060218]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; lung alveolus development [GO:0048286]; male gonad development [GO:0008584]; mononuclear cell proliferation [GO:0032943]; negative regulation of calcium ion import [GO:0090281]; negative regulation of gap junction assembly [GO:1903597]; negative regulation of gene expression [GO:0010629]; negative regulation of glucose import [GO:0046325]; neutrophil mediated immunity [GO:0002446]; peptide catabolic process [GO:0043171]; positive regulation of apoptotic process [GO:0043065]; positive regulation of neurogenesis [GO:0050769]; positive regulation of peptidyl-cysteine S-nitrosylation [GO:2000170]; positive regulation of systemic arterial blood pressure [GO:0003084]; positive regulation of vasoconstriction [GO:0045907]; post-transcriptional regulation of gene expression [GO:0010608]; proteolysis [GO:0006508]; regulation of angiotensin metabolic process [GO:0060177]; regulation of blood pressure [GO:0008217]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of hematopoietic stem cell proliferation [GO:1902033]; regulation of renal output by angiotensin [GO:0002019]; regulation of smooth muscle cell migration [GO:0014910]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; regulation of vasoconstriction [GO:0019229]; response to dexamethasone [GO:0071548]; response to hypoxia [GO:0001666]; response to laminar fluid shear stress [GO:0034616]; response to lipopolysaccharide [GO:0032496]; response to nutrient levels [GO:0031667]; response to thyroid hormone [GO:0097066]; response to xenobiotic stimulus [GO:0009410]; spermatogenesis [GO:0007283]; substance P catabolic process [GO:0010814]; vasoconstriction [GO:0042310],GO:0001666; GO:0001822; GO:0001974; GO:0002003; GO:0002019; GO:0002446; GO:0002474; GO:0003081; GO:0003084; GO:0003779; GO:0004175; GO:0004180; GO:0004222; GO:0005516; GO:0005576; GO:0005615; GO:0005764; GO:0005768; GO:0005886; GO:0006508; GO:0007283; GO:0007565; GO:0008217; GO:0008233; GO:0008237; GO:0008238; GO:0008240; GO:0008241; GO:0008270; GO:0008584; GO:0009410; GO:0009792; GO:0009897; GO:0009925; GO:0010608; GO:0010629; GO:0010814; GO:0010815; GO:0014910; GO:0019229; GO:0031100; GO:0031404; GO:0031434; GO:0031526; GO:0031667; GO:0031711; GO:0032496; GO:0032943; GO:0034616; GO:0038166; GO:0042310; GO:0042445; GO:0042447; GO:0042755; GO:0043065; GO:0043171; GO:0045907; GO:0046325; GO:0048167; GO:0048286; GO:0050435; GO:0050482; GO:0050769; GO:0051019; GO:0060047; GO:0060177; GO:0060218; GO:0060978; GO:0070062; GO:0070573; GO:0071333; GO:0071548; GO:0071838; GO:0086091; GO:0090281; GO:0097066; GO:0097225; GO:0097746; GO:1901363; GO:1902033; GO:1903597; GO:1904045; GO:2000170
g5949,665.3909613,2.359449398,0.878487527,2.685808648,0.007235451,0.024637394,236,480,3528,49,13,1897,293,222,198,275,152,434,sp,P15684,AMPN_RAT,42.484,805,430,15,4,2376,176,961,0,634,P15684,reviewed,AMPN_RAT,Aminopeptidase N (AP-N) (rAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Kidney Zn peptidase) (KZP) (Microsomal aminopeptidase) (CD antigen CD13),Anpep,Rattus norvegicus (Rat),965,angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; metanephric proximal tubule development [GO:0072237]; peptide catabolic process [GO:0043171]; protein processing [GO:0016485]; proteolysis [GO:0006508],GO:0001525; GO:0004177; GO:0005615; GO:0005737; GO:0005793; GO:0005886; GO:0006508; GO:0008270; GO:0009897; GO:0016485; GO:0030154; GO:0031526; GO:0042277; GO:0043171; GO:0070006; GO:0070062; GO:0072237
g4204,198.5555175,3.180851194,1.196056187,2.659449638,0.007826843,0.026191551,85,200,796,5,12,828,13,10,170,8,0,63,sp,Q9Y3Q0,NALD2_HUMAN,45,740,390,11,55,2238,6,740,0,660,Q9Y3Q0,reviewed,NALD2_HUMAN,N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II),NAALAD2,Homo sapiens (Human),740,proteolysis [GO:0006508],GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008236; GO:0008239; GO:0016020; GO:0016805; GO:0046872
g623,202.0852987,-2.746931398,0.758351695,-3.622239415,0.000292064,0.001685061,38,10,10,88,45,51,117,243,44,964,635,463,sp,O00602,FCN1_HUMAN,57.343,143,60,1,88,513,184,326,1.64E-51,170,O00602,reviewed,FCN1_HUMAN,Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin),FCN1 FCNM,Homo sapiens (Human),326,"cell surface pattern recognition receptor signaling pathway [GO:0002752]; complement activation, lectin pathway [GO:0001867]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of viral entry into host cell [GO:0046597]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of opsonization [GO:1903028]; protein localization to cell surface [GO:0034394]; proteolysis [GO:0006508]; recognition of apoptotic cell [GO:0043654]",GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0005886; GO:0006508; GO:0007186; GO:0009897; GO:0030246; GO:0032757; GO:0033691; GO:0034394; GO:0034774; GO:0038187; GO:0043654; GO:0046597; GO:0046872; GO:0062023; GO:0097367; GO:1903028; GO:1904813; GO:1905370
g19175,432.7627536,4.218553452,1.323321776,3.187851609,0.001433341,0.006437905,85,371,1095,0,41,2613,0,17,62,10,131,65,sp,P15088,CBPA3_HUMAN,39.516,124,61,3,1,351,297,413,2.48E-19,85.1,P15088,reviewed,CBPA3_HUMAN,Mast cell carboxypeptidase A (MC-CPA) (EC 3.4.17.1) (Carboxypeptidase A3),CPA3,Homo sapiens (Human),417,proteolysis [GO:0006508]; regulation of angiotensin levels in blood [GO:0002002],GO:0002002; GO:0004181; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0030133; GO:0030141; GO:0062023
g9657,1134.883493,1.805743508,0.571550433,3.159377376,0.001581066,0.006972996,1308,525,444,1395,2540,1360,588,580,387,468,1137,403,sp,A0A386CAB9,NLRP1_DANRE,23.743,358,208,12,544,1560,252,563,9.24E-11,69.7,A0A386CAB9,reviewed,NLRP1_DANRE,"NACHT, LRR and PYD domains-containing protein 1 homolog (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]",nlrp1 si:ch211-66k16.28,Danio rerio (Zebrafish) (Brachydanio rerio),1355,inflammatory response [GO:0006954]; innate immune response [GO:0045087]; pattern recognition receptor signaling pathway [GO:0002221]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interleukin-1 beta production [GO:0032731]; programmed cell death [GO:0012501]; proteolysis [GO:0006508]; regulation of apoptotic process [GO:0042981],GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
g18370,82.27979451,-2.061858143,0.48385891,-4.261279681,2.03E-05,0.000168499,45,28,25,61,7,6,178,150,122,152,233,119,sp,B5DEQ3,XPP3_RAT,55.23,239,105,1,40,756,268,504,3.43E-99,301,B5DEQ3,reviewed,XPP3_RAT,Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3),Xpnpep3,Rattus norvegicus (Rat),506,glomerular filtration [GO:0003094]; protein processing [GO:0016485]; proteolysis [GO:0006508],GO:0003094; GO:0004177; GO:0005737; GO:0005739; GO:0006508; GO:0016485; GO:0030145; GO:0042803; GO:0070006
g18371,82.5494687,-1.421889597,0.335952659,-4.232410603,2.31E-05,0.000188033,26,51,35,66,20,32,143,181,115,197,93,144,sp,Q9NQH7,XPP3_HUMAN,54.225,142,64,1,232,654,41,182,5.25E-49,171,Q9NQH7,reviewed,XPP3_HUMAN,Xaa-Pro aminopeptidase 3 (X-Pro aminopeptidase 3) (EC 3.4.11.9) (Aminopeptidase P3) (APP3),XPNPEP3,Homo sapiens (Human),507,glomerular filtration [GO:0003094]; protein processing [GO:0016485]; proteolysis [GO:0006508],GO:0003094; GO:0004177; GO:0005737; GO:0005739; GO:0005829; GO:0006508; GO:0016485; GO:0030145; GO:0042803; GO:0070006
g3861,12046.64949,4.90974438,1.137970961,4.314472466,1.60E-05,0.000137031,809,11392,51277,65,346,60116,73,608,2336,317,975,816,sp,P00767,CTRB_BOVIN,37.109,256,113,7,67,723,1,245,1.07E-43,150,P00767,reviewed,CTRB_BOVIN,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],,Bos taurus (Bovine),245,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508; GO:0007586
g18940,43.07194924,-4.553505461,1.039497585,-4.380486811,1.18E-05,0.00010632,7,4,10,0,0,0,198,3,103,66,29,224,sp,P04323,POL3_DROME,37.755,294,150,4,1,795,334,623,5.63E-59,209,P04323,reviewed,POL3_DROME,Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],pol,Drosophila melanogaster (Fruit fly),1058,DNA integration [GO:0015074]; proteolysis [GO:0006508],GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575
g22159,12573.87022,3.569465279,0.634866909,5.622383568,1.88E-08,3.57E-07,9537,4856,10730,15497,25305,36431,5790,3341,2823,855,524,1856,sp,Q99PW6,MMP24_RAT,35.095,473,239,16,148,1401,83,542,2.27E-77,257,Q99PW6,reviewed,MMP24_RAT,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],Mmp24 Mt5mmp,Rattus norvegicus (Rat),618,cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; collagen catabolic process [GO:0030574]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; extracellular matrix organization [GO:0030198]; glial cell differentiation [GO:0010001]; neuronal stem cell population maintenance [GO:0097150]; proteolysis [GO:0006508],GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008233; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0097150; GO:0098742
