gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
134	g12704	1646.52397411904	-2.74537789252597	0.383572083605847	-7.15739755280805	8.22229930244847e-13	3.59324887490799e-11	294	218	778	279	347	219	4297	3457	2623	3187	4673	2519	sp	Q9NYB5	SO1C1_HUMAN	29.128	642	428	10	172	2052	43	672	3.94e-84	283	Q9NYB5	reviewed	SO1C1_HUMAN	Solute carrier organic anion transporter family member 1C1 (Organic anion transporter 1C1) (OATP1C1) (Organic anion transporter F) (OATP-F) (Organic anion transporter polypeptide-related protein 5) (OAT-RP-5) (OATP-RP5) (Organic anion-transporting polypeptide 14) (OATP-14) (Solute carrier family 21 member 14) (Thyroxine transporter)	SLCO1C1 OATP14 OATP1C1 OATPF SLC21A14	Homo sapiens (Human)	712	GO:0005886; GO:0006811; GO:0008514; GO:0015125; GO:0015347; GO:0015349; GO:0015721; GO:0016323; GO:0043252; GO:0055085; GO:0070327; GO:0150104; GO:2000611
135	g6475	238.636291793364	-3.80439670247895	0.431047904489585	-8.82592552441204	1.08558254710842e-18	1.15674851408553e-16	35	53	58	4	17	19	1074	602	356	359	618	340	sp	Q2VLG6	C163A_CANLF	28.643	803	404	32	940	2976	21	778	4.98e-61	230	Q2VLG6	reviewed	C163A_CANLF	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	CD163 M130	Canis lupus familiaris (Dog) (Canis familiaris)	1133	GO:0005576; GO:0006953; GO:0009897
136	g6474	258.09458819924	-3.69510756192233	0.381339287192389	-9.68981609298001	3.33127972410664e-22	5.63770103897341e-20	52	84	54	12	11	20	1188	643	349	366	641	416	sp	Q9UGM3	DMBT1_HUMAN	28.715	498	294	18	28	1389	363	843	2.49e-33	139	Q9UGM3	reviewed	DMBT1_HUMAN	Scavenger receptor cysteine-rich domain-containing protein DMBT1 (Deleted in malignant brain tumors 1 protein) (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)	DMBT1 GP340	Homo sapiens (Human)	2413	GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0015031; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0070062
137	g6477	191.213533388535	-1.46259693780351	0.295615613806342	-4.94763087433418	7.51221940713828e-07	9.02407316673772e-06	72	136	67	134	59	53	471	326	250	373	375	264	sp	A7MB11	TGFA1_BOVIN	49.24	855	407	8	1	2502	2	850	0	865	A7MB11	reviewed	TGFA1_BOVIN	Transforming growth factor-beta receptor-associated protein 1 (TGF-beta receptor-associated protein 1) (TRAP-1) (TRAP1)	TGFBRAP1	Bos taurus (Bovine)	859	GO:0005737; GO:0005769; GO:0006886; GO:0006914; GO:0016020; GO:0034058
138	g6476	376.021237338373	-0.887193565285806	0.335849869055079	-2.64163737143012	0.00825063408402579	0.026630973365455	437	247	268	310	75	121	799	637	424	472	413	820	sp	P08836	FPPS_CHICK	56.598	341	148	0	256	1278	27	367	2.19e-146	424	P08836	reviewed	FPPS_CHICK	Farnesyl pyrophosphate synthase (FPP synthase) (FPS) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Geranyltranstransferase)	FDPS	Gallus gallus (Chicken)	367	GO:0004161; GO:0004337; GO:0005737; GO:0006695; GO:0033384; GO:0045337; GO:0046872
139	g6471	1119.35753440394	0.888425530393284	0.334078428689799	2.65933222290808	0.00782957152534784	0.025563469580207	1859	964	1414	533	663	2130	1290	1053	667	1024	878	858	sp	Q9Z2K9	IDHC_MICME	75.728	412	98	2	7	1239	4	414	0	667	Q9Z2K9	reviewed	IDHC_MICME	Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	IDH1 IDP2	Microtus mexicanus (Mexican vole)	414	GO:0000287; GO:0004450; GO:0005739; GO:0005777; GO:0005829; GO:0006097; GO:0006099; GO:0006102; GO:0006103; GO:0006739; GO:0051287
140	g6479	1738.63863490772	0.658430562210967	0.26568085179514	2.4782763144657	0.0132018861699133	0.0390090652285252	1698	1615	2661	1198	1170	2546	2682	1383	1337	1244	1652	1664	sp	Q15599	NHRF2_HUMAN	56.383	94	41	0	73	354	10	103	4.56e-27	114	Q15599	reviewed	NHRF2_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (NHERF-2) (NHE3 kinase A regulatory protein E3KARP) (SRY-interacting protein 1) (SIP-1) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2) (Tyrosine kinase activator protein 1) (TKA-1)	NHERF2 SLC9A3R2	Homo sapiens (Human)	337	GO:0005102; GO:0005634; GO:0005886; GO:0005925; GO:0008013; GO:0012505; GO:0016324; GO:0019902; GO:0031799; GO:0031800; GO:0042802; GO:0043495; GO:0045296; GO:0065003; GO:0070062; GO:0072659
141	g23453	741.526809019602	1.89906460342724	0.40686950913784	4.66750287445076	3.04882485736045e-06	3.14201878732872e-05	2581	803	810	504	587	1011	346	512	350	386	160	490	sp	Q9V477	TOLL8_DROME	31.915	188	96	6	2008	2526	1040	1210	6.6e-19	96.3	Q9V477	reviewed	TOLL8_DROME	Toll-like receptor Tollo (Toll-like receptor 8)	Tollo Tl-8 Toll-8 CG6890	Drosophila melanogaster (Fruit fly)	1346	GO:0003401; GO:0005886; GO:0007165; GO:0016324; GO:0045087; GO:0048018; GO:0048935; GO:0060026; GO:0060049; GO:0061809
142	g23452	299.263640189225	0.935133636321009	0.235523728173488	3.97044341804994	7.17389921765907e-05	0.000481664131836759	508	336	505	271	182	291	419	241	246	303	108	232	sp	P55143	GLRX_RICCO	45.833	96	52	0	67	354	7	102	2.23e-23	89.7	P55143	reviewed	GLRX_RICCO	Glutaredoxin		Ricinus communis (Castor bean)	102	GO:0005737
143	g23451	100.910556183594	1.89747341012187	0.296093294288667	6.40836333251095	1.47090045769849e-10	4.25304584602869e-09	122	209	183	98	89	125	99	34	64	34	50	40	sp	P32297	ACHA3_HUMAN	27.586	290	177	8	76	933	35	295	2.71e-28	119	P32297	reviewed	ACHA3_HUMAN	Neuronal acetylcholine receptor subunit alpha-3	CHRNA3 NACHRA3	Homo sapiens (Human)	505	GO:0005783; GO:0005794; GO:0005886; GO:0005892; GO:0006811; GO:0006940; GO:0007165; GO:0007171; GO:0007271; GO:0007399; GO:0007626; GO:0014056; GO:0014069; GO:0015276; GO:0015464; GO:0016020; GO:0016607; GO:0022848; GO:0030425; GO:0035094; GO:0035095; GO:0042166; GO:0042391; GO:0043005; GO:0043025; GO:0044853; GO:0045202; GO:0045211; GO:0048814; GO:0051899; GO:0060079; GO:0060084; GO:0095500; GO:1905144
144	g23454	172.663401232475	3.40976101686859	0.830903796811172	4.10367726077858	4.06634625034417e-05	0.000296674847732211	620	96	183	37	200	474	53	75	24	25	0	51	sp	P08953	TOLL_DROME	34.839	155	88	4	1939	2370	828	980	1.64e-18	95.1	P08953	reviewed	TOLL_DROME	Protein toll	Tl CG5490	Drosophila melanogaster (Fruit fly)	1097	GO:0002225; GO:0002229; GO:0002347; GO:0002804; GO:0004888; GO:0004896; GO:0005769; GO:0005886; GO:0007155; GO:0007416; GO:0007507; GO:0007526; GO:0008063; GO:0009597; GO:0009611; GO:0009897; GO:0009950; GO:0009986; GO:0016201; GO:0019955; GO:0030308; GO:0032154; GO:0035208; GO:0035212; GO:0038023; GO:0040015; GO:0042802; GO:0045087; GO:0045944; GO:0046627; GO:0046790; GO:0050830; GO:0061760; GO:0061809; GO:0070976; GO:1902875
145	g17428	8544.20849692968	-0.756900087477544	0.290351065143065	-2.60684453526836	0.00913808394436804	0.0289934355536361	5733	3554	4508	7837	5638	4325	19878	12820	12351	13526	9224	10524	sp	Q08DM7	SEPT3_BOVIN	68.151	292	91	1	304	1179	40	329	3.42e-149	430	Q08DM7	reviewed	SEPT3_BOVIN	Neuronal-specific septin-3	SEPTIN3 SEPT3	Bos taurus (Bovine)	357	GO:0003924; GO:0005525; GO:0005940; GO:0008104; GO:0015630; GO:0031105; GO:0032153; GO:0060090; GO:0061640; GO:0098793; GO:0099569
146	g22507	2065.73988572411	4.03608823115412	1.10039888349582	3.66784108171029	0.000244607131399598	0.00138986448394334	931	7354	6589	10	62	6594	15	572	823	36	142	222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
147	g22509	833.334791155569	4.40992954440438	1.24491242042007	3.54236127141887	0.000396561951384793	0.00210241167223719	1283	6225	870	10	4	942	2	504	123	8	0	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	g17399	54.9120198929467	-1.61672148438741	0.525189291058993	-3.07835957798653	0.00208143598214742	0.00858331292972496	45	30	72	11	0	19	218	117	72	105	55	54	sp	Q5XGG5	CCNF_XENTR	40.65	615	337	10	52	1866	30	626	2e-130	410	Q5XGG5	reviewed	CCNF_XENTR	Cyclin-F	ccnf	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	763	GO:0005634; GO:0005814; GO:0010826; GO:0016567; GO:0019005; GO:0031146; GO:0048471; GO:0051301
149	g17398	1319.08950271708	-0.847225141127543	0.242559994628002	-3.49284778978856	0.00047789882631024	0.00246012798411938	841	723	927	1169	499	607	2448	1449	1345	2915	2823	1446	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	g17397	1700.993596005	1.08091826098294	0.256987104748274	4.20611867681738	2.59793846319938e-05	0.000203566108723321	2443	1165	1794	2548	1709	1863	1859	1426	978	1649	1021	990	sp	B6RSP1	PKHA7_DANRE	30.172	116	69	4	34	381	152	255	1.02e-06	55.1	B6RSP1	reviewed	PKHA7_DANRE	Pleckstrin homology domain-containing family A member 7 (PH domain-containing family A member 7) (Heart adapter protein 1)	plekha7 hadp1	Danio rerio (Zebrafish) (Brachydanio rerio)	1197	GO:0005737; GO:0005813; GO:0005915; GO:0008016; GO:0045218; GO:0055007; GO:0070097; GO:0090136
151	g17395	73.4427621432281	2.17593033643209	0.897814357598777	2.42358603202967	0.0153681126650264	0.0440818146932014	101	164	88	14	16	238	20	56	97	33	0	14	sp	Q08790	BLC_VIBCH	31.293	147	77	6	61	474	22	153	4.24e-08	53.9	Q08790	reviewed	BLC_VIBCH	Outer membrane lipoprotein Blc (Protein Vlp)	blc vlp vlpA VC_A0317	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	171	GO:0006950; GO:0008289; GO:0009279
152	g17394	809.516994126648	3.63242956060471	0.804221803708248	4.5167011685777	6.28104458616413e-06	5.90541348836412e-05	2681	649	3072	65	252	1681	896	51	136	28	15	132	sp	P51910	APOD_MOUSE	36.735	98	54	5	70	360	31	121	1.28e-10	61.6	P51910	reviewed	APOD_MOUSE	Apolipoprotein D (Apo-D) (ApoD)	Apod	Mus musculus (Mouse)	189	GO:0000302; GO:0005615; GO:0005737; GO:0005783; GO:0006006; GO:0006629; GO:0006869; GO:0007420; GO:0010642; GO:0014012; GO:0015485; GO:0022626; GO:0030425; GO:0042246; GO:0042308; GO:0043025; GO:0048471; GO:0048662; GO:0048678; GO:0051895; GO:0060588; GO:0071638; GO:1900016; GO:2000098; GO:2000405
153	g8407	454.098937769306	-1.44339725623085	0.375404262719957	-3.84491440180473	0.000120594527258304	0.000760300485585404	103	465	326	163	80	195	1060	599	1021	697	542	903	sp	Q9ASR4	BCAL2_ARATH	23.81	231	144	6	148	834	7	207	5.33e-07	54.7	Q9ASR4	reviewed	BCAL2_ARATH	Branched-chain-amino-acid aminotransferase-like protein 2	At5g27410 F21A20_120	Arabidopsis thaliana (Mouse-ear cress)	559	GO:0003824; GO:0046394
154	g8404	160.739226434088	-0.949695274050931	0.368180859087043	-2.57942598212693	0.00989646645790936	0.0308641018963742	134	100	123	167	28	42	340	194	255	336	257	176	sp	Q8WND5	ELP1_RABIT	43.523	1374	663	24	1	3906	1	1333	0	1030	Q8WND5	reviewed	ELP1_RABIT	Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein)	ELP1 IKAP IKBKAP	Oryctolagus cuniculus (Rabbit)	1333	GO:0000049; GO:0002926; GO:0005634; GO:0005737; GO:0005829; GO:0033588
155	g8400	485.049242372159	-1.07559473297739	0.352914645729954	-3.04774751059899	0.00230563563554034	0.00935367387560456	445	538	472	137	100	160	1133	553	488	853	958	730	sp	O36032	GLRX1_SCHPO	43.373	83	47	0	1	249	1	83	7.62e-20	80.1	O36032	reviewed	GLRX1_SCHPO	Glutaredoxin-1	grx1 SPAC4F10.20	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	101	GO:0004602; GO:0005634; GO:0005737; GO:0005829; GO:0015038; GO:0034599
156	g8401	930.026523591422	1.12337986260318	0.389505893704406	2.88411518480311	0.00392515154626662	0.0145305524322656	1841	629	813	1332	923	797	1715	621	858	501	319	612	sp	C0HBB2	GLMP_SALSA	31.888	392	240	11	76	1215	30	406	9.61e-62	207	C0HBB2	reviewed	GLMP_SALSA	Glycosylated lysosomal membrane protein (Lysosomal protein NCU-G1)	glmp	Salmo salar (Atlantic salmon)	406	GO:0005764; GO:0005765; GO:0016020; GO:0050821; GO:0061462
157	g20835	721.40675620541	1.38494014349453	0.27322073499799	5.06894230961176	4.00032445456426e-07	5.16868268972218e-06	1063	788	617	911	1021	645	701	341	397	481	527	433	sp	Q8VEL2	MTMRE_MOUSE	45.666	646	282	16	37	1863	28	641	6.26e-159	474	Q8VEL2	reviewed	MTMRE_MOUSE	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR14 (EC 3.1.3.95) (Myotubularin-related protein 14) (Phosphatidylinositol-3-phosphate phosphatase) (mJumpy)	Mtmr14	Mus musculus (Mouse)	648	GO:0001726; GO:0004438; GO:0048471; GO:0052629
158	g20836	92.9123699591092	1.73302295942579	0.507882385012295	3.41225254225707	0.000644283939781367	0.00316945835523111	115	256	106	63	125	52	91	22	30	69	86	28	sp	O75648	MTU1_HUMAN	54.293	396	168	3	13	1161	4	399	1.22e-153	443	O75648	reviewed	MTU1_HUMAN	Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (MTO2 homolog)	TRMU MTU1 TRMT1	Homo sapiens (Human)	421	GO:0000049; GO:0002143; GO:0005524; GO:0005739; GO:0061708
159	g20837	2441.09059748341	1.61189129469483	0.285902719065023	5.63790124125487	1.72135175027992e-08	3.1476667281072e-07	3918	2366	2163	2708	2880	4101	1823	1264	1733	1177	1154	1359	sp	P09215	KPCD_RAT	52.525	693	295	7	7	2061	4	670	0	683	P09215	reviewed	KPCD_RAT	Protein kinase C delta type (EC 2.7.11.13) (nPKC-delta) [Cleaved into: Protein kinase C delta type regulatory subunit; Protein kinase C delta type catalytic subunit (Sphingosine-dependent protein kinase-1) (SDK1)]	Prkcd Pkcd	Rattus norvegicus (Rat)	673	GO:0001666; GO:0004672; GO:0004674; GO:0004697; GO:0004699; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005783; GO:0005829; GO:0005886; GO:0005911; GO:0006915; GO:0006974; GO:0006979; GO:0008047; GO:0009410; GO:0009612; GO:0009749; GO:0014070; GO:0016020; GO:0016064; GO:0016363; GO:0018105; GO:0019899; GO:0019901; GO:0023021; GO:0030837; GO:0032869; GO:0032930; GO:0032956; GO:0032963; GO:0034351; GO:0034599; GO:0034644; GO:0035307; GO:0035556; GO:0036019; GO:0042100; GO:0042119; GO:0042149; GO:0042307; GO:0042325; GO:0042542; GO:0042742; GO:0043065; GO:0043200; GO:0043410; GO:0043560; GO:0043687; GO:0045471; GO:0046326; GO:0046627; GO:0046872; GO:0048471; GO:0050732; GO:0051490; GO:0060326; GO:0070301; GO:0070779; GO:0070976; GO:0071447; GO:0090331; GO:0090398; GO:0099524; GO:0106310; GO:1904385; GO:2000303; GO:2000304; GO:2000753; GO:2000755; GO:2001235
160	g20833	428.202778757995	0.871662121869112	0.349216104604229	2.49605361945428	0.0125583616886901	0.0375237424515645	598	578	709	204	189	681	377	261	338	387	295	531	sp	Q4G017	NISCH_RAT	45.103	439	214	5	91	1332	30	466	3.08e-102	359	Q4G017	reviewed	NISCH_RAT	Nischarin (Imidazoline receptor 1) (I-1) (IR1) (Imidazoline-1 receptor) (I1R)	Nisch	Rattus norvegicus (Rat)	1502	GO:0005178; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0006006; GO:0006915; GO:0008217; GO:0016601; GO:0030036; GO:0030336; GO:0032228; GO:0035091; GO:0036158; GO:0042802; GO:0043014; GO:0045504; GO:0048243; GO:0055037
161	g20839	144.529439128512	-1.69584647826289	0.354552690453277	-4.78305911624824	1.72647322724636e-06	1.89221465706201e-05	51	68	82	75	41	32	325	244	220	259	419	128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	g24102	1923.38007892292	1.3279575667516	0.334444398510455	3.97063778812275	7.16804860461306e-05	0.000481645990707788	2672	1631	1621	2950	2509	1947	1679	1388	1703	1147	829	1040	sp	Q64620	PPP6_RAT	89.542	306	31	1	1	918	1	305	0	587	Q64620	reviewed	PPP6_RAT	Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) (Protein phosphatase V) (PP-V)	Ppp6c Ppv	Rattus norvegicus (Rat)	305	GO:0000082; GO:0004722; GO:0005737; GO:0005739; GO:0005829; GO:0017018; GO:0045087; GO:0046872; GO:0160049
163	g24108	57.2463128411579	0.927059834712949	0.336534495379879	2.75472454515097	0.00587415667985473	0.0202362774048017	104	39	80	42	54	63	82	31	45	53	49	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
164	g24109	102.162982420435	0.9991293787748	0.392671096787884	2.54444339537044	0.0109452049884001	0.033517141832493	230	75	88	121	98	82	141	67	52	70	45	134	sp	Q9Z136	TSC1_RAT	36.76	321	194	4	4	957	656	970	1.93e-42	167	Q9Z136	reviewed	TSC1_RAT	Hamartin (Tuberous sclerosis 1 protein homolog)	Tsc1	Rattus norvegicus (Rat)	1163	GO:0000054; GO:0001822; GO:0001843; GO:0001952; GO:0002250; GO:0005634; GO:0005737; GO:0005765; GO:0005829; GO:0005884; GO:0005938; GO:0006417; GO:0006813; GO:0007160; GO:0007399; GO:0008283; GO:0008285; GO:0008306; GO:0008344; GO:0009267; GO:0010977; GO:0014069; GO:0016020; GO:0016239; GO:0016242; GO:0017148; GO:0021766; GO:0021987; GO:0030027; GO:0030030; GO:0030426; GO:0030544; GO:0031667; GO:0032007; GO:0032868; GO:0032991; GO:0033596; GO:0036294; GO:0042030; GO:0042552; GO:0042995; GO:0043379; GO:0044183; GO:0045792; GO:0046323; GO:0048471; GO:0050808; GO:0050821; GO:0051087; GO:0051492; GO:0051496; GO:0051726; GO:0051879; GO:0051893; GO:0051894; GO:0055007; GO:0101031; GO:1900408; GO:1901652; GO:1904262
165	g2169	25.3589976569859	4.88109698347652	1.52783012658522	3.1947903752795	0.00139932438185628	0.00615104086569979	49	156	6	8	0	47	8	29	0	0	0	0	sp	Q91XQ5	CHSTF_MOUSE	32.292	384	166	9	1492	2373	182	561	4.5e-55	202	Q91XQ5	reviewed	CHSTF_MOUSE	Carbohydrate sulfotransferase 15 (EC 2.8.2.33) (B-cell RAG-associated gene protein) (N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase) (GalNAc4S-6ST)	Chst15 Brag Galnac4s6st Kiaa0598	Mus musculus (Mouse)	561	GO:0000139; GO:0019319; GO:0050656; GO:0050659
166	g2163	13.6556119043311	-2.77025017717593	1.02197057324809	-2.7106946615609	0.0067142424062353	0.0225576590923382	0	11	7	0	0	4	33	37	16	37	44	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
167	g2162	299.157689772999	1.22515866423931	0.372310595793385	3.29068975764315	0.000999420698392662	0.00461406795818511	578	320	191	476	302	246	194	120	317	204	209	213	sp	Q6GR45	IF6_XENLA	82.787	244	42	0	1	732	1	244	1.54e-155	434	Q6GR45	reviewed	IF6_XENLA	Eukaryotic translation initiation factor 6 (eIF-6)	eif6	Xenopus laevis (African clawed frog)	245	GO:0003743; GO:0005730; GO:0005737; GO:0042256; GO:0042273; GO:0043023
168	g2164	873.240440923407	0.688556385039303	0.257905956745734	2.66979636192792	0.00758972616055598	0.0249217905618256	1185	1519	1027	578	681	645	1271	753	475	1060	648	790	sp	Q1H9T6	TZAP_MOUSE	25.338	296	177	5	1321	2121	286	566	1e-22	107	Q1H9T6	reviewed	TZAP_MOUSE	Telomere zinc finger-associated protein (TZAP) (Krueppel-related zinc finger protein 3 homolog) (Zinc finger and BTB domain-containing protein 48)	Zbtb48 Hkr3 Tzap	Mus musculus (Mouse)	681	GO:0000781; GO:0000976; GO:0000981; GO:0003691; GO:0005634; GO:0006357; GO:0010833; GO:0042802; GO:0043565; GO:0045893; GO:0046872
169	g3692	1728.22440921374	-0.483319609591803	0.17589836695318	-2.74772084564293	0.00600110787258473	0.0206151490739418	1407	2094	1347	945	685	1152	3151	2578	2344	2218	2283	2101	sp	B2RY56	RBM25_MOUSE	47.222	216	79	5	1939	2490	626	838	2.96e-44	176	B2RY56	reviewed	RBM25_MOUSE	RNA-binding protein 25 (RNA-binding motif protein 25)	Rbm25	Mus musculus (Mouse)	838	GO:0000381; GO:0003729; GO:0005737; GO:0006397; GO:0006915; GO:0008380; GO:0016607; GO:0042981
170	g3690	200.609833850306	-1.0334626797651	0.271229701892929	-3.81028579301049	0.00013880623663567	0.000857271290448996	146	143	172	84	67	88	469	273	260	443	158	402	sp	Q05481	ZNF91_HUMAN	31.781	966	573	14	634	3507	267	1154	3.64e-145	476	Q05481	reviewed	ZNF91_HUMAN	Zinc finger protein 91 (Zinc finger protein HPF7) (Zinc finger protein HTF10)	ZNF91	Homo sapiens (Human)	1191	GO:0000978; GO:0001227; GO:0001228; GO:0003700; GO:0005634; GO:0006357; GO:0008270; GO:0010526
171	g3696	110.03079029061	4.03744373580288	1.32658999679634	3.04347518491256	0.00233862727948873	0.00946527176987911	129	453	212	0	0	369	13	24	19	4	0	29	sp	O75899	GABR2_HUMAN	40.712	393	225	4	1240	2415	435	820	8.44e-72	257	O75899	reviewed	GABR2_HUMAN	Gamma-aminobutyric acid type B receptor subunit 2 (GABA-B receptor 2) (GABA-B-R2) (GABA-BR2) (GABABR2) (Gb2) (G-protein coupled receptor 51) (HG20)	GABBR2 GPR51 GPRC3B	Homo sapiens (Human)	941	GO:0004888; GO:0004965; GO:0005737; GO:0005886; GO:0007186; GO:0007193; GO:0007194; GO:0007214; GO:0007268; GO:0038039; GO:0043005; GO:0045211; GO:0046982; GO:0051932; GO:0150099; GO:1902710; GO:1902712
172	g3695	19.7099975776053	5.52706685608485	1.78522490608725	3.09600590784875	0.00196146453389862	0.00818043024502487	10	73	33	0	0	86	11	8	0	0	0	0	sp	Q9WV18	GABR1_MOUSE	43.243	74	41	1	364	582	163	236	1.16e-13	72.4	Q9WV18	reviewed	GABR1_MOUSE	Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1)	Gabbr1	Mus musculus (Mouse)	960	GO:0001649; GO:0004965; GO:0005615; GO:0005737; GO:0005789; GO:0005886; GO:0007193; GO:0007214; GO:0008021; GO:0008285; GO:0014048; GO:0014049; GO:0014053; GO:0016020; GO:0030673; GO:0031966; GO:0032811; GO:0033602; GO:0035094; GO:0038037; GO:0038039; GO:0042734; GO:0043025; GO:0043197; GO:0043198; GO:0045211; GO:0045471; GO:0046982; GO:0050805; GO:0051932; GO:0060124; GO:0097060; GO:0098685; GO:0098793; GO:0098978; GO:0098982; GO:0099579; GO:0150047; GO:0150099; GO:1902710; GO:1902712; GO:1990430
173	g4645	104.651499325615	2.72327001648626	1.11690948134415	2.4382190875566	0.0147598254613567	0.0427777211406884	134	308	261	11	0	297	130	19	44	9	0	43	sp	Q6DFF9	MABP1_XENLA	55.541	758	321	6	67	2292	15	772	0	888	Q6DFF9	reviewed	MABP1_XENLA	Mitogen-activated protein kinase-binding protein 1	mapkbp1	Xenopus laevis (African clawed frog)	1580	GO:0005737; GO:0043124; GO:0046330
174	g4640	381.207638658804	-2.0701264175334	0.211921952450385	-9.76834345662259	1.5394855100468e-22	2.82708498664127e-20	167	121	168	89	96	114	1038	588	824	673	582	803	sp	Q7M456	RNOY_CRAGI	35.025	197	117	3	133	720	2	188	4.15e-39	139	Q7M456	reviewed	RNOY_MAGGI	Ribonuclease Oy (RNase Oy) (EC 3.1.27.-)		Magallana gigas (Pacific oyster) (Crassostrea gigas)	213	GO:0003723; GO:0005576; GO:0006401; GO:0033897
175	g5594	8.79940632726524	-5.78335202391786	1.89834708011306	-3.04651983006891	0.00231507208021161	0.0093875438685959	0	0	0	0	0	0	46	46	32	0	10	0	sp	Q5Y4N8	AGRE1_RAT	27.437	277	182	7	1786	2601	647	909	3.98e-13	77.4	Q5Y4N8	reviewed	AGRE1_RAT	Adhesion G protein-coupled receptor E2 (EGF-like module receptor 1) (EGF-like module-containing mucin-like hormone receptor-like 1) (EMR1 hormone receptor)	Adgre1 Emr1	Rattus norvegicus (Rat)	932	GO:0002250; GO:0004930; GO:0005509; GO:0005886; GO:0007166; GO:0007189; GO:0009897; GO:0071356; GO:0071560; GO:0071944
176	g5593	16103.4569332002	1.04142968887239	0.201545397383168	5.16722139227262	2.37599761294369e-07	3.27330173939617e-06	18805	19309	14643	18062	17363	18923	15989	12198	12036	12260	10187	12875	sp	Q4R8Z2	RL13A_MACFA	62.755	196	73	0	34	621	5	200	6.58e-90	265	Q4R8Z2	reviewed	RL13A_MACFA	Large ribosomal subunit protein uL13 (60S ribosomal protein L13a)	RPL13A QtsA-11103	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	203	GO:0003729; GO:0003735; GO:0006412; GO:0017148; GO:0022625; GO:0097452; GO:1901194
177	g5592	1219.79466921682	0.580748823224044	0.190231809165084	3.05284813182883	0.00226680626739268	0.00921998345611037	1258	1414	1381	1459	886	1056	1812	1038	878	1679	764	1134	sp	Q9H1K1	ISCU_HUMAN	80.916	131	25	0	82	474	35	165	4.45e-78	232	Q9H1K1	reviewed	ISCU_HUMAN	Iron-sulfur cluster assembly enzyme ISCU (NifU-like N-terminal domain-containing protein) (NifU-like protein)	ISCU NIFUN	Homo sapiens (Human)	167	GO:0005506; GO:0005634; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006879; GO:0008198; GO:0008270; GO:0016226; GO:0042803; GO:0044571; GO:0044572; GO:0051537; GO:0060090; GO:0099128; GO:1902958; GO:1904234; GO:1904439; GO:1990229
