gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
1687	g22341	265.940870273834	1.92879785206334	0.431052546268306	4.47462349720762	7.6546073937174e-06	6.86751463231368e-05	110	57	101	109	213	193	183	233	258	299	211	464	291	305	109	192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	g22342	12677.1686759762	1.63313093118105	0.421643014260087	3.87325504265006	0.000107391340836841	0.000678044278850835	3866	7875	8717	7346	11637	8921	8402	9955	18199	24523	5176	11617	15781	8169	3001	19169	sp	Q9DDT2	BCAP_CHICK	26.543	486	293	17	673	1989	183	651	2.47e-26	119	Q9DDT2	reviewed	BCAP_CHICK	Phosphoinositide 3-kinase adapter protein 1 (B-cell adapter for phosphoinositide 3-kinase) (B-cell phosphoinositide 3-kinase adapter protein 1)	PIK3AP1 BCAP	Gallus gallus (Chicken)	800	GO:0005102; GO:0005829; GO:0005886; GO:0016020; GO:0031929; GO:0032869; GO:0034134; GO:0034142; GO:0034154; GO:0034162; GO:0036312; GO:0042325; GO:0043549; GO:0050727; GO:0051897
1689	g22348	5481.69920602174	0.665032812665696	0.203832646750216	3.26264130534817	0.00110379129622768	0.00482864811255256	5851	4891	4884	4795	8087	5691	4951	6308	5103	5431	5493	6134	6471	1619	8524	3157	sp	Q920Q6	MSI2H_MOUSE	40.957	188	93	5	118	660	7	183	1.6e-35	136	Q920Q6	reviewed	MSI2H_MOUSE	RNA-binding protein Musashi homolog 2 (Musashi-2)	Msi2 Msi2h	Mus musculus (Mouse)	346	GO:0003727; GO:0003729; GO:0005737; GO:0005829; GO:0006417; GO:0007417; GO:0008266; GO:0042802; GO:0043231; GO:0048864
1690	g21928	4.86218420762124	-1.89243516507486	0.64971761133971	-2.91270412259978	0.00358313930460098	0.0129700213512596	5	6	11	20	8	16	7	7	1	2	0	3	4	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	g10130	113.260591053839	3.62137448935582	1.08927460826342	3.32457441115718	0.000885535988838324	0.00401241565577873	11895	0	0	14	35	8	17	19	94	695	40	396	12102	33	18	0	sp	Q6JEL2	KLH10_HUMAN	48.873	577	267	4	37	1701	16	586	0	548	Q6JEL2	reviewed	KLH10_HUMAN	Kelch-like protein 10	KLHL10	Homo sapiens (Human)	608	GO:0000902; GO:0005737; GO:0007286; GO:0008584; GO:0009566; GO:0016567; GO:0048808; GO:0048873
1692	g10131	162.921361877612	3.74648551101899	0.930935767458134	4.02442965667604	5.71135619238328e-05	0.000394489190088683	20040	2	0	26	37	16	24	22	36	1096	62	577	22364	37	23	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	g10136	83.8971926220629	2.19923791981865	0.755332203016651	2.91161678402605	0.00359563467336719	0.0130054727470007	1727	53	22	22	19	45	71	20	29	68	107	945	1928	0	66	13	sp	Q9D9X6	ZSWM2_MOUSE	41.834	447	221	8	22	1323	12	432	9.54e-117	370	Q9D9X6	reviewed	ZSWM2_MOUSE	E3 ubiquitin-protein ligase Zswim2 (EC 2.3.2.27) (MEKK1-related protein X) (MEX) (RING-type E3 ubiquitin transferase Zswim2) (ZZ-type zinc finger-containing protein 2) (Zinc finger SWIM domain-containing protein 2)	Zswim2	Mus musculus (Mouse)	631	GO:0000209; GO:0004842; GO:0006915; GO:0008270; GO:0061630; GO:1902043
1694	g10137	1993.81402620626	-0.901985045028193	0.224429447702267	-4.01901378924563	5.84422508960506e-05	0.000403088261284114	2805	3721	3885	2813	3379	3288	4069	4137	2041	783	872	1948	1727	149	768	1296	sp	Q6DFV3	RHG21_MOUSE	43.622	392	202	9	2887	4014	947	1335	6.71e-87	320	Q6DFV3	reviewed	RHG21_MOUSE	Rho GTPase-activating protein 21 (Rho GTPase-activating protein 10) (Rho-type GTPase-activating protein 21)	Arhgap21 Arhgap10 Kiaa1424	Mus musculus (Mouse)	1945	GO:0000139; GO:0005096; GO:0005856; GO:0005886; GO:0007165; GO:0030100; GO:0030659; GO:0051645; GO:0070161
1695	g3656	90.5661050124554	2.62015642724886	0.48745762228513	5.37514710502618	7.65201826461271e-08	1.13524588383395e-06	52	29	19	7	15	62	53	41	44	98	183	280	332	8	112	79	sp	Q9UJQ1	LAMP5_HUMAN	28.807	243	158	9	520	1224	44	279	8.37e-19	89.4	Q9UJQ1	reviewed	LAMP5_HUMAN	Lysosome-associated membrane glycoprotein 5 (Brain and dendritic cell-associated LAMP) (Brain-associated LAMP-like protein) (BAD-LAMP) (Lysosome-associated membrane protein 5) (LAMP-5)	LAMP5 C20orf103	Homo sapiens (Human)	280	GO:0005765; GO:0005886; GO:0010008; GO:0030659; GO:0030672; GO:0031901; GO:0031902; GO:0032584; GO:0032590; GO:0033116; GO:0055038; GO:0072594
1696	g23437	202.279878355656	-0.775106502184176	0.3070406889989	-2.52444229691966	0.0115882027525812	0.0347483681729145	503	248	249	263	385	370	433	272	112	44	131	221	144	20	250	92	sp	Q5ZLV2	PPIL3_CHICK	79.375	160	33	0	1	480	1	160	2.29e-94	273	Q5ZLV2	reviewed	PPIL3_CHICK	Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3)	PPIL3 RCJMB04_4l15	Gallus gallus (Chicken)	161	GO:0003755; GO:0006457; GO:0071013
1697	g4606	9576.69701090812	2.6377245976857	0.544937419387	4.84041745683912	1.29566664934055e-06	1.41604158151822e-05	1712	3432	4579	2126	3481	4037	3618	6336	4347	7689	4085	9602	7755	13951	2981	21414	sp	O54910	IKBE_MOUSE	33.607	366	206	6	82	1152	6	343	5.48e-44	160	O54910	reviewed	IKBE_MOUSE	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	Nfkbie Ikbe	Mus musculus (Mouse)	364	GO:0005737; GO:0042942; GO:0048471
1698	g21100	226.781210351153	-0.952796918035354	0.299310417042873	-3.18330690742005	0.00145603191809531	0.00609719586753316	406	380	326	181	520	422	506	531	68	52	119	295	244	41	189	52	sp	Q9WUE4	NPRL2_MOUSE	57.258	372	151	4	46	1158	16	380	9.68e-143	413	Q9WUE4	reviewed	NPRL2_MOUSE	GATOR1 complex protein NPRL2 (Gene 21 protein) (G21 protein) (Nitrogen permease regulator 2-like protein) (NPR2-like protein)	Nprl2	Mus musculus (Mouse)	380	GO:0005096; GO:0005765; GO:0005774; GO:0010508; GO:0034198; GO:1904262; GO:1990130
1699	g2181	339.449738439392	0.70619510125033	0.261162800722994	2.70404169083546	0.00685016939032905	0.0225031920760093	308	284	333	418	294	341	369	396	351	585	145	725	436	77	232	273	sp	Q5R881	RSPRY_PONAB	62.26	469	177	0	397	1803	100	568	0	590	Q5R881	reviewed	RSPRY_PONAB	RING finger and SPRY domain-containing protein 1	RSPRY1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	576	GO:0004842; GO:0005576; GO:0005737; GO:0046872; GO:0051603
1700	g21109	311.929618423636	1.75632866365239	0.444676283445634	3.94967919144066	7.82560076964951e-05	0.000518752475115803	330	126	72	173	195	190	196	236	426	302	148	348	325	66	1362	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	g3857	218.030595447232	-1.70865223557821	0.310804227295211	-5.49751929196021	3.85171188082529e-08	6.05489107665735e-07	257	483	536	465	506	410	467	459	99	56	62	121	86	9	213	49	sp	A4IF87	GNPAT_BOVIN	37.964	619	376	6	16	1866	33	645	5.3e-147	446	A4IF87	reviewed	GNPAT_BOVIN	Dihydroxyacetone phosphate acyltransferase (EC 2.3.1.42) (Glycerone-phosphate O-acyltransferase)	GNPAT	Bos taurus (Bovine)	680	GO:0004366; GO:0005778; GO:0006631; GO:0006650; GO:0008611; GO:0008654; GO:0016287; GO:0019432; GO:0031966
1702	g8752	771.991142626847	-2.27066112452661	0.261994485404455	-8.66682793350124	4.44325673402267e-18	3.49239979294182e-16	1081	1841	2013	1286	1758	1887	1881	2151	191	185	260	502	182	31	127	299	sp	Q08DH5	R7BP_BOVIN	27.451	255	140	8	1	732	1	221	2.22e-14	74.7	Q08DH5	reviewed	R7BP_BOVIN	Regulator of G-protein signaling 7-binding protein (R7 family-binding protein)	RGS7BP R7BP	Bos taurus (Bovine)	257	GO:0005634; GO:0005737; GO:0007186; GO:0009968; GO:0042734; GO:0043005; GO:0060078; GO:0098794; GO:0098839; GO:0098978
1703	g8750	2097.90134761558	-1.19496102691565	0.259350175563458	-4.6075196375692	4.07500729356023e-06	3.92951504517223e-05	1730	4090	5669	3960	3379	4721	3278	4588	1361	742	814	1121	1165	209	1828	999	sp	Q0V8R6	HEXA_BOVIN	51.569	510	229	11	145	1647	24	524	1.26e-179	520	Q0V8R6	reviewed	HEXA_BOVIN	Beta-hexosaminidase subunit alpha (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit alpha) (Hexosaminidase subunit A) (N-acetyl-beta-glucosaminidase subunit alpha)	HEXA	Bos taurus (Bovine)	529	GO:0004563; GO:0005764; GO:0005975; GO:0006689; GO:0016020; GO:0030203; GO:0102148
1704	g3582	21.5588556144149	3.67908755419798	1.22761579054789	2.99693730116977	0.00272706795112523	0.0103071928429477	2072	0	0	0	3	0	10	10	8	157	7	61	2938	4	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1705	g3583	354.982832924407	-1.12946188700149	0.454720220463338	-2.48386114400327	0.0129966475056998	0.038117033356269	837	969	603	504	466	487	508	903	568	42	64	364	212	22	1790	50	sp	Q7L266	ASGL1_HUMAN	51.325	302	136	5	61	957	12	305	3.02e-83	257	Q7L266	reviewed	ASGL1_HUMAN	Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain]	ASRGL1 ALP CRASH	Homo sapiens (Human)	308	GO:0001917; GO:0004067; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008798; GO:0033345
1706	g3587	5950.23234692359	5.56890428868457	0.687459506471123	8.1007015486206	5.46431537389975e-16	3.21793031055619e-14	274	95	272	169	887	459	276	196	17348	26799	811	4125	1872	4942	1520	4061	sp	Q2KII1	ATF3_BOVIN	39.437	142	72	5	97	492	16	153	1.38e-12	66.2	Q2KII1	reviewed	ATF3_BOVIN	Cyclic AMP-dependent transcription factor ATF-3 (cAMP-dependent transcription factor ATF-3) (Activating transcription factor 3)	ATF3	Bos taurus (Bovine)	181	GO:0000978; GO:0000981; GO:0005634; GO:0006357
1707	g3584	523.080120642498	-0.822801606909663	0.269844451548424	-3.04917000215589	0.00229474586155405	0.00892184959740488	779	868	1090	876	625	574	1102	1324	373	397	135	911	330	92	193	181	sp	Q05090	KLC_STRPU	80.208	672	91	8	19	1929	19	683	0	958	Q05090	reviewed	KLC_STRPU	Kinesin light chain (KLC)		Strongylocentrotus purpuratus (Purple sea urchin)	686	GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0019894
1708	g20857	456.749416203406	2.76944418688681	1.04178224005783	2.65837147188561	0.00785192937783976	0.0252133740251893	401	365	11	7	44	72	177	204	1813	11	0	171	135	40	1301	1619	sp	P31646	S6A13_RAT	54.029	546	212	5	115	1743	22	531	0	557	P31646	reviewed	S6A13_RAT	Sodium- and chloride-dependent GABA transporter 2 (GAT-2) (Solute carrier family 6 member 13)	Slc6a13 Gabt2 Gat-2	Rattus norvegicus (Rat)	602	GO:0005283; GO:0005308; GO:0005332; GO:0005368; GO:0005369; GO:0005886; GO:0006836; GO:0006865; GO:0008028; GO:0015171; GO:0015185; GO:0015718; GO:0015734; GO:0015881; GO:0016323; GO:0016597; GO:0035725; GO:0042995; GO:0051939; GO:0071705; GO:0089718
1709	g20858	20.837440964036	3.7021636059049	1.55233069016223	2.38490653400532	0.0170834610536319	0.0478580461899605	15	0	4	0	0	12	0	0	85	0	4	0	3	9	4	110	sp	Q9ASR4	BCAL2_ARATH	23.529	221	117	7	31	681	7	179	6.24e-06	51.2	Q9ASR4	reviewed	BCAL2_ARATH	Branched-chain-amino-acid aminotransferase-like protein 2	At5g27410 F21A20_120	Arabidopsis thaliana (Mouse-ear cress)	559	GO:0003824; GO:0046394
1710	g20859	24053.3531387171	-0.803231939237747	0.328507804653831	-2.4450924083346	0.0144815031986818	0.0417101488657051	26126	37825	71041	23586	73187	36481	20043	44642	14136	20509	12552	14698	14126	6498	9866	8615	sp	Q9D4D4	TKTL2_MOUSE	62.46	618	230	2	34	1887	10	625	0	801	Q9D4D4	reviewed	TKTL2_MOUSE	Transketolase-like protein 2 (EC 2.2.1.1)	Tktl2	Mus musculus (Mouse)	627	GO:0004802; GO:0005737; GO:0030976; GO:0046872
1711	g24166	272.22103042072	-0.550511927545378	0.20147237430154	-2.73244373802553	0.00628664075679449	0.0209051702734573	422	482	438	385	273	446	487	547	106	131	146	358	183	60	224	205	sp	Q9NRR4	RNC_HUMAN	51.991	427	191	3	1513	2778	409	826	5.08e-132	433	Q9NRR4	reviewed	RNC_HUMAN	Ribonuclease 3 (EC 3.1.26.3) (Protein Drosha) (Ribonuclease III) (RNase III) (p241)	DROSHA RN3 RNASE3L RNASEN	Homo sapiens (Human)	1374	GO:0001530; GO:0003723; GO:0004525; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006364; GO:0010586; GO:0010628; GO:0014069; GO:0017151; GO:0031053; GO:0031054; GO:0042803; GO:0045589; GO:0046332; GO:0046872; GO:0050727; GO:0050829; GO:0050830; GO:0070412; GO:0070877; GO:0070878; GO:0098978; GO:2000628
1712	g24164	634.193101933487	0.662693230929713	0.270758213005357	2.44754618363729	0.0143832690494987	0.0414700721793976	589	639	731	575	507	722	698	821	428	426	610	442	715	333	619	724	sp	Q6P338	STEEP_XENTR	63.47	219	76	4	1	648	1	218	5.45e-81	244	Q6P338	reviewed	STEEP_XENTR	STING ER exit protein (STEEP)	steep1; TNeu084h20.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	222	GO:0005634; GO:0005737; GO:0006888; GO:0030674; GO:0032527; GO:0044297; GO:0090158
1713	g24163	5186.96039216708	1.43283851056472	0.46153136305423	3.10453118739921	0.00190580834481292	0.00763473087082639	1960	3576	3931	3163	3999	5235	4358	3969	5222	7846	2459	4048	3716	4544	1135	8331	sp	Q13905	RPGF1_HUMAN	61.598	388	144	4	1999	3156	687	1071	1.97e-145	466	Q13905	reviewed	RPGF1_HUMAN	Rap guanine nucleotide exchange factor 1 (CRK SH3-binding GNRP) (Guanine nucleotide-releasing factor 2) (Protein C3G)	RAPGEF1 GRF2	Homo sapiens (Human)	1077	GO:0005085; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0007165; GO:0007169; GO:0007265; GO:0007399; GO:0010976; GO:0017124; GO:0032486; GO:0038180; GO:0043231; GO:0043547; GO:0061028; GO:0071320; GO:1901888; GO:1990090
1714	g24160	5491.18948666662	3.88103059771613	0.938242269493403	4.13649088716891	3.52657353433872e-05	0.000259698763100423	501114	26	136	894	907	432	471	477	837	14312	1477	74274	443327	560	477	600	sp	P06603	TBA1_DROME	99.537	432	2	0	1	1296	1	432	0	871	P06603	reviewed	TBA1_DROME	Tubulin alpha-1 chain (EC 3.6.5.-)	alphaTub84B tubA84B CG1913	Drosophila melanogaster (Fruit fly)	450	GO:0000226; GO:0000235; GO:0000278; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0016787; GO:0032418; GO:0046872; GO:0048471
1715	g13567	91.078658800199	8.43157611815811	1.06503344021654	7.91672430158042	2.43849631679715e-15	1.33025845814625e-13	0	3	0	0	0	0	0	3	152	595	11	142	142	15	22	62	sp	A4QP81	FRRS1_DANRE	30.263	152	91	5	70	519	30	168	2.76e-11	65.9	A4QP81	reviewed	FRRS1_DANRE	Putative ferric-chelate reductase 1 (EC 1.-.-.-)	frrs1 zgc:163022	Danio rerio (Zebrafish) (Brachydanio rerio)	573	GO:0016020; GO:0016491; GO:0046872
1716	g13562	5891.56062015509	1.23771647399999	0.311883467309243	3.96852223260926	7.23197111452473e-05	0.000484066971680232	2177	4606	5057	4624	6306	5053	4444	5430	5756	7248	7553	7735	7661	3221	2169	6031	sp	Q96CS7	PKHB2_HUMAN	30.556	108	73	2	31	351	2	108	1.42e-13	70.9	Q96CS7	reviewed	PKHB2_HUMAN	Pleckstrin homology domain-containing family B member 2 (PH domain-containing family B member 2) (Evectin-2)	PLEKHB2 EVT2	Homo sapiens (Human)	222	GO:0005547; GO:0016020; GO:0045595; GO:0055038
1717	g12218	2368.48667209355	2.61497756725954	0.355792148827542	7.34973375853514	1.98602043151791e-13	8.10271090036872e-12	865	799	638	601	1026	910	1305	1053	3057	6470	2114	2742	2892	1486	1100	2923	sp	Q9TUG2	SKI_HORSE	50.689	363	129	10	385	1407	91	425	2.03e-107	344	Q9TUG2	reviewed	SKI_HORSE	Ski oncogene (Proto-oncogene c-Ski)	SKI	Equus caballus (Horse)	730	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0005667; GO:0005737; GO:0008270; GO:0008285; GO:0019901; GO:0030512; GO:0030514; GO:0031625; GO:0032926; GO:0043388; GO:0045668; GO:0046332; GO:0060392
1718	g12214	446.433575946246	3.5873327282764	0.656937536543174	5.46069074870201	4.74285592645244e-08	7.35371792074835e-07	117	39	59	21	90	121	187	121	117	244	1743	423	2642	85	94	206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1719	g12213	75.7966643326674	3.19351105057954	0.838392073841788	3.80909022188845	0.000139479059875971	0.000846512469555897	9214	8	10	20	10	11	13	23	25	196	44	874	8056	0	42	7	sp	G5ECS8	ADT1_CAEEL	27.862	725	341	31	3202	5166	707	1319	2.72e-43	177	G5ECS8	reviewed	ADT1_CAEEL	A disintegrin and metalloproteinase with thrombospondin motifs adt-1 (ADAMTS adt-1) (EC 3.4.24.-)	adt-1 C02B4.1	Caenorhabditis elegans	1461	GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872
1720	g12212	29.3864664112473	3.40661821779327	1.35265817915069	2.51846199601752	0.0117868602714788	0.0351906307361035	3907	0	0	0	20	0	0	6	13	105	13	293	3530	0	11	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1721	g2452	2757.76795396097	-1.0062744782838	0.411594663218588	-2.44481906158583	0.0144924828702207	0.0417287294605024	3476	9574	3356	3903	2784	5175	8124	3018	2817	408	966	1565	1605	320	1068	2900	sp	P49013	FBP3_STRPU	41.085	129	73	2	199	585	445	570	2.74e-25	106	P49013	reviewed	FBP3_STRPU	Fibropellin-3 (Epidermal growth factor-related protein 3) (Fibropellin III) (Fibropellin-c) (SpEGF III)	EGF3	Strongylocentrotus purpuratus (Purple sea urchin)	570	GO:0005509; GO:0005576; GO:0009374
1722	g2459	10.615954075922	-4.17903852388856	1.12907645399659	-3.70128923430831	0.000214506792852137	0.00121923179160378	17	85	34	4	7	32	31	10	0	0	0	0	0	0	0	6	sp	Q7JQ32	GC76C_DROME	28.953	487	291	15	388	1740	48	515	3.69e-47	181	Q7JQ32	reviewed	GC76C_DROME	Receptor-type guanylate cyclase Gyc76C (EC 4.6.1.2) (DrGC-1)	Gyc76C CG42636	Drosophila melanogaster (Fruit fly)	1525	GO:0001653; GO:0004016; GO:0004383; GO:0005524; GO:0005525; GO:0005886; GO:0006182; GO:0007168; GO:0007411; GO:0007428; GO:0007435; GO:0007526; GO:0008045; GO:0009651; GO:0016199; GO:0030198; GO:0030215; GO:0030510; GO:0035556; GO:0038023; GO:0046872; GO:0050830
1723	g4113	683.831561806527	1.48981885495534	0.297027356829537	5.01576309622667	5.28233848146921e-07	6.33614288627666e-06	523	420	472	411	529	476	556	446	576	1042	417	940	752	406	435	1135	sp	Q08DB5	STX5_BOVIN	65.862	290	91	6	136	999	55	338	3.11e-127	372	Q08DB5	reviewed	STX5_BOVIN	Syntaxin-5	STX5	Bos taurus (Bovine)	355	GO:0000139; GO:0000149; GO:0005484; GO:0006886; GO:0006888; GO:0006906; GO:0012505; GO:0031201; GO:0033116; GO:0048278
1724	g3323	574.632083446139	1.08975220376169	0.321817668737006	3.38624106015836	0.000708571111744969	0.00332155645055328	826	572	520	242	306	363	564	598	634	265	580	859	920	183	343	1123	sp	Q9BYN7	ZN341_HUMAN	62.3	313	107	3	586	1491	316	628	5.29e-126	390	Q9BYN7	reviewed	ZN341_HUMAN	Zinc finger protein 341	ZNF341	Homo sapiens (Human)	854	GO:0000978; GO:0000981; GO:0001216; GO:0003677; GO:0005634; GO:0006355; GO:0046872
1725	g3320	414.287670388483	-0.541182429079448	0.227914419127487	-2.37449842423848	0.0175728112183116	0.0489795376510386	642	603	542	502	825	752	542	915	281	178	269	568	347	49	499	137	sp	Q17QH8	D39U1_BOVIN	57.724	246	101	2	1	735	1	244	5.86e-96	286	Q17QH8	reviewed	D39U1_BOVIN	Epimerase family protein SDR39U1 (EC 1.1.1.-) (Short-chain dehydrogenase/reductase family 39U member 1)	SDR39U1	Bos taurus (Bovine)	294	GO:0016491
1726	g4118	21.4138987687474	-2.89873266965472	0.499624152240973	-5.80182654632083	6.55963994938135e-09	1.21694592008899e-07	55	67	52	52	42	46	25	71	0	0	5	13	10	0	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	g4119	232.26535894701	-3.18703138077523	0.392384693979006	-8.12221126277099	4.57765584922662e-16	2.72916156930517e-14	505	421	566	677	481	459	593	787	38	25	16	140	93	0	38	19	sp	Q9JL04	FMN2_MOUSE	51.574	413	187	4	3994	5214	1140	1545	6.6e-121	422	Q9JL04	reviewed	FMN2_MOUSE	Formin-2	Fmn2	Mus musculus (Mouse)	1578	GO:0003779; GO:0005634; GO:0005730; GO:0005737; GO:0005783; GO:0005789; GO:0005819; GO:0005829; GO:0005884; GO:0005886; GO:0005902; GO:0005938; GO:0006974; GO:0008017; GO:0015031; GO:0016192; GO:0016344; GO:0016477; GO:0030659; GO:0040038; GO:0042177; GO:0043066; GO:0045010; GO:0046907; GO:0048471; GO:0048477; GO:0051017; GO:0051295; GO:0051758; GO:0070649; GO:0071456; GO:2000781
1728	g3329	1045.68225194628	-1.34648357094379	0.239225971955073	-5.62850078500953	1.81782675394108e-08	3.08966370702942e-07	873	2100	2463	1877	1824	1839	2477	2852	532	661	466	853	627	125	309	269	sp	Q9UL36	ZN236_HUMAN	21.543	622	326	20	148	1830	687	1207	7.57e-16	86.7	Q9UL36	reviewed	ZN236_HUMAN	Zinc finger protein 236	ZNF236	Homo sapiens (Human)	1845	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872; GO:0071333
1729	g5869	15.3904306855551	-1.79571130740301	0.651399499151466	-2.75669740265714	0.00583883572137569	0.0196090790872919	22	26	39	28	29	40	36	43	1	7	0	32	6	0	11	0	sp	P79945	PSP24_XENLA	55.229	306	134	1	1	909	65	370	9.91e-102	305	P79945	reviewed	PSP24_XENLA	High-affinity lysophosphatidic acid receptor (PSP24)		Xenopus laevis (African clawed frog)	372	GO:0004930; GO:0005886
1730	g5864	533.293986439985	-0.821827729708025	0.226479784314185	-3.62870236827823	0.000284849413627359	0.00154909493313247	633	1032	1167	607	1005	951	990	1025	322	212	281	401	396	42	477	408	sp	Q92562	FIG4_HUMAN	43.978	714	314	12	55	2022	222	907	0	563	Q92562	reviewed	FIG4_HUMAN	Polyphosphoinositide phosphatase (EC 3.1.3.-) (EC 3.1.3.36) (EC 3.1.3.86) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase) (SAC domain-containing protein 3) (Serine-protein phosphatase FIG4) (EC 3.1.3.16)	FIG4 KIAA0274 SAC3	Homo sapiens (Human)	907	GO:0000139; GO:0004439; GO:0004722; GO:0005811; GO:0006661; GO:0007033; GO:0007626; GO:0010008; GO:0031642; GO:0031901; GO:0031902; GO:0032288; GO:0034485; GO:0043231; GO:0043473; GO:0043813; GO:0046856; GO:0048666
1731	g5863	137.751626295721	-0.861626180416831	0.262299898113822	-3.28488949714704	0.00102022376044461	0.00451642504709929	201	267	281	175	268	237	249	245	104	26	55	146	102	15	71	135	sp	Q92562	FIG4_HUMAN	60.976	164	57	2	16	507	9	165	2.63e-63	212	Q92562	reviewed	FIG4_HUMAN	Polyphosphoinositide phosphatase (EC 3.1.3.-) (EC 3.1.3.36) (EC 3.1.3.86) (Phosphatidylinositol 3,5-bisphosphate 5-phosphatase) (SAC domain-containing protein 3) (Serine-protein phosphatase FIG4) (EC 3.1.3.16)	FIG4 KIAA0274 SAC3	Homo sapiens (Human)	907	GO:0000139; GO:0004439; GO:0004722; GO:0005811; GO:0006661; GO:0007033; GO:0007626; GO:0010008; GO:0031642; GO:0031901; GO:0031902; GO:0032288; GO:0034485; GO:0043231; GO:0043473; GO:0043813; GO:0046856; GO:0048666
1732	g5862	656.463108145875	-0.719344125609811	0.277457444049862	-2.59262867526646	0.00952455440995187	0.0295972800181448	902	1052	1548	938	1206	889	1157	1106	429	198	343	847	693	66	799	156	sp	E7F6F7	ABCB7_DANRE	65.203	615	208	3	304	2136	92	704	0	773	E7F6F7	reviewed	ABCB7_DANRE	Iron-sulfur clusters transporter ABCB7, mitochondrial (ATP-binding cassette sub-family B member 7, mitochondrial)	abcb7	Danio rerio (Zebrafish) (Brachydanio rerio)	743	GO:0005524; GO:0005743; GO:0006879; GO:0010312; GO:0016226; GO:0016887; GO:0042626; GO:0055085; GO:0070455; GO:0140466; GO:0140481; GO:1903427; GO:1990748
1733	g5860	50779.6298755803	0.72325603552216	0.216532860818371	3.34016755142228	0.000837278587726221	0.0038243533595455	61781	66948	59421	32214	44964	44928	47160	57313	45718	37921	61728	56686	52089	22756	51230	40609	sp	Q90YS0	RS4_ICTPU	79.923	259	52	0	1	777	1	259	3.75e-160	447	Q90YS0	reviewed	RS4_ICTPU	Small ribosomal subunit protein eS4 (40S ribosomal protein S4)	rps4	Ictalurus punctatus (Channel catfish) (Silurus punctatus)	263	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
