gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.biological.process	Gene.Ontology.IDs
g132	50.6177133667213	-1.65576039545744	0.387246942540998	-4.27572231969822	1.90518569870449e-05	0.00015299483319413	93	133	170	86	84	96	65	98	8	21	13	25	14	4	17	47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g137	486.2389754214	3.84634336949021	0.847291123665718	4.53957708520467	5.63671708529974e-06	5.24819811824772e-05	47075	21	8	83	45	44	73	90	71	3426	138	1723	58242	92	102	65	sp	P32007	ADT3_BOVIN	80.405	296	55	2	1	879	1	296	3.34e-158	446	P32007	reviewed	ADT3_BOVIN	ADP/ATP translocase 3 (ADP,ATP carrier protein 3) (ADP,ATP carrier protein, isoform T2) (ANT 2) (Adenine nucleotide translocator 3) (ANT 3) (Solute carrier family 25 member 6) [Cleaved into: ADP/ATP translocase 3, N-terminally processed]	SLC25A6 AAC3 ANT3	Bos taurus (Bovine)	298	apoptotic process [GO:0006915]; mitochondrial ADP transmembrane transport [GO:0140021]; mitochondrial ATP transmembrane transport [GO:1990544]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]	GO:0005471; GO:0005743; GO:0006915; GO:0016020; GO:0140021; GO:1901029; GO:1990544
g136	347.430714836929	-1.56770948856224	0.368368370215475	-4.25582003049071	2.08284200347528e-05	0.000165809377680544	714	1027	996	477	490	726	604	557	145	87	47	370	144	28	68	307	sp	F1MWM0	ABCA4_BOVIN	20.94	234	180	2	160	849	54	286	4.26e-09	67	F1MWM0	reviewed	ABCA4_BOVIN	Retinal-specific phospholipid-transporting ATPase ABCA4 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM protein) (RmP) (Retinal-specific ATP-binding cassette transporter)	ABCA4 ABCR	Bos taurus (Bovine)	2281	lipid transport [GO:0006869]; phospholipid transfer to membrane [GO:0006649]; phospholipid translocation [GO:0045332]; photoreceptor cell maintenance [GO:0045494]; retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; visual perception [GO:0007601]	GO:0001523; GO:0001750; GO:0003924; GO:0005501; GO:0005502; GO:0005503; GO:0005524; GO:0005525; GO:0005548; GO:0005783; GO:0005886; GO:0006649; GO:0006869; GO:0007601; GO:0016887; GO:0034632; GO:0042574; GO:0042626; GO:0043231; GO:0045332; GO:0045494; GO:0090555; GO:0097381; GO:0120202; GO:0140326; GO:0140347; GO:0140359
g10492	108.864749220176	2.29459467612886	0.603063453893616	3.80489757970583	0.000141862878477744	0.000858803348269698	2077	53	12	29	7	51	64	36	51	271	161	214	3643	23	310	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g9220	99.3145836419244	3.58647405997154	0.519462886016777	6.90419692438953	5.04882228092043e-12	1.69974074586861e-10	10	30	33	20	34	15	12	8	326	324	120	109	106	28	30	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22726	136.799290596049	2.6888007397215	0.685017724061726	3.92515499274762	8.66739127493088e-05	0.000565214879042817	31	7	118	21	35	56	73	66	111	44	401	235	892	10	31	34	sp	O97578	CATC_CANLF	46.29	283	144	5	106	942	1	279	5.76e-72	233	O97578	reviewed	CATC_CANLF	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain 1 (Dipeptidyl peptidase I heavy chain 1); Dipeptidyl peptidase 1 heavy chain 2 (Dipeptidyl peptidase I heavy chain 2); Dipeptidyl peptidase 1 heavy chain 3 (Dipeptidyl peptidase I heavy chain 3); Dipeptidyl peptidase 1 heavy chain 4 (Dipeptidyl peptidase I heavy chain 4); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	CTSC	Canis lupus familiaris (Dog) (Canis familiaris)	435	proteolysis involved in protein catabolic process [GO:0051603]	GO:0004197; GO:0005615; GO:0005764; GO:0008239; GO:0051603
g22727	33.8933167602822	2.64550576034702	0.842061932275147	3.14169974790239	0.00167970190138467	0.00686023743689599	10	0	27	4	20	8	23	11	32	6	110	46	198	0	6	26	sp	P80067	CATC_RAT	61.905	105	37	1	1	315	359	460	1.93e-40	142	P80067	reviewed	CATC_RAT	Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]	Ctsc	Rattus norvegicus (Rat)	462	negative regulation of myelination [GO:0031642]; positive regulation of apoptotic signaling pathway [GO:2001235]; positive regulation of microglial cell activation [GO:1903980]; positive regulation of proteolysis involved in protein catabolic process [GO:1903052]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; T cell mediated cytotoxicity [GO:0001913]	GO:0001913; GO:0004197; GO:0004252; GO:0005615; GO:0005654; GO:0005737; GO:0005764; GO:0005813; GO:0006508; GO:0008234; GO:0008239; GO:0016505; GO:0019902; GO:0031404; GO:0031642; GO:0042802; GO:0051087; GO:0051603; GO:1903052; GO:1903980; GO:2001235
g17147	121.691917117058	-1.48850452057388	0.393294484703278	-3.78470733373463	0.000153889567853719	0.0009178052340737	261	167	267	144	260	263	276	326	44	43	42	114	61	0	133	26	sp	Q9D6D0	UCP4_MOUSE	66.225	302	102	0	139	1044	21	322	2.02e-142	409	Q9D6D0	reviewed	UCP4_MOUSE	Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25, member 27)	Slc25a27 UCP4	Mus musculus (Mouse)	322	intracellular triglyceride homeostasis [GO:0035356]; negative regulation of apoptotic process [GO:0043066]; negative regulation of mitochondrial calcium ion concentration [GO:0051562]; negative regulation of mitochondrial membrane potential [GO:0010917]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of cell population proliferation [GO:0008284]; regulation of glucose import [GO:0046324]; response to cold [GO:0009409]	GO:0005739; GO:0005743; GO:0008284; GO:0009409; GO:0010917; GO:0015078; GO:0015108; GO:0022857; GO:0035356; GO:0042803; GO:0043005; GO:0043025; GO:0043066; GO:0043524; GO:0045177; GO:0046324; GO:0051562
g12530	204.078734687585	-1.1030092557288	0.164398882082648	-6.70934766560205	1.95496385123379e-11	5.98600108293448e-10	278	336	438	317	384	352	435	467	120	93	108	186	83	31	134	75	sp	Q20595	CTBP1_CAEEL	81.132	53	10	0	1	159	1	53	9.66e-26	104	Q20595	reviewed	CTBP1_CAEEL	C-terminal-binding protein 1	ctbp-1 F49E10.5	Caenorhabditis elegans	727	negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000122; GO:0001221; GO:0003677; GO:0003713; GO:0003714; GO:0005634; GO:0006357; GO:0016616; GO:0046872; GO:0051287; GO:0061629; GO:0140297
g12531	1159.87055896634	-0.718232610875861	0.222502740050396	-3.22797198233687	0.00124671184275377	0.00534794945401778	1279	1772	2259	1803	1916	1978	2120	2408	807	389	603	933	638	363	906	522	sp	Q9EQH5	CTBP2_RAT	67.269	443	121	7	16	1305	6	437	0	595	Q9EQH5	reviewed	CTBP2_RAT	C-terminal-binding protein 2 (CtBP2)	Ctbp2	Rattus norvegicus (Rat)	445	cellular response to leukemia inhibitory factor [GO:1990830]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of retinoic acid receptor signaling pathway [GO:0048386]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; synaptic vesicle docking [GO:0016081]; white fat cell differentiation [GO:0050872]	GO:0001221; GO:0001222; GO:0003682; GO:0003713; GO:0003714; GO:0005634; GO:0006357; GO:0016081; GO:0016616; GO:0017053; GO:0019901; GO:0042974; GO:0044877; GO:0045202; GO:0045892; GO:0045944; GO:0048386; GO:0050872; GO:0051287; GO:0097470; GO:0098684; GO:0098831; GO:0098882; GO:0098978; GO:0098982; GO:0099523; GO:0140297; GO:1990830
g21735	20.0749071122036	1.72053735886737	0.580154867584643	2.96565185435827	0.00302042191197186	0.0112329595903519	12	22	4	2	16	9	34	4	29	23	34	67	40	0	15	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g21736	99.5233999777956	1.44190744267939	0.43338320730427	3.32709578584813	0.000877562028259134	0.00397966343435512	23	82	50	23	79	83	196	52	58	42	136	282	201	25	114	143	sp	O46658	CP2DP_PIG	39.332	389	215	6	28	1155	120	500	9.57e-84	266	O46658	reviewed	CP2DP_PIG	Vitamin D(3) 25-hydroxylase (EC 1.14.14.24) (CYPIID25) (Cytochrome P450 2D25)	CYP2D25	Sus scrofa (Pig)	500	arachidonic acid metabolic process [GO:0019369]; xenobiotic metabolic process [GO:0006805]	GO:0005506; GO:0005737; GO:0005789; GO:0006805; GO:0016712; GO:0019369; GO:0020037; GO:0030343; GO:0043231; GO:0047103; GO:0047749
g7671	372.460266030491	-1.59617463113363	0.324784965259228	-4.91455825197954	8.89828658842869e-07	1.01153662829617e-05	508	579	938	908	1043	625	626	707	253	197	68	285	106	35	239	54	sp	Q7ZXF5	FACR1_XENLA	52.539	512	242	1	115	1647	3	514	0	574	Q7ZXF5	reviewed	FACR1_XENLA	Fatty acyl-CoA reductase 1 (EC 1.2.1.84)	far1	Xenopus laevis (African clawed frog)	515	ether lipid biosynthetic process [GO:0008611]; wax biosynthetic process [GO:0010025]	GO:0005778; GO:0008611; GO:0010025; GO:0080019; GO:0102965
g7674	73.0362522809732	2.00888599135532	0.668639002942263	3.00444033703608	0.00266069937274206	0.0100979676430615	2579	83	55	15	13	15	38	17	114	44	9	299	2203	11	339	9	sp	Q8NI77	KI18A_HUMAN	49.032	620	296	6	82	1911	11	620	0	578	Q8NI77	reviewed	KI18A_HUMAN	Kinesin-like protein KIF18A (Marrow stromal KIF18A) (MS-KIF18A)	KIF18A OK/SW-cl.108	Homo sapiens (Human)	898	cellular response to estradiol stimulus [GO:0071392]; male meiotic nuclear division [GO:0007140]; microtubule depolymerization [GO:0007019]; microtubule-based movement [GO:0007018]; mitotic metaphase chromosome alignment [GO:0007080]; mitotic sister chromatid segregation [GO:0000070]; protein transport [GO:0015031]; regulation of microtubule cytoskeleton organization [GO:0070507]; seminiferous tubule development [GO:0072520]	GO:0000070; GO:0000776; GO:0001726; GO:0003779; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005828; GO:0005829; GO:0005871; GO:0005901; GO:0007018; GO:0007019; GO:0007080; GO:0007140; GO:0008017; GO:0008574; GO:0015031; GO:0015630; GO:0016887; GO:0051010; GO:0061673; GO:0070463; GO:0070507; GO:0071392; GO:0072520; GO:1990023
g7679	852.280355436037	-1.26694449535325	0.348752968542464	-3.63278483520346	0.000280378806242741	0.00152823511797805	578	1902	1599	1494	1488	1374	2064	2650	593	497	219	722	346	116	111	571	sp	Q7Z6G8	ANS1B_HUMAN	50.859	291	130	3	1	846	1	287	4.9e-83	278	Q7Z6G8	reviewed	ANS1B_HUMAN	Ankyrin repeat and sterile alpha motif domain-containing protein 1B (Amyloid-beta protein intracellular domain-associated protein 1) (AIDA-1) (E2A-PBX1-associated protein) (EB-1)	ANKS1B	Homo sapiens (Human)	1248	ephrin receptor signaling pathway [GO:0048013]	GO:0005654; GO:0005813; GO:0005829; GO:0005886; GO:0014069; GO:0015030; GO:0043197; GO:0046875; GO:0048013
g12391	51.9486058322407	2.75181870482947	0.832494315427983	3.30551050479518	0.000948035502113319	0.00424565573585958	8	16	4	2	0	19	95	4	23	15	111	150	105	5	55	151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g15162	295.921884834709	1.13005732477493	0.424934978976171	2.65936526924111	0.00782880351234961	0.0251600916617684	315	350	262	174	184	110	358	256	256	218	220	550	367	16	1014	226	sp	Q6P6T4	EMAL2_RAT	33.179	648	393	16	2461	4365	20	640	1.74e-107	359	Q6P6T4	reviewed	EMAL2_RAT	Echinoderm microtubule-associated protein-like 2 (EMAP-2)	Eml2 Emap2	Rattus norvegicus (Rat)	649	microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule polymerization [GO:0031115]; regulation of microtubule nucleation [GO:0010968]	GO:0000226; GO:0005737; GO:0005874; GO:0008017; GO:0010968; GO:0015631; GO:0031115; GO:0035255; GO:0072686
g15163	100.576858100934	2.6264577237175	0.974105014341188	2.6962777986456	0.00701191619557762	0.0229640255405167	1965	151	0	5	5	12	3	69	67	16	6	242	494	9	487	34	sp	Q9I9K9	GATM_CHICK	46.729	107	50	3	1	303	1	106	7.42e-22	83.2	Q9I9K9	reviewed	GATM_CHICK	Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)	GATM AT	Gallus gallus (Chicken)	422	creatine biosynthetic process [GO:0006601]	GO:0005739; GO:0005743; GO:0006601; GO:0015067; GO:0015068
g11841	3242.21000807981	0.712700878569889	0.261064041540869	2.72998485108611	0.00633372359550975	0.0210399370844801	1852	2738	2290	2942	3823	2870	4015	6403	4821	3330	2122	4049	2885	762	5586	2347	sp	O97159	CHDM_DROME	84.967	153	21	1	1096	1554	1725	1875	1.17e-83	287	O97159	reviewed	CHDM_DROME	Chromodomain-helicase-DNA-binding protein Mi-2 homolog (EC 3.6.4.12) (ATP-dependent helicase Mi-2) (dMi-2)	Mi-2 CG8103	Drosophila melanogaster (Fruit fly)	1982	chromatin remodeling [GO:0006338]; chromosome condensation [GO:0030261]; chromosome organization [GO:0051276]; mitotic sister chromatid cohesion [GO:0007064]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nucleosome organization [GO:0034728]; piRNA-mediated retrotransposon silencing by heterochromatin formation [GO:0141006]; regulation of transcription by RNA polymerase II [GO:0006357]; spermatogenesis [GO:0007283]	GO:0000122; GO:0000785; GO:0000791; GO:0003677; GO:0003682; GO:0004386; GO:0005524; GO:0005634; GO:0005700; GO:0005829; GO:0006338; GO:0006357; GO:0007064; GO:0007283; GO:0008270; GO:0016581; GO:0016887; GO:0030261; GO:0034728; GO:0042393; GO:0045892; GO:0051276; GO:0140658; GO:0140750; GO:0141006
g11840	4875.68488934015	0.676904110748202	0.273327005039762	2.47653579144048	0.0132664322801958	0.0387948017378102	3405	3820	3353	4741	5112	4449	6357	9781	8063	3853	3651	6545	3875	945	8807	3597	sp	Q12873	CHD3_HUMAN	64.973	1102	340	11	946	4179	374	1453	0	1355	Q12873	reviewed	CHD3_HUMAN	Chromodomain-helicase-DNA-binding protein 3 (CHD-3) (EC 3.6.4.12) (ATP-dependent helicase CHD3) (Mi-2 autoantigen 240 kDa protein) (Mi2-alpha) (Zinc finger helicase) (hZFH)	CHD3	Homo sapiens (Human)	2000	centrosome cycle [GO:0007098]; chromatin remodeling [GO:0006338]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of cell fate specification [GO:0042659]; regulation of DNA-templated transcription [GO:0006355]; regulation of stem cell differentiation [GO:2000736]; spindle organization [GO:0007051]	GO:0000122; GO:0000785; GO:0000976; GO:0003677; GO:0003682; GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0006338; GO:0006355; GO:0007051; GO:0007098; GO:0008270; GO:0016581; GO:0016605; GO:0016887; GO:0034451; GO:0042393; GO:0042659; GO:0045892; GO:0045893; GO:0140658; GO:2000736
g11843	286.983309051424	1.2848485649228	0.287978381934286	4.46161464028225	8.13444097713901e-06	7.24537141058122e-05	225	326	211	101	182	185	289	305	317	189	249	349	311	199	283	359	sp	Q5ZJD3	LSG1_CHICK	46.707	167	76	4	4	495	496	652	3.16e-36	135	Q5ZJD3	reviewed	LSG1_CHICK	Large subunit GTPase 1 homolog (EC 3.6.1.-)	LSG1 RCJMB04_19c19	Gallus gallus (Chicken)	653	nuclear export [GO:0051168]; protein transport [GO:0015031]; ribosomal subunit export from nucleus [GO:0000054]	GO:0000054; GO:0003924; GO:0005525; GO:0005783; GO:0005829; GO:0015030; GO:0015031; GO:0051168
g4093	27.1993408793382	1.58501441204817	0.594111725856285	2.66787262911486	0.00763331902861073	0.0246140027685795	35	23	4	3	16	25	27	15	40	19	54	39	106	4	3	19	sp	C4N147	FABP1_DORPE	35.606	132	80	4	28	423	5	131	2.26e-19	81.3	C4N147	reviewed	FABP1_DORPE	Sodium/calcium exchanger regulatory protein 1 (ReP1-NCXSQ) (Fatty acid-binding protein 1) (Na(+)/Ca(2+) exchanger regulatory protein 1)		Doryteuthis pealeii (Longfin inshore squid) (Loligo pealeii)	132	fatty acid transport [GO:0015908]	GO:0005504; GO:0005634; GO:0005829; GO:0015908; GO:0016020
g1312	607.469181476006	2.65220786764029	0.536458528452105	4.94391966382371	7.65672661132673e-07	8.82907690744424e-06	107	64	388	267	432	93	121	320	97	419	382	2530	1070	426	503	1299	sp	Q7T3T8	ZAR1_DANRE	43.434	99	53	2	16	309	229	325	1.35e-21	89.7	Q7T3T8	reviewed	ZAR1_DANRE	Zygote arrest protein 1	zar1	Danio rerio (Zebrafish) (Brachydanio rerio)	329	negative regulation of translation [GO:0017148]; oogenesis [GO:0048477]; positive regulation of oogenesis [GO:1905881]; translation [GO:0006412]	GO:0003729; GO:0005737; GO:0006412; GO:0017148; GO:0030371; GO:0032991; GO:0036464; GO:0046872; GO:0048477; GO:1905881
g1319	2.96127750163291	5.4561013302618	1.76745900958525	3.08697474774372	0.00202204773319895	0.00801029990385189	0	0	0	0	0	0	0	0	0	7	3	27	9	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10824	272.610853402233	2.14866491875253	0.574546235788694	3.73975980506251	0.00018419618103547	0.0010703548536836	6835	41	48	46	28	197	270	98	133	701	487	622	12508	116	250	103	sp	Q7Z5V6	SAXO4_HUMAN	32.967	455	265	8	1	1353	2	420	1.19e-64	218	Q7Z5V6	reviewed	SAXO4_HUMAN	Stabilizer of axonemal microtubules 4 (Protein phosphatase 1 regulatory subunit 32)	SAXO4 C11orf66 PPP1R32	Homo sapiens (Human)	425	flagellated sperm motility [GO:0030317]	GO:0005737; GO:0019902; GO:0030317; GO:0036064; GO:0036126; GO:0160111
g10419	80.3829901473735	3.42919990934364	0.927266978978111	3.69817969051671	0.000217151148744248	0.00123171713442356	19489	0	0	16	24	13	8	13	55	447	53	338	13342	11	7	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g273	19.1652692771889	2.4318717938304	1.01287849226605	2.4009511628485	0.0163525187535479	0.0461934067239361	0	1	1	4	0	12	42	5	21	0	24	25	11	20	24	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g270	39.2051246789778	-0.861148529335339	0.348814346871221	-2.46878758588811	0.0135571666641495	0.039454489716114	85	97	37	46	61	50	104	75	26	9	27	51	46	0	24	19	sp	Q6RI86	TRPA1_RAT	33.405	934	488	25	286	2805	191	1084	2.32e-129	426	Q6RI86	reviewed	TRPA1_RAT	Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor)	Trpa1 Anktm1	Rattus norvegicus (Rat)	1125	calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to organic cyclic compound [GO:0014070]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832]	GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014070; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071244; GO:0071313; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760
g16372	113.275697118827	-0.637776963141188	0.210351186179689	-3.03196276058256	0.00242969176721654	0.00932972569517228	193	222	158	140	176	183	166	256	122	51	49	119	94	22	449	29	sp	Q2KIB3	TM101_BOVIN	31.034	116	80	0	10	357	7	122	3.06e-13	68.2	Q2KIB3	reviewed	TM101_BOVIN	Transmembrane protein 101	TMEM101	Bos taurus (Bovine)	257		GO:0016020
g22713	178.774478594559	3.12707087631904	0.889162962982316	3.51687036741906	0.000436666986351984	0.00221578291335446	1585	68	0	27	24	19	140	24	41	38	157	633	1769	8	101	27	sp	Q8BI55	DYRK4_MOUSE	52.354	531	216	5	58	1617	22	526	0	582	Q8BI55	reviewed	DYRK4_MOUSE	Dual specificity tyrosine-phosphorylation-regulated kinase 4 (EC 2.7.12.1)	Dyrk4	Mus musculus (Mouse)	632		GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005856; GO:0046872; GO:0106310
g22712	13.6609650962686	2.97252342409815	1.07318927103851	2.7698035233074	0.00560901162855509	0.0189462790617585	122	7	0	3	2	0	14	0	5	2	11	35	142	0	5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22716	64.4274254805363	2.85443576016307	0.730661353762867	3.90664669133365	9.35858376390586e-05	0.000603052739814887	0	41	23	0	10	12	55	38	59	39	178	97	187	7	104	84	sp	Q96LR7	CB050_HUMAN	41.758	91	53	0	145	417	63	153	1.02e-19	83.2	Q96LR7	reviewed	CB050_HUMAN	Uncharacterized protein C2orf50	C2orf50	Homo sapiens (Human)	162		
g19494	23.5992452317661	3.53413788378207	1.30834370181318	2.70123047856939	0.00690834469235235	0.022663372017143	5502	0	0	9	10	0	0	0	10	140	16	112	3831	0	4	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g19491	1401.60606673793	1.33618705963565	0.294374781101043	4.53906769675697	5.65034951018351e-06	5.25646282693739e-05	1652	759	784	556	1792	808	902	1358	1397	1068	2242	2540	1333	688	1650	1104	sp	Q5RJT2	SPB1_RAT	64.557	316	106	2	1	942	1	312	2.69e-145	453	Q5RJT2	reviewed	SPB1_RAT	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	Ftsj3	Rattus norvegicus (Rat)	829	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; RNA methylation [GO:0001510]; rRNA methylation [GO:0031167]	GO:0000463; GO:0000466; GO:0001510; GO:0005730; GO:0008650; GO:0016435; GO:0030687; GO:0030688; GO:0031167; GO:0062105
g14733	12.0229280330704	6.36352057832711	1.37840544309308	4.61658114469401	3.90113525686052e-06	3.78650008272999e-05	0	0	0	0	0	3	0	0	71	0	15	15	23	0	12	29	sp	Q28ZA9	UNPG_DROPS	77.174	92	18	1	679	945	328	419	5.73e-40	150	Q28ZA9	reviewed	UNPG_DROPS	Homeobox protein unplugged	unpg GA14073	Drosophila pseudoobscura pseudoobscura (Fruit fly)	491	brain development [GO:0007420]; regulation of DNA-templated transcription [GO:0006355]; regulation of nervous system development [GO:0051960]	GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0006355; GO:0007420; GO:0051960
g8595	245.602533918836	0.714118712307424	0.239156963473669	2.9859833555967	0.00282668027950029	0.0105921266001897	269	311	208	193	273	201	264	272	170	156	277	274	238	118	320	213	sp	Q7ZTY7	USE1_DANRE	47.17	265	127	4	4	786	3	258	2.07e-82	251	Q7ZTY7	reviewed	USE1_DANRE	Vesicle transport protein USE1 (USE1-like protein)	use1 use1l zgc:56402	Danio rerio (Zebrafish) (Brachydanio rerio)	258	protein transport [GO:0015031]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]	GO:0005484; GO:0005783; GO:0005789; GO:0006890; GO:0015031; GO:0031201
g20664	401.87811456929	-0.880769468109974	0.313874094802251	-2.80612348293631	0.00501414732101748	0.0172393206500328	585	503	861	666	523	824	835	805	214	135	184	699	278	34	462	76	sp	A8E657	AASS_BOVIN	50.615	895	422	7	109	2790	47	922	0	907	A8E657	reviewed	AASS_BOVIN	Alpha-aminoadipic semialdehyde synthase, mitochondrial (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (LOR) (EC 1.5.1.8); Saccharopine dehydrogenase (SDH) (EC 1.5.1.9)]	AASS	Bos taurus (Bovine)	926	L-lysine catabolic process to acetyl-CoA via saccharopine [GO:0033512]; lysine biosynthetic process via aminoadipic acid [GO:0019878]; lysine catabolic process [GO:0006554]	GO:0004753; GO:0005737; GO:0005739; GO:0006554; GO:0019878; GO:0033512; GO:0047130; GO:0047131
