gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g18018	808.1465234	0.886963733	0.210495547	4.213693563	2.51E-05	0.000201687	1089	1063	751	815	712	868	892	575	639	587	852	567	sp	Q5U2S1	NFIP1_RAT	31.98	197	127	2	34	624	23	212	1.70E-24	99.4	Q5U2S1	reviewed	NFIP1_RAT	NEDD4 family-interacting protein 1	Ndfip1 N4wbp5	Rattus norvegicus (Rat)	221	GO:0000139; GO:0002761; GO:0002829; GO:0005576; GO:0005783; GO:0005794; GO:0005938; GO:0006511; GO:0006879; GO:0007034; GO:0010008; GO:0010629; GO:0030001; GO:0030163; GO:0030425; GO:0031398; GO:0032713; GO:0035739; GO:0045202; GO:0045619; GO:0045732; GO:0048294; GO:0048302; GO:0048471; GO:0050699; GO:0050728; GO:0051224; GO:2000562
g1007	174.9504684	0.691970757	0.271305231	2.550524938	0.010756083	0.034049294	249	123	213	175	164	158	275	167	105	174	98	185	sp	Q80Z37	TOPRS_MOUSE	37.38	313	138	7	91	906	104	399	3.64E-53	203	Q80Z37	reviewed	TOPRS_MOUSE	E3 ubiquitin-protein ligase Topors (EC 2.3.2.27) (RING-type E3 ubiquitin transferase Topors) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3)	Topors	Mus musculus (Mouse)	1033	GO:0000151; GO:0000209; GO:0000922; GO:0000930; GO:0003677; GO:0003823; GO:0004842; GO:0005634; GO:0005814; GO:0006511; GO:0006513; GO:0006974; GO:0008630; GO:0016605; GO:0016607; GO:0016925; GO:0019789; GO:0032391; GO:0034504; GO:0036064; GO:0042127; GO:0042771; GO:0043161; GO:0044547; GO:0045893; GO:0046872; GO:0051457; GO:0061630; GO:0070936
g4138	211.3295892	-0.967656844	0.330124542	-2.931187239	0.003376692	0.013141936	180	133	181	146	43	92	461	249	235	290	576	217	sp	Q5R4I2	RNF8_PONAB	42.708	96	55	0	211	498	387	482	5.38E-20	92.8	Q5R4I2	reviewed	RNF8_PONAB	E3 ubiquitin-protein ligase RNF8 (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	RNF8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	486	GO:0000151; GO:0000781; GO:0003682; GO:0005634; GO:0005737; GO:0005829; GO:0006302; GO:0006303; GO:0006511; GO:0006974; GO:0008270; GO:0010212; GO:0030496; GO:0034244; GO:0035092; GO:0035861; GO:0040029; GO:0042393; GO:0042803; GO:0043130; GO:0045190; GO:0045739; GO:0051301; GO:0061630; GO:0070534; GO:0070936; GO:0085020; GO:0140861; GO:1905168
g1373	123.460927	-0.96632648	0.334946718	-2.885015521	0.003913944	0.014833331	44	89	145	65	42	53	233	249	160	276	174	107	sp	Q96EH8	NEUL3_HUMAN	30.464	151	95	5	10	450	19	163	3.53E-10	65.5	Q96EH8	reviewed	NEUL3_HUMAN	E3 ubiquitin-protein ligase NEURL3 (EC 2.3.2.27) (Lung-inducible neuralized-related C3CH4 RING domain protein) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL3)	NEURL3 LINCR	Homo sapiens (Human)	262	GO:0005769; GO:0016567; GO:0045087; GO:0046872; GO:0061630; GO:0070086
g184	164.1851131	-1.142849802	0.298416481	-3.829714086	0.000128292	0.000836611	80	136	92	145	38	49	375	236	291	219	284	243	sp	Q8K0G5	EIPR1_MOUSE	65.206	388	133	1	1	1164	1	386	7.33E-175	495	Q8K0G5	reviewed	EIPR1_MOUSE	EARP and GARP complex-interacting protein 1 (Endosome-associated recycling protein-interacting protein) (Golgi-associated retrograde protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein)	Eipr1 Tssc1	Mus musculus (Mouse)	386	GO:0000938; GO:0005802; GO:0016567; GO:0032456; GO:0050796; GO:1904811; GO:1905281; GO:1990745; GO:2001137
g258	215.208974	-1.401442787	0.483986638	-2.895622887	0.003784068	0.014434809	78	307	110	18	44	91	569	266	348	500	331	308	sp	O35709	ENC1_MOUSE	36.975	119	72	1	379	735	27	142	7.89E-16	82	O35709	reviewed	ENC1_MOUSE	Ectoderm-neural cortex protein 1 (ENC-1)	Enc1 Enc-1	Mus musculus (Mouse)	589	GO:0000785; GO:0003779; GO:0005654; GO:0005737; GO:0005856; GO:0010499; GO:0010976; GO:0016363; GO:0016567; GO:0017148; GO:0031463; GO:0043025
g14623	453.7549971	-1.475327241	0.328249624	-4.494528349	6.97E-06	6.68E-05	143	226	381	266	133	96	1043	737	696	1183	459	820	sp	O15541	R113A_HUMAN	55.758	330	133	7	16	978	13	338	1.07E-119	351	O15541	reviewed	R113A_HUMAN	E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183)	RNF113A RNF113 ZNF183	Homo sapiens (Human)	343	GO:0000398; GO:0005634; GO:0005654; GO:0005684; GO:0006281; GO:0016567; GO:0016607; GO:0034247; GO:0046872; GO:0061630; GO:0070100; GO:0071005
g1120	147.5837933	-1.439551761	0.384257232	-3.746323138	0.000179445	0.001112106	58	191	57	46	34	43	427	261	244	349	138	207	sp	Q8HXD5	RN220_MACFA	37.371	388	204	11	379	1494	202	566	1.78E-53	192	Q8HXD5	reviewed	RN220_MACFA	E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)	RNF220 QflA-23520	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	566	GO:0004842; GO:0005634; GO:0005652; GO:0005737; GO:0008013; GO:0016567; GO:0046872; GO:0051865; GO:0061630; GO:0090263
g14981	525.0506149	-0.960499131	0.277139075	-3.465765816	0.000528724	0.002777838	325	381	360	479	114	233	1050	685	576	797	1104	814	sp	E9Q4F2	KLH18_MOUSE	60.32	562	223	0	61	1746	10	571	0	745	E9Q4F2	reviewed	KLH18_MOUSE	Kelch-like protein 18	Klhl18	Mus musculus (Mouse)	574	GO:0016567; GO:0051301
g13662	222.3821892	-0.806377827	0.231679048	-3.480581583	0.000500326	0.002643264	238	181	141	128	88	81	424	372	308	375	366	219	sp	Q5ZKD9	KLH20_CHICK	28.788	198	122	4	52	624	58	243	2.63E-10	63.2	Q5ZKD9	reviewed	KLH20_CHICK	Kelch-like protein 20	KLHL20 RCJMB04_11i2	Gallus gallus (Chicken)	610	GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
g19743	1116.137262	1.040437249	0.380434503	2.734865634	0.006240574	0.021894177	1290	876	911	1031	1865	890	1577	679	606	938	758	933	sp	Q9Y4D8	HECD4_HUMAN	50.113	1325	579	19	4	3870	1752	3030	0	1166	Q9Y4D8	reviewed	HECD4_HUMAN	Probable E3 ubiquitin-protein ligase HECTD4 (EC 2.3.2.26) (HECT domain-containing protein 4) (HECT-type E3 ubiquitin transferase HECTD4)	HECTD4 C12orf51 KIAA0614	Homo sapiens (Human)	3996	GO:0004842; GO:0006006; GO:0016020; GO:0016567; GO:0042593
g12331	3380.53513	1.780464163	0.375883218	4.73674822	2.17E-06	2.40E-05	2429	3898	4363	5998	3191	5840	2407	1646	1187	3840	1067	1295	sp	Q5ZIJ9	MIB2_CHICK	32.716	810	424	18	1	2130	9	797	1.63E-120	387	Q5ZIJ9	reviewed	MIB2_CHICK	E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)	MIB2 RCJMB04_25j24	Gallus gallus (Chicken)	954	GO:0005737; GO:0007219; GO:0008270; GO:0016567; GO:0061630
g23238	962.960096	1.69597179	0.488784219	3.469776077	0.000520892	0.002739885	1834	2857	1487	200	382	1455	769	486	227	759	458	672	sp	Q4KLT0	RN217_XENLA	42.742	248	133	4	460	1200	3	242	1.77E-59	200	Q4KLT0	reviewed	RN217_XENLA	E3 ubiquitin-protein ligase RNF217 (EC 2.3.2.31) (RING finger protein 217)	rnf217	Xenopus laevis (African clawed frog)	282	GO:0004842; GO:0005737; GO:0008270; GO:0016020; GO:0016567
g23235	206.761389	1.467796764	0.415222032	3.5349684	0.000407824	0.002221551	402	400	506	89	82	224	198	123	127	129	178	53	sp	Q4KLT0	RN217_XENLA	50	148	73	1	622	1062	95	242	2.10E-47	167	Q4KLT0	reviewed	RN217_XENLA	E3 ubiquitin-protein ligase RNF217 (EC 2.3.2.31) (RING finger protein 217)	rnf217	Xenopus laevis (African clawed frog)	282	GO:0004842; GO:0005737; GO:0008270; GO:0016020; GO:0016567
g18476	1034.804131	1.0517391	0.193311914	5.440632591	5.31E-08	8.95E-07	1462	1387	1214	1135	910	1010	987	858	821	927	451	883	sp	Q8QG64	RBX1_SALSA	100	87	0	0	70	330	21	107	3.46E-61	185	Q8QG64	reviewed	RBX1_SALSA	E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (Hyperosmotic protein 21) (sHOP21) (RING-box protein 1) (Rbx1)	rbx1 hop21	Salmo salar (Atlantic salmon)	108	GO:0005634; GO:0005737; GO:0006513; GO:0008270; GO:0016567; GO:0019005; GO:0031146; GO:0031463; GO:0031464; GO:0031465; GO:0031467; GO:0043161; GO:0045116; GO:0061630; GO:0061663; GO:0097602
g868	95.07996705	-2.641503291	0.326140806	-8.099272583	5.53E-16	4.30E-14	29	24	37	33	8	10	267	230	150	209	226	122	sp	Q56A24	KLH24_RAT	33.333	567	346	10	97	1779	52	592	8.31E-93	301	Q56A24	reviewed	KLH24_RAT	Kelch-like protein 24 (Kainate receptor-interacting protein for GluR6) (KRIP6) (Protein DRE1)	Klhl24 Dre1	Rattus norvegicus (Rat)	600	GO:0005737; GO:0005912; GO:0016567; GO:0030057; GO:0030424; GO:0031463; GO:0043204; GO:0045109; GO:0051865
g17553	97.40747205	0.803129913	0.301470229	2.664043864	0.007720749	0.025918223	109	145	77	94	93	100	138	93	57	106	93	42	sp	Q8VHQ4	RB40C_MOUSE	69.748	238	66	2	4	714	4	236	2.13E-118	343	Q8VHQ4	reviewed	RB40C_MOUSE	Ras-related protein Rab-40C (SOCS box-containing protein RAR3)	Rab40c	Mus musculus (Mouse)	281	GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0005811; GO:0005886; GO:0006887; GO:0008021; GO:0009306; GO:0016567; GO:0019003; GO:0035556; GO:0048471
g11233	48.1883559	4.061535263	1.448912059	2.803162026	0.005060424	0.018404972	3	0	158	7	8	285	4	0	24	0	2	7	sp	Q32L65	MARH2_BOVIN	38.158	76	27	1	175	402	62	117	4.85E-08	56.2	Q32L65	reviewed	MARH2_BOVIN	E3 ubiquitin-protein ligase MARCHF2 (EC 2.3.2.27) (Membrane-associated RING finger protein 2) (Membrane-associated RING-CH protein II) (MARCH-II) (RING finger protein 172) (RNF172) (RING-type E3 ubiquitin transferase MARCHF2)	MARCHF2 MARCH2 RNF172	Bos taurus (Bovine)	245	GO:0000139; GO:0004842; GO:0005737; GO:0005765; GO:0005783; GO:0005789; GO:0005886; GO:0006897; GO:0008270; GO:0010008; GO:0016567; GO:0031410; GO:0061630; GO:0140367; GO:0140374
g17329	411.2786026	1.987134134	0.391268888	5.078691904	3.80E-07	5.11E-06	713	362	416	372	683	565	284	130	173	200	108	324	sp	A9JRZ0	SMUF2_DANRE	67.614	528	105	6	1	1398	242	765	0	733	A9JRZ0	reviewed	SMUF2_DANRE	E3 ubiquitin-protein ligase SMURF2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	smurf2	Danio rerio (Zebrafish) (Brachydanio rerio)	765	GO:0005634; GO:0005737; GO:0005886; GO:0016567; GO:0030514; GO:0043161; GO:0045121; GO:0046332; GO:0061630
g12959	720.8512633	1.260846705	0.345419334	3.650191466	0.000262045	0.001532941	948	594	648	919	1081	594	626	400	371	607	616	465	sp	E1C760	UVSSA_CHICK	37.215	790	424	15	73	2415	1	727	3.35E-126	398	E1C760	reviewed	UVSSA_CHICK	UV-stimulated scaffold protein A	UVSSA	Gallus gallus (Chicken)	730	GO:0000993; GO:0005694; GO:0006283; GO:0009411; GO:0016567
g14363	1106.996185	0.546852485	0.176437182	3.099417475	0.001939016	0.008284427	1327	1043	974	1163	874	1207	1594	1015	1020	1070	866	1071	sp	Q6GPF3	CUL3B_XENLA	78.609	762	150	3	10	2256	7	768	0	1233	Q6GPF3	reviewed	CUL3B_XENLA	Cullin-3-B (CUL-3-B)	cul3b	Xenopus laevis (African clawed frog)	768	GO:0000922; GO:0005634; GO:0005737; GO:0005813; GO:0005827; GO:0006513; GO:0006888; GO:0007080; GO:0007229; GO:0016477; GO:0016567; GO:0017145; GO:0031463; GO:0031625; GO:0035024; GO:0040016; GO:0043149; GO:0043161; GO:0045842; GO:0048208; GO:0072686; GO:1901992
g12243	2089.093271	1.381356364	0.361315305	3.823132718	0.000131767	0.000854779	2956	1572	1911	1429	2886	3563	2180	1432	1491	1461	786	1281	sp	Q5ZIJ9	MIB2_CHICK	47.433	974	413	13	1	2721	9	950	0	879	Q5ZIJ9	reviewed	MIB2_CHICK	E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)	MIB2 RCJMB04_25j24	Gallus gallus (Chicken)	954	GO:0005737; GO:0007219; GO:0008270; GO:0016567; GO:0061630
g22135	140.3067785	-1.080587781	0.401941125	-2.68842304	0.007179038	0.024496143	61	178	90	90	32	36	385	301	231	279	86	159	sp	Q5R792	ATG5_PONAB	57.554	278	107	4	1	822	1	271	1.71E-116	338	Q5R792	reviewed	ATG5_PONAB	Autophagy protein 5 (APG5-like)	ATG5 APG5L	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	275	GO:0000045; GO:0000423; GO:0001974; GO:0002718; GO:0005776; GO:0005930; GO:0006325; GO:0006914; GO:0006995; GO:0009410; GO:0009620; GO:0010659; GO:0010667; GO:0016567; GO:0019776; GO:0019883; GO:0031397; GO:0032480; GO:0034045; GO:0034274; GO:0035973; GO:0039689; GO:0042311; GO:0044233; GO:0044804; GO:0045060; GO:0045824; GO:0048840; GO:0050687; GO:0050765; GO:0051279; GO:0051649; GO:0055015; GO:0060047; GO:0070254; GO:0070257; GO:0071500; GO:1901096; GO:1902017; GO:1904093; GO:1904973; GO:2000378
g5708	272.533483	1.14844579	0.232003368	4.950125516	7.42E-07	9.27E-06	422	309	271	249	276	351	227	215	185	276	160	171	sp	Q5RB36	CUL5_PONAB	63.322	289	101	3	1	861	1	286	6.03E-118	359	Q5RB36	reviewed	CUL5_PONAB	Cullin-5 (CUL-5)	CUL5	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	780	GO:0005634; GO:0016567; GO:0019005; GO:0031146; GO:0031466; GO:0031625; GO:0038026; GO:0090734; GO:0160072; GO:2001222
g5709	429.9058296	1.322084954	0.271311075	4.872948715	1.10E-06	1.31E-05	636	557	406	373	486	580	371	246	260	381	179	365	sp	Q93034	CUL5_HUMAN	75.456	493	87	3	1	1401	296	780	0	749	Q93034	reviewed	CUL5_HUMAN	Cullin-5 (CUL-5) (Vasopressin-activated calcium-mobilizing receptor 1) (VACM-1)	CUL5 VACM1	Homo sapiens (Human)	780	GO:0000082; GO:0004842; GO:0005262; GO:0005634; GO:0005829; GO:0016567; GO:0019005; GO:0030674; GO:0031146; GO:0031466; GO:0031625; GO:0038023; GO:0038026; GO:0038128; GO:0043161; GO:0070979; GO:0090734; GO:0097193; GO:0160072; GO:2001222
g2272	552.1959476	3.278788769	0.41571622	7.887084051	3.09E-15	2.14E-13	755	610	734	531	1316	587	255	121	82	125	123	80	sp	P56273	MDM2_XENLA	56.364	55	24	0	1885	2049	418	472	5.83E-15	81.6	P56273	reviewed	MDM2_XENLA	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Xdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	mdm2	Xenopus laevis (African clawed frog)	473	GO:0002039; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006915; GO:0010468; GO:0016567; GO:0042802; GO:0043066; GO:0046872; GO:0051726; GO:0061630; GO:0065008
g23737	181.8016563	-1.614777222	0.361313769	-4.469182635	7.85E-06	7.40E-05	67	73	82	150	45	40	455	301	292	224	467	247	sp	E7FDW2	PZR3B_DANRE	35.556	90	57	1	724	990	18	107	2.80E-09	63.9	E7FDW2	reviewed	PZR3B_DANRE	E3 ubiquitin-protein ligase PDZRN3-B (EC 2.3.2.27) (PDZ domain-containing RING finger protein 3-B)	pdzrn3b pdzrn3	Danio rerio (Zebrafish) (Brachydanio rerio)	1053	GO:0005737; GO:0007528; GO:0016567; GO:0045202; GO:0046872; GO:0061630
g8543	60.97608986	-1.2197749	0.475722382	-2.564047746	0.010345931	0.03300566	29	44	23	43	26	19	196	124	160	93	50	23	sp	Q7Z6M2	FBX33_HUMAN	26.622	447	298	12	25	1311	71	505	4.59E-32	132	Q7Z6M2	reviewed	FBX33_HUMAN	F-box only protein 33	FBXO33 FBX33	Homo sapiens (Human)	555	GO:0016567; GO:0031398
g19074	163.8212835	-0.703159541	0.232275675	-3.027262935	0.002467792	0.010139331	116	137	98	166	53	80	370	228	196	249	258	199	sp	Q9UJX3	APC7_HUMAN	46.986	564	292	4	4	1677	1	563	2.51E-158	467	Q9UJX3	reviewed	APC7_HUMAN	Anaphase-promoting complex subunit 7 (APC7) (Cyclosome subunit 7)	ANAPC7 APC7	Homo sapiens (Human)	565	GO:0000792; GO:0005634; GO:0005654; GO:0005680; GO:0005819; GO:0005829; GO:0007346; GO:0007420; GO:0015630; GO:0016567; GO:0019903; GO:0031145; GO:0045842; GO:0051301; GO:0051445; GO:0070936; GO:0070979; GO:0140767; GO:0141198
g21625	902.4658489	1.1623049	0.253159167	4.591202106	4.41E-06	4.49E-05	1103	839	997	876	1040	1212	902	525	721	691	652	580	sp	Q71U00	SKP1_XENLA	84.049	163	25	1	1	486	1	163	1.13E-79	236	Q71U00	reviewed	SKP1_XENLA	S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (S-phase kinase-associated protein 1A) (p19A) (p19skp1)	skp1 skp1a	Xenopus laevis (African clawed frog)	163	GO:0005634; GO:0005737; GO:0016567; GO:0019005; GO:0031146; GO:0031467; GO:0097602
g10609	498.3887247	-0.912580488	0.251543086	-3.627929131	0.000285704	0.001653124	359	445	312	391	156	166	1312	892	611	915	699	458	sp	Q91ZT9	ASB8_MOUSE	52.107	261	124	1	4	786	3	262	9.87E-98	291	Q91ZT9	reviewed	ASB8_MOUSE	Ankyrin repeat and SOCS box protein 8 (ASB-8)	Asb8	Mus musculus (Mouse)	288	GO:0005737; GO:0016567; GO:0035556
g21796	14396.64259	0.661671638	0.22166168	2.985051983	0.002835301	0.011424131	15319	16370	13476	15278	12501	14943	14954	11878	12627	12369	16899	11332	sp	P63245	RACK1_RAT	80.769	312	60	0	1	936	1	312	0	540	P63245	reviewed	RACK1_RAT	"Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) (Receptor of activated protein kinase C 1) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Receptor of activated protein C kinase 1, N-terminally processed)]"	Rack1 Gnb2l1	Rattus norvegicus (Rat)	317	GO:0001649; GO:0001891; GO:0001934; GO:0005080; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006412; GO:0007205; GO:0007369; GO:0008047; GO:0008200; GO:0008656; GO:0010629; GO:0015935; GO:0016020; GO:0016567; GO:0017148; GO:0019899; GO:0019903; GO:0030178; GO:0030292; GO:0030308; GO:0030332; GO:0030335; GO:0030425; GO:0030496; GO:0030971; GO:0031334; GO:0032436; GO:0032880; GO:0033137; GO:0035591; GO:0042169; GO:0042803; GO:0042998; GO:0043005; GO:0043022; GO:0043025; GO:0043065; GO:0043204; GO:0043473; GO:0043547; GO:0044297; GO:0045182; GO:0045879; GO:0048471; GO:0048511; GO:0050765; GO:0051302; GO:0051434; GO:0051726; GO:0051898; GO:0051901; GO:0071333; GO:0071363; GO:0072344; GO:0106070; GO:1903076; GO:1903751; GO:1990630; GO:2000114; GO:2000543; GO:2001244
g23854	60.92048869	-2.187878565	0.582619182	-3.755246367	0.000173171	0.001079523	0	35	21	23	7	27	181	91	105	135	132	94	sp	Q9R1A8	COP1_MOUSE	52.924	342	132	9	100	1092	123	446	6.47E-111	343	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g23853	54.23902331	-2.155465952	0.383718717	-5.617307308	1.94E-08	3.67E-07	25	17	7	31	8	15	187	76	79	97	130	91	sp	Q9R1A8	COP1_MOUSE	76.981	265	57	1	1	783	469	733	6.45E-148	434	Q9R1A8	reviewed	COP1_MOUSE	E3 ubiquitin-protein ligase COP1 (EC 2.3.2.27) (Constitutive photomorphogenesis protein 1 homolog) (mCOP1) (RING finger and WD repeat domain protein 2) (RING-type E3 ubiquitin transferase RFWD2)	Cop1 Rfwd2 RNF200	Mus musculus (Mouse)	733	GO:0000139; GO:0010212; GO:0016567; GO:0016607; GO:0031464; GO:0032436; GO:0043161; GO:0046872; GO:0061630
g16921	661.5093978	1.600870908	0.338914946	4.723518175	2.32E-06	2.53E-05	1127	925	627	1107	616	658	880	333	294	579	133	343	sp	Q8LEV3	Y2060_ARATH	23.108	251	142	9	145	807	344	573	2.63E-07	57	Q8LEV3	reviewed	Y2060_ARATH	BTB/POZ domain-containing protein At2g30600	At2g30600/At2g30610 T6B20.5/T6B20.4	Arabidopsis thaliana (Mouse-ear cress)	809	GO:0016567
g19889	473.7226721	1.539740668	0.390108195	3.946958019	7.92E-05	0.000551304	702	421	424	350	784	613	328	185	303	428	184	340	sp	A5HK05	APBP2_RAT	67.826	575	183	1	10	1734	3	575	0	808	A5HK05	reviewed	APBP2_RAT	Amyloid protein-binding protein 2 (Amyloid beta precursor protein-binding protein 2) (APP-BP2)	Appbp2	Rattus norvegicus (Rat)	585	GO:0005654; GO:0005874; GO:0006886; GO:0016567; GO:0030659; GO:0031462; GO:0043161; GO:0046907; GO:1990756
g4112	67.42908798	-1.204258845	0.366641455	-3.284568147	0.001021388	0.004849551	55	30	67	29	20	18	163	116	93	157	41	133	sp	Q5F4A1	G2E3_CHICK	43.871	310	169	3	31	957	6	311	2.40E-77	276	Q5F4A1	reviewed	G2E3_CHICK	G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase)	G2E3 RCJMB04_1m6	Gallus gallus (Chicken)	742	GO:0004842; GO:0005634; GO:0005730; GO:0005737; GO:0006915; GO:0016567; GO:0046872
g133	50.07800856	4.753232026	1.168068461	4.06930945	4.72E-05	0.000349903	12	212	142	4	0	168	5	8	10	2	0	1	sp	Q9R1R2	TRIM3_MOUSE	30	180	122	2	16	549	7	184	9.52E-21	97.4	Q9R1R2	reviewed	TRIM3_MOUSE	Tripartite motif-containing protein 3 (EC 2.3.2.27) (RING finger protein 22) (RING finger protein HAC1)	Trim3 Hac1 Rnf22	Mus musculus (Mouse)	744	GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0017148; GO:0030371; GO:0030425; GO:0034141; GO:0042802; GO:0043161; GO:0061630; GO:0070534; GO:0098794; GO:0098978; GO:0140252
g16370	147.1775256	-1.838028602	0.430716797	-4.267371545	1.98E-05	0.000164418	94	102	68	62	23	7	416	243	228	226	300	278	sp	Q922Y2	TRI59_MOUSE	34.118	85	47	3	64	297	6	88	2.26E-09	63.2	Q922Y2	reviewed	TRI59_MOUSE	Tripartite motif-containing protein 59 (EC 2.3.2.27) (RING finger protein 1)	Trim59 Mrf1	Mus musculus (Mouse)	403	GO:0005783; GO:0005789; GO:0008270; GO:0016567; GO:0043124; GO:0045087; GO:0046597; GO:0061630
g13099	362.1334854	-1.279417546	0.396314793	-3.228286121	0.001245343	0.005704242	180	162	292	283	96	93	584	531	322	506	1150	526	sp	Q7L273	KCTD9_HUMAN	58.647	399	155	2	1	1197	1	389	1.36E-166	475	Q7L273	reviewed	KCTD9_HUMAN	BTB/POZ domain-containing protein KCTD9	KCTD9	Homo sapiens (Human)	389	GO:0016567; GO:0035556; GO:0042802; GO:0051260; GO:0097602
g5940	147.6415133	-0.76706658	0.255970287	-2.996701645	0.002729177	0.011050808	153	133	75	74	64	73	292	186	190	162	256	260	sp	Q58WW2	DCAF6_HUMAN	72.263	137	37	1	1264	1671	703	839	6.36E-61	219	Q58WW2	reviewed	DCAF6_HUMAN	DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP)	DCAF6 IQWD1 MSTP055	Homo sapiens (Human)	860	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0016567; GO:0030374; GO:0045944; GO:0080008
g5941	83.98346155	-0.803758838	0.224862563	-3.574444877	0.000350972	0.001963418	62	43	71	63	31	47	183	116	145	127	82	133	sp	Q58WW2	DCAF6_HUMAN	57.66	359	130	4	34	1092	15	357	4.88E-143	432	Q58WW2	reviewed	DCAF6_HUMAN	DDB1- and CUL4-associated factor 6 (Androgen receptor complex-associated protein) (ARCAP) (IQ motif and WD repeat-containing protein 1) (Nuclear receptor interaction protein) (NRIP)	DCAF6 IQWD1 MSTP055	Homo sapiens (Human)	860	GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0016567; GO:0030374; GO:0045944; GO:0080008
g13764	424.1263412	0.580490542	0.242478938	2.393983354	0.016666505	0.048536456	353	417	415	489	287	584	540	438	485	379	308	334	sp	A0A1D5NVS8	MSL2_CHICK	43.137	51	29	0	517	669	456	506	2.12E-07	54.7	A0A1D5NVS8	reviewed	MSL2_CHICK	E3 ubiquitin-protein ligase MSL2 (EC 2.3.2.27) (Male-specific lethal-2 homolog) (MSL-2)	MSL2	Gallus gallus (Chicken)	579	GO:0000785; GO:0005634; GO:0006513; GO:0006974; GO:0016567; GO:0045893; GO:0046872; GO:0061630; GO:0072487; GO:0141054
