gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.IDs
g9023	190.5896121	-0.600425487	0.23804138	-2.522357618	0.011657113	0.035327438	172	133	107	106	120	122	454	274	203	267	289	214	sp	Q8C7R4	UBA6_MOUSE	58.537	205	85	0	1	615	844	1048	1.65E-71	237	Q8C7R4	reviewed	UBA6_MOUSE	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	Uba6 Ube1l2	Mus musculus (Mouse)	1053	GO:0004792; GO:0004839; GO:0005524; GO:0005737; GO:0006511; GO:0007612; GO:0007626; GO:0016567; GO:0016779; GO:0019780; GO:0021764; GO:0021766; GO:0060996
g9022	688.2371499	-0.566740492	0.194053282	-2.920540621	0.003494246	0.013169726	681	457	420	498	282	535	1706	1029	774	980	923	734	sp	A0AVT1	UBA6_HUMAN	54.388	752	335	6	16	2259	38	785	0	855	A0AVT1	reviewed	UBA6_HUMAN	Ubiquitin-like modifier-activating enzyme 6 (Ubiquitin-activating enzyme 6) (EC 6.2.1.45) (Monocyte protein 4) (MOP-4) (Ubiquitin-activating enzyme E1-like protein 2) (E1-L2)	UBA6 MOP4 UBE1L2	Homo sapiens (Human)	1052	GO:0004792; GO:0004839; GO:0005524; GO:0005737; GO:0005829; GO:0006511; GO:0007612; GO:0007626; GO:0016567; GO:0016779; GO:0019780; GO:0021764; GO:0021766; GO:0060996
g23479	309.6371803	1.771811079	0.350165072	5.059930935	4.19E-07	5.39E-06	463	205	275	406	496	434	194	138	198	177	124	130	sp	P46379	BAG6_HUMAN	43.094	181	92	4	4	534	17	190	8.74E-27	112	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381
g23478	1715.613008	1.722633636	0.35175792	4.897213505	9.72E-07	1.13E-05	2700	1074	1432	2661	2802	1851	1439	839	898	910	755	744	sp	P46379	BAG6_HUMAN	28.741	421	238	8	1366	2592	756	1126	1.12E-39	162	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)	BAG6 BAT3 G3	Homo sapiens (Human)	1132	GO:0001822; GO:0002429; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006325; GO:0006511; GO:0006620; GO:0006915; GO:0007130; GO:0007283; GO:0007420; GO:0010498; GO:0016020; GO:0018393; GO:0030101; GO:0030154; GO:0030324; GO:0030544; GO:0031593; GO:0031625; GO:0031647; GO:0032435; GO:0036503; GO:0036506; GO:0042771; GO:0042802; GO:0043022; GO:0043066; GO:0043161; GO:0043231; GO:0045861; GO:0045995; GO:0050821; GO:0051787; GO:0060090; GO:0061857; GO:0070059; GO:0070062; GO:0070628; GO:0071816; GO:0071818; GO:0140677; GO:1904294; GO:1990381
g2493	873.9948659	1.034430788	0.223084129	4.636953739	3.54E-06	3.58E-05	1828	786	1170	1031	599	748	1166	779	785	633	464	507	sp	Q9PTW9	PSA7_CARAU	86.758	219	29	0	4	660	3	221	7.87E-135	383	Q9PTW9	reviewed	PSA7_CARAU	Proteasome subunit alpha type-7 (Proteasome subunit alpha 4)	psma7	Carassius auratus (Goldfish)	251	GO:0005634; GO:0005737; GO:0005839; GO:0006511; GO:0010498; GO:0019773
g20134	218.8541245	-0.749021424	0.215000001	-3.483820558	0.000494311	0.002534242	142	184	129	201	75	117	436	315	287	444	253	287	sp	Q5F3N6	BAP1_CHICK	42.838	740	343	11	1	2154	1	682	1.08E-161	487	Q5F3N6	reviewed	BAP1_CHICK	Ubiquitin carboxyl-terminal hydrolase BAP1 (EC 3.4.19.12) (BRCA1-associated protein 1)	BAP1 RCJMB04_11f19	Gallus gallus (Chicken)	700	GO:0001558; GO:0003682; GO:0004843; GO:0005634; GO:0005737; GO:0006325; GO:0006511; GO:0016579; GO:0035517; GO:0045892; GO:0051726; GO:0071108
g9303	2581.872791	1.142848562	0.219373955	5.209590913	1.89E-07	2.67E-06	4054	2700	2690	3377	2527	2534	2663	1976	2131	1928	1271	1805	sp	Q9UMX0	UBQL1_HUMAN	58.609	302	111	2	481	1344	179	480	6.68E-102	323	Q9UMX0	reviewed	UBQL1_HUMAN	Ubiquilin-1 (Protein linking IAP with cytoskeleton 1) (PLIC-1) (hPLIC-1)	UBQLN1 DA41 PLIC1	Homo sapiens (Human)	589	GO:0000045; GO:0000502; GO:0005654; GO:0005737; GO:0005776; GO:0005783; GO:0005829; GO:0005886; GO:0006511; GO:0016235; GO:0016236; GO:0016241; GO:0019900; GO:0031396; GO:0031398; GO:0031410; GO:0031593; GO:0032991; GO:0034140; GO:0034976; GO:0035973; GO:0036503; GO:0042802; GO:0048471; GO:0071456; GO:0097352; GO:1901340; GO:1902175; GO:1904294
g6282	495.6749398	0.708503121	0.172614957	4.104529149	4.05E-05	0.000295834	593	722	428	571	379	449	621	447	392	461	427	406	sp	Q9Z2A5	ATE1_MOUSE	53.036	247	113	1	103	834	269	515	5.63E-89	276	Q9Z2A5	reviewed	ATE1_MOUSE	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	Ate1	Mus musculus (Mouse)	516	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0010498
g6283	641.2477463	0.816613825	0.191304049	4.268669847	1.97E-05	0.000159363	789	1032	667	726	458	556	833	582	605	640	354	445	sp	O95260	ATE1_HUMAN	58.163	98	41	0	10	303	10	107	3.77E-36	137	O95260	reviewed	ATE1_HUMAN	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	ATE1	Homo sapiens (Human)	518	GO:0004057; GO:0005634; GO:0005737; GO:0006511; GO:0006979; GO:0010498; GO:0016598
g22627	88.05611698	-1.18851251	0.420839539	-2.824146499	0.004740671	0.017030898	40	57	79	54	21	28	149	150	63	121	279	115	sp	Q5XIU5	PSMF1_RAT	33.333	75	50	0	100	324	65	139	2.39E-17	62.4	Q5XIU5	reviewed	PSMF1_RAT	Proteasome inhibitor PI31 subunit	Psmf1	Rattus norvegicus (Rat)	271	GO:0000502; GO:0004866; GO:0005783; GO:0005829; GO:0006511; GO:0042803; GO:0043161; GO:0046982; GO:0048471; GO:0070628; GO:1901799
g9683	417.6186251	-2.093988274	0.33573582	-6.237011814	4.46E-10	1.16E-08	127	232	221	164	60	59	1165	879	438	992	868	656	sp	Q6ZT12	UBR3_HUMAN	33.293	817	434	17	1789	3951	1082	1883	8.02E-122	421	Q6ZT12	reviewed	UBR3_HUMAN	E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)	UBR3 KIAA2024 ZNF650	Homo sapiens (Human)	1888	GO:0000151; GO:0001701; GO:0001967; GO:0004842; GO:0005737; GO:0006511; GO:0007608; GO:0008270; GO:0009792; GO:0016020; GO:0016567; GO:0042048; GO:0045732; GO:0061630; GO:0071596; GO:1904878
g16612	121.5612444	-1.67837445	0.396996386	-4.227681942	2.36E-05	0.000187219	35	95	81	41	30	22	199	223	124	229	267	281	sp	Q5ZHY5	CHIP_CHICK	59.286	280	112	1	4	837	35	314	2.25E-117	342	Q5ZHY5	reviewed	CHIP_CHICK	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 RCJMB04_32b21	Gallus gallus (Chicken)	314	GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005739; GO:0006281; GO:0006511; GO:0006515; GO:0030018; GO:0034450; GO:0042803; GO:0043161; GO:0045862; GO:0051087; GO:0061630; GO:0071218
g12805	435.2743774	1.555237448	0.382360689	4.067461673	4.75E-05	0.000338461	528	841	558	263	576	448	549	177	131	398	267	183	sp	Q8TDB6	DTX3L_HUMAN	64.211	95	34	0	799	1083	646	740	9.39E-26	112	Q8TDB6	reviewed	DTX3L_HUMAN	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)	DTX3L BBAP	Homo sapiens (Human)	740	GO:0000077; GO:0002230; GO:0004842; GO:0004857; GO:0005634; GO:0005654; GO:0005737; GO:0005764; GO:0005765; GO:0005829; GO:0006302; GO:0006511; GO:0007219; GO:0008333; GO:0015031; GO:0019899; GO:0031901; GO:0032092; GO:0032991; GO:0035563; GO:0042393; GO:0044389; GO:0045087; GO:0045893; GO:0046872; GO:0051444; GO:0051607; GO:0051865; GO:0070936; GO:0097677; GO:0140768; GO:0140852; GO:0140861; GO:0141000; GO:1900182; GO:1902966; GO:2000646
g7741	603.167444	-0.667908885	0.159541932	-4.186415918	2.83E-05	0.000219567	448	492	502	425	264	284	1314	899	890	975	766	634	sp	Q3U1J4	DDB1_MOUSE	74.781	1142	285	3	1	3423	1	1140	0	1806	Q3U1J4	reviewed	DDB1_MOUSE	DNA damage-binding protein 1 (DDB p127 subunit) (Damage-specific DNA-binding protein 1) (UV-damaged DNA-binding factor)	Ddb1	Mus musculus (Mouse)	1140	GO:0003684; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006281; GO:0006511; GO:0006915; GO:0006974; GO:0007056; GO:0010498; GO:0016055; GO:0016567; GO:0019076; GO:0031464; GO:0031465; GO:0034644; GO:0035234; GO:0035861; GO:0042752; GO:0043066; GO:0043161; GO:0044725; GO:0044877; GO:0045070; GO:0045722; GO:0045732; GO:0046726; GO:0048511; GO:0051093; GO:0051702; GO:0070914; GO:0071987; GO:0080008; GO:0097602; GO:0160072; GO:1901990; GO:2000242
g19157	1461.49255	1.305860853	0.314227254	4.155784823	3.24E-05	0.000245989	1795	2274	1202	839	1893	2061	1222	786	634	1367	1208	954	sp	Q8CJB9	BRE1B_RAT	65.13	347	121	0	1888	2928	656	1002	1.20E-139	446	Q8CJB9	reviewed	BRE1B_RAT	E3 ubiquitin-protein ligase BRE1B (BRE1-B) (EC 2.3.2.27) (RING finger protein 40) (RING-type E3 ubiquitin transferase BRE1B) (Syntaxin-1-interacting RING finger protein) (Protein staring)	Rnf40 Bre1b	Rattus norvegicus (Rat)	1002	GO:0000151; GO:0003730; GO:0004842; GO:0005634; GO:0006325; GO:0006511; GO:0016567; GO:0017075; GO:0031624; GO:0031625; GO:0032991; GO:0033503; GO:0042803; GO:0043434; GO:0045944; GO:0046872; GO:0061630; GO:1901800; GO:1902916
g4903	302.5518872	-0.858589698	0.213041663	-4.030149246	5.57E-05	0.000385964	307	246	224	164	62	178	618	484	421	569	423	345	sp	Q6NRG0	RNF8B_XENLA	42.135	178	91	4	1279	1812	292	457	3.69E-34	140	Q6NRG0	reviewed	RNF8B_XENLA	E3 ubiquitin-protein ligase rnf8-B (EC 2.3.2.27) (RING finger protein 8-B) (RING-type E3 ubiquitin transferase rnf8-B)	rnf8-B	Xenopus laevis (African clawed frog)	532	GO:0000151; GO:0000781; GO:0003682; GO:0005634; GO:0006302; GO:0006303; GO:0006511; GO:0006974; GO:0008270; GO:0010212; GO:0034244; GO:0035092; GO:0035861; GO:0040029; GO:0042393; GO:0042803; GO:0043130; GO:0045190; GO:0045739; GO:0061630; GO:0070534; GO:0070936; GO:0085020; GO:0140861; GO:1905168
g18018	808.1465234	0.880856899	0.20664149	4.262730097	2.02E-05	0.000163124	1089	1063	751	815	712	868	892	575	639	587	852	567	sp	Q5U2S1	NFIP1_RAT	31.98	197	127	2	34	624	23	212	1.70E-24	99.4	Q5U2S1	reviewed	NFIP1_RAT	NEDD4 family-interacting protein 1	Ndfip1 N4wbp5	Rattus norvegicus (Rat)	221	GO:0000139; GO:0002761; GO:0002829; GO:0005576; GO:0005783; GO:0005794; GO:0005938; GO:0006511; GO:0006879; GO:0007034; GO:0010008; GO:0010629; GO:0030001; GO:0030163; GO:0030425; GO:0031398; GO:0032713; GO:0035739; GO:0045202; GO:0045619; GO:0045732; GO:0048294; GO:0048302; GO:0048471; GO:0050699; GO:0050728; GO:0051224; GO:2000562
g1007	174.9504684	0.680930117	0.280348948	2.428866322	0.015146116	0.043618994	249	123	213	175	164	158	275	167	105	174	98	185	sp	Q80Z37	TOPRS_MOUSE	37.38	313	138	7	91	906	104	399	3.64E-53	203	Q80Z37	reviewed	TOPRS_MOUSE	E3 ubiquitin-protein ligase Topors (EC 2.3.2.27) (RING-type E3 ubiquitin transferase Topors) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3)	Topors	Mus musculus (Mouse)	1033	GO:0000151; GO:0000209; GO:0000922; GO:0000930; GO:0003677; GO:0003823; GO:0004842; GO:0005634; GO:0005814; GO:0006511; GO:0006513; GO:0006974; GO:0008630; GO:0016605; GO:0016607; GO:0016925; GO:0019789; GO:0032391; GO:0034504; GO:0036064; GO:0042127; GO:0042771; GO:0043161; GO:0044547; GO:0045893; GO:0046872; GO:0051457; GO:0061630; GO:0070936
g4138	211.3295892	-0.956085103	0.345996512	-2.763279602	0.005722372	0.019839243	180	133	181	146	43	92	461	249	235	290	576	217	sp	Q5R4I2	RNF8_PONAB	42.708	96	55	0	211	498	387	482	5.38E-20	92.8	Q5R4I2	reviewed	RNF8_PONAB	E3 ubiquitin-protein ligase RNF8 (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	RNF8	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	486	GO:0000151; GO:0000781; GO:0003682; GO:0005634; GO:0005737; GO:0005829; GO:0006302; GO:0006303; GO:0006511; GO:0006974; GO:0008270; GO:0010212; GO:0030496; GO:0034244; GO:0035092; GO:0035861; GO:0040029; GO:0042393; GO:0042803; GO:0043130; GO:0045190; GO:0045739; GO:0051301; GO:0061630; GO:0070534; GO:0070936; GO:0085020; GO:0140861; GO:1905168
g1373	123.460927	-0.972298117	0.350381131	-2.774972824	0.005520632	0.019279213	44	89	145	65	42	53	233	249	160	276	174	107	sp	Q96EH8	NEUL3_HUMAN	30.464	151	95	5	10	450	19	163	3.53E-10	65.5	Q96EH8	reviewed	NEUL3_HUMAN	E3 ubiquitin-protein ligase NEURL3 (EC 2.3.2.27) (Lung-inducible neuralized-related C3CH4 RING domain protein) (Neuralized-like protein 3) (RING-type E3 ubiquitin transferase NEURL3)	NEURL3 LINCR	Homo sapiens (Human)	262	GO:0005769; GO:0016567; GO:0045087; GO:0046872; GO:0061630; GO:0070086
g184	164.1851131	-1.143359839	0.315785983	-3.620679509	0.00029383	0.00162776	80	136	92	145	38	49	375	236	291	219	284	243	sp	Q8K0G5	EIPR1_MOUSE	65.206	388	133	1	1	1164	1	386	7.33E-175	495	Q8K0G5	reviewed	EIPR1_MOUSE	EARP and GARP complex-interacting protein 1 (Endosome-associated recycling protein-interacting protein) (Golgi-associated retrograde protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein)	Eipr1 Tssc1	Mus musculus (Mouse)	386	GO:0000938; GO:0005802; GO:0016567; GO:0032456; GO:0050796; GO:1904811; GO:1905281; GO:1990745; GO:2001137
g258	215.208974	-1.500983642	0.487397395	-3.079588969	0.002072864	0.008558189	78	307	110	18	44	91	569	266	348	500	331	308	sp	O35709	ENC1_MOUSE	36.975	119	72	1	379	735	27	142	7.89E-16	82	O35709	reviewed	ENC1_MOUSE	Ectoderm-neural cortex protein 1 (ENC-1)	Enc1 Enc-1	Mus musculus (Mouse)	589	GO:0000785; GO:0003779; GO:0005654; GO:0005737; GO:0005856; GO:0010499; GO:0010976; GO:0016363; GO:0016567; GO:0017148; GO:0031463; GO:0043025
g9940	182.8343521	-0.613666039	0.252000952	-2.435173493	0.014884651	0.043052756	176	188	135	91	47	142	443	197	344	273	169	226	sp	Q9D4H8	CUL2_MOUSE	59.383	746	298	4	1	2226	1	745	0	939	Q9D4H8	reviewed	CUL2_MOUSE	Cullin-2 (CUL-2)	Cul2	Mus musculus (Mouse)	745	GO:0005654; GO:0005730; GO:0016567; GO:0019005; GO:0030163; GO:0030674; GO:0030891; GO:0031146; GO:0031462; GO:0031625; GO:0044877; GO:0140627; GO:0160072
g14623	453.7549971	-1.472826016	0.344254722	-4.278303013	1.88E-05	0.000153486	143	226	381	266	133	96	1043	737	696	1183	459	820	sp	O15541	R113A_HUMAN	55.758	330	133	7	16	978	13	338	1.07E-119	351	O15541	reviewed	R113A_HUMAN	E3 ubiquitin-protein ligase RNF113A (EC 2.3.2.27) (Cwc24 homolog) (RING finger protein 113A) (Zinc finger protein 183)	RNF113A RNF113 ZNF183	Homo sapiens (Human)	343	GO:0000398; GO:0005634; GO:0005654; GO:0005684; GO:0006281; GO:0016567; GO:0016607; GO:0034247; GO:0046872; GO:0061630; GO:0070100; GO:0071005
g1120	147.5837933	-1.483857516	0.375327174	-3.953504083	7.70E-05	0.000513691	58	191	57	46	34	43	427	261	244	349	138	207	sp	Q8HXD5	RN220_MACFA	37.371	388	204	11	379	1494	202	566	1.78E-53	192	Q8HXD5	reviewed	RN220_MACFA	E3 ubiquitin-protein ligase RNF220 (EC 2.3.2.27) (RING finger protein 220) (RING-type E3 ubiquitin transferase RNF220)	RNF220 QflA-23520	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	566	GO:0004842; GO:0005634; GO:0005652; GO:0005737; GO:0008013; GO:0016567; GO:0046872; GO:0051865; GO:0061630; GO:0090263
g17399	54.91201989	-1.616721484	0.525189291	-3.078359578	0.002081436	0.008583313	45	30	72	11	0	19	218	117	72	105	55	54	sp	Q5XGG5	CCNF_XENTR	40.65	615	337	10	52	1866	30	626	2.00E-130	410	Q5XGG5	reviewed	CCNF_XENTR	Cyclin-F	ccnf	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	763	GO:0005634; GO:0005814; GO:0010826; GO:0016567; GO:0019005; GO:0031146; GO:0048471; GO:0051301
g14981	525.0506149	-0.940509067	0.274871151	-3.421636155	0.000622456	0.003073463	325	381	360	479	114	233	1050	685	576	797	1104	814	sp	E9Q4F2	KLH18_MOUSE	60.32	562	223	0	61	1746	10	571	0	745	E9Q4F2	reviewed	KLH18_MOUSE	Kelch-like protein 18	Klhl18	Mus musculus (Mouse)	574	GO:0016567; GO:0051301
g13662	222.3821892	-0.81608183	0.240367571	-3.395141144	0.000685932	0.00334196	238	181	141	128	88	81	424	372	308	375	366	219	sp	Q5ZKD9	KLH20_CHICK	28.788	198	122	4	52	624	58	243	2.63E-10	63.2	Q5ZKD9	reviewed	KLH20_CHICK	Kelch-like protein 20	KLHL20 RCJMB04_11i2	Gallus gallus (Chicken)	610	GO:0005737; GO:0005802; GO:0005829; GO:0006895; GO:0015031; GO:0016567; GO:0016605; GO:0019964; GO:0031463; GO:0043066; GO:0043161; GO:0048471; GO:1990390
g19743	1116.137262	0.952759044	0.352460913	2.703162272	0.006868321	0.022981382	1290	876	911	1031	1865	890	1577	679	606	938	758	933	sp	Q9Y4D8	HECD4_HUMAN	50.113	1325	579	19	4	3870	1752	3030	0	1166	Q9Y4D8	reviewed	HECD4_HUMAN	Probable E3 ubiquitin-protein ligase HECTD4 (EC 2.3.2.26) (HECT domain-containing protein 4) (HECT-type E3 ubiquitin transferase HECTD4)	HECTD4 C12orf51 KIAA0614	Homo sapiens (Human)	3996	GO:0004842; GO:0006006; GO:0016020; GO:0016567; GO:0042593
g12331	3380.53513	1.708649164	0.32408391	5.272243115	1.35E-07	1.97E-06	2429	3898	4363	5998	3191	5840	2407	1646	1187	3840	1067	1295	sp	Q5ZIJ9	MIB2_CHICK	32.716	810	424	18	1	2130	9	797	1.63E-120	387	Q5ZIJ9	reviewed	MIB2_CHICK	E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2)	MIB2 RCJMB04_25j24	Gallus gallus (Chicken)	954	GO:0005737; GO:0007219; GO:0008270; GO:0016567; GO:0061630
g23238	962.960096	1.630713758	0.503644768	3.23782527	0.001204446	0.005434171	1834	2857	1487	200	382	1455	769	486	227	759	458	672	sp	Q4KLT0	RN217_XENLA	42.742	248	133	4	460	1200	3	242	1.77E-59	200	Q4KLT0	reviewed	RN217_XENLA	E3 ubiquitin-protein ligase RNF217 (EC 2.3.2.31) (RING finger protein 217)	rnf217	Xenopus laevis (African clawed frog)	282	GO:0004842; GO:0005737; GO:0008270; GO:0016020; GO:0016567
g23235	206.761389	1.351215405	0.388622629	3.476934445	0.000507182	0.00259253	402	400	506	89	82	224	198	123	127	129	178	53	sp	Q4KLT0	RN217_XENLA	50	148	73	1	622	1062	95	242	2.10E-47	167	Q4KLT0	reviewed	RN217_XENLA	E3 ubiquitin-protein ligase RNF217 (EC 2.3.2.31) (RING finger protein 217)	rnf217	Xenopus laevis (African clawed frog)	282	GO:0004842; GO:0005737; GO:0008270; GO:0016020; GO:0016567
g18476	1034.804131	1.049460667	0.205265285	5.112704124	3.18E-07	4.21E-06	1462	1387	1214	1135	910	1010	987	858	821	927	451	883	sp	Q8QG64	RBX1_SALSA	100	87	0	0	70	330	21	107	3.46E-61	185	Q8QG64	reviewed	RBX1_SALSA	E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (Hyperosmotic protein 21) (sHOP21) (RING-box protein 1) (Rbx1)	rbx1 hop21	Salmo salar (Atlantic salmon)	108	GO:0005634; GO:0005737; GO:0006513; GO:0008270; GO:0016567; GO:0019005; GO:0031146; GO:0031463; GO:0031464; GO:0031465; GO:0031467; GO:0043161; GO:0045116; GO:0061630; GO:0061663; GO:0097602
g18259	3331.6592	-0.933031893	0.39376262	-2.369528865	0.017810765	0.049660704	1687	4403	3773	621	510	2268	8190	6373	4270	4191	3913	4867	sp	Q8WWI1	LMO7_HUMAN	52.941	136	60	1	97	504	74	205	3.63E-34	148	Q8WWI1	reviewed	LMO7_HUMAN	LIM domain only protein 7 (LMO-7) (F-box only protein 20) (LOMP)	LMO7 FBX20 FBXO20 KIAA0858	Homo sapiens (Human)	1683	GO:0000151; GO:0004842; GO:0005634; GO:0005635; GO:0005737; GO:0005829; GO:0005925; GO:0009986; GO:0016324; GO:0016567; GO:0023051; GO:0030155; GO:0045944; GO:0046872
g868	95.07996705	-2.652529822	0.344920309	-7.690268595	1.47E-14	8.89E-13	29	24	37	33	8	10	267	230	150	209	226	122	sp	Q56A24	KLH24_RAT	33.333	567	346	10	97	1779	52	592	8.31E-93	301	Q56A24	reviewed	KLH24_RAT	Kelch-like protein 24 (Kainate receptor-interacting protein for GluR6) (KRIP6) (Protein DRE1)	Klhl24 Dre1	Rattus norvegicus (Rat)	600	GO:0005737; GO:0005912; GO:0016567; GO:0030057; GO:0030424; GO:0031463; GO:0043204; GO:0045109; GO:0051865
g17553	97.40747205	0.791797315	0.313000801	2.529697405	0.011416093	0.034737283	109	145	77	94	93	100	138	93	57	106	93	42	sp	Q8VHQ4	RB40C_MOUSE	69.748	238	66	2	4	714	4	236	2.13E-118	343	Q8VHQ4	reviewed	RB40C_MOUSE	Ras-related protein Rab-40C (SOCS box-containing protein RAR3)	Rab40c	Mus musculus (Mouse)	281	GO:0003924; GO:0005525; GO:0005768; GO:0005794; GO:0005811; GO:0005886; GO:0006887; GO:0008021; GO:0009306; GO:0016567; GO:0019003; GO:0035556; GO:0048471
g17329	411.2786026	1.941384506	0.367403385	5.284068106	1.26E-07	1.86E-06	713	362	416	372	683	565	284	130	173	200	108	324	sp	A9JRZ0	SMUF2_DANRE	67.614	528	105	6	1	1398	242	765	0	733	A9JRZ0	reviewed	SMUF2_DANRE	E3 ubiquitin-protein ligase SMURF2 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	smurf2	Danio rerio (Zebrafish) (Brachydanio rerio)	765	GO:0005634; GO:0005737; GO:0005886; GO:0016567; GO:0030514; GO:0043161; GO:0045121; GO:0046332; GO:0061630
g12959	720.8512633	1.210406015	0.279861594	4.32501652	1.53E-05	0.000127993	948	594	648	919	1081	594	626	400	371	607	616	465	sp	E1C760	UVSSA_CHICK	37.215	790	424	15	73	2415	1	727	3.35E-126	398	E1C760	reviewed	UVSSA_CHICK	UV-stimulated scaffold protein A	UVSSA	Gallus gallus (Chicken)	730	GO:0000993; GO:0005694; GO:0006283; GO:0009411; GO:0016567
g9838	24.87743031	-2.805557503	1.126187245	-2.491199856	0.012731248	0.037930067	36	30	28	0	0	0	67	19	8	48	36	80	sp	Q5R4Q7	LZTR1_PONAB	26.014	296	192	9	4	819	35	327	1.54E-22	107	Q5R4Q7	reviewed	LZTR1_PONAB	Leucine-zipper-like transcriptional regulator 1 (LZTR-1)	LZTR1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	840	GO:0005794; GO:0012505; GO:0016567; GO:0031267; GO:0031463; GO:0046580; GO:0055038
g14363	1106.996185	0.523139709	0.165755	3.15610214	0.001598929	0.006896728	1327	1043	974	1163	874	1207	1594	1015	1020	1070	866	1071	sp	Q6GPF3	CUL3B_XENLA	78.609	762	150	3	10	2256	7	768	0	1233	Q6GPF3	reviewed	CUL3B_XENLA	Cullin-3-B (CUL-3-B)	cul3b	Xenopus laevis (African clawed frog)	768	GO:0000922; GO:0005634; GO:0005737; GO:0005813; GO:0005827; GO:0006513; GO:0006888; GO:0007080; GO:0007229; GO:0016477; GO:0016567; GO:0017145; GO:0031463; GO:0031625; GO:0035024; GO:0040016; GO:0043149; GO:0043161; GO:0045842; GO:0048208; GO:0072686; GO:1901992
