gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2.y	uniprot_accession.y	gene_name.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y	V13.y	V14.y	Entry.y	Reviewed.y	Entry.Name.y	Protein.names.y	Gene.Names.y	Organism.y	Length.y	Gene.Ontology.IDs.y
g13779	2002.885441	1.510916104	0.298558991	5.060695374	4.18E-07	5.14E-06	2056	1254	1272	979	1912	1197	1028	1453	2692	3349	1071	2665	2734	1129	1228	2412	sp	Q5F418	PSMD1_CHICK	71.394	818	229	3	7	2457	2	815	0	1152	Q5F418	reviewed	PSMD1_CHICK	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1)	PSMD1 RCJMB04_3m24	Gallus gallus (Chicken)	955	GO:0005634; GO:0008540; GO:0022624; GO:0030234; GO:0034515; GO:0042176; GO:0043161	1237.158283	1.720514191	0.308835344	5.570975676	2.53E-08	4.65E-07	2862	1140	1325	1525	1474	1223	1140	608	920	509	632	450	sp	Q5F418	PSMD1_CHICK	71.394	818	229	3	7	2457	2	815	0	1152	Q5F418	reviewed	PSMD1_CHICK	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1)	PSMD1 RCJMB04_3m24	Gallus gallus (Chicken)	955	GO:0005634; GO:0008540; GO:0022624; GO:0030234; GO:0034515; GO:0042176; GO:0043161
g13778	602.2112112	1.591182055	0.258751931	6.149449965	7.78E-10	1.75E-08	475	361	393	241	634	400	304	426	732	1086	392	830	943	300	521	613	sp	Q5F418	PSMD1_CHICK	57.143	63	26	1	61	249	876	937	1.00E-13	68.9	Q5F418	reviewed	PSMD1_CHICK	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1)	PSMD1 RCJMB04_3m24	Gallus gallus (Chicken)	955	GO:0005634; GO:0008540; GO:0022624; GO:0030234; GO:0034515; GO:0042176; GO:0043161	328.0438305	1.44736084	0.334068976	4.332520954	1.47E-05	0.000127586	744	319	348	321	431	233	292	223	244	196	113	225	sp	Q5F418	PSMD1_CHICK	57.143	63	26	1	61	249	876	937	1.00E-13	68.9	Q5F418	reviewed	PSMD1_CHICK	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1)	PSMD1 RCJMB04_3m24	Gallus gallus (Chicken)	955	GO:0005634; GO:0008540; GO:0022624; GO:0030234; GO:0034515; GO:0042176; GO:0043161
g2687	2820.223942	1.936339686	0.283544382	6.829053261	8.55E-12	2.76E-10	2071	1481	1488	961	2157	1361	1153	1971	3966	4485	2034	3235	3007	1735	2657	4140	sp	P51665	PSMD7_HUMAN	78.521	284	58	1	7	849	1	284	1.08E-148	424	P51665	reviewed	PSMD7_HUMAN	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)	PSMD7 MOV34L	Homo sapiens (Human)	324	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0016020; GO:0034774; GO:0042803; GO:0043161; GO:0070062; GO:1904813	1226.235496	1.583842542	0.355184472	4.45921111	8.23E-06	7.72E-05	2952	847	1294	1489	1264	1489	841	714	1123	490	771	452	sp	P51665	PSMD7_HUMAN	78.521	284	58	1	7	849	1	284	1.08E-148	424	P51665	reviewed	PSMD7_HUMAN	26S proteasome non-ATPase regulatory subunit 7 (26S proteasome regulatory subunit RPN8) (26S proteasome regulatory subunit S12) (Mov34 protein homolog) (Proteasome subunit p40)	PSMD7 MOV34L	Homo sapiens (Human)	324	GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0016020; GO:0034774; GO:0042803; GO:0043161; GO:0070062; GO:1904813
g15347	248.7036506	-0.539576031	0.135154216	-3.992298925	6.54E-05	0.000444479	337	410	450	322	411	311	457	512	167	145	168	305	212	29	213	120	sp	Q9QZN1	FXL17_MOUSE	35.194	412	258	5	541	1758	284	692	3.53E-71	245	Q9QZN1	reviewed	FXL17_MOUSE	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	Fbxl17 Fbl17 Fbx13 Fbxo13	Mus musculus (Mouse)	701	GO:0000209; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006515; GO:0007399; GO:0008589; GO:0014033; GO:0016567; GO:0019005; GO:0031146; GO:0043153; GO:0043161	154.1745556	-0.689048739	0.281491457	-2.447849562	0.014371165	0.043061001	78	113	123	161	42	97	284	233	234	222	256	153	sp	Q9QZN1	FXL17_MOUSE	35.194	412	258	5	541	1758	284	692	3.53E-71	245	Q9QZN1	reviewed	FXL17_MOUSE	F-box/LRR-repeat protein 17 (F-box and leucine-rich repeat protein 17) (F-box only protein 13)	Fbxl17 Fbl17 Fbx13 Fbxo13	Mus musculus (Mouse)	701	GO:0000209; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006515; GO:0007399; GO:0008589; GO:0014033; GO:0016567; GO:0019005; GO:0031146; GO:0043153; GO:0043161
g5143	2449.200851	1.295071326	0.222969308	5.80829414	6.31E-09	1.18E-07	2929	1912	1623	1414	2406	1661	1226	1999	2870	2668	2395	2811	4028	835	4127	2060	sp	P25788	PSA3_HUMAN	74.39	246	57	2	1	735	1	241	1.73E-135	385	P25788	reviewed	PSA3_HUMAN	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit alpha-7) (alpha-7)	PSMA3 HC8 PSC8	Homo sapiens (Human)	255	GO:0000502; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005839; GO:0019773; GO:0031625; GO:0043161; GO:0045202; GO:0052548; GO:0070062	952.1652331	1.048812974	0.242611458	4.323015001	1.54E-05	0.000132458	1716	1094	1239	1361	583	791	814	880	1018	685	516	567	sp	P25788	PSA3_HUMAN	74.39	246	57	2	1	735	1	241	1.73E-135	385	P25788	reviewed	PSA3_HUMAN	Proteasome subunit alpha type-3 (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8) (Proteasome subunit alpha-7) (alpha-7)	PSMA3 HC8 PSC8	Homo sapiens (Human)	255	GO:0000502; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005839; GO:0019773; GO:0031625; GO:0043161; GO:0045202; GO:0052548; GO:0070062
g9857	4971.368787	1.523035905	0.310002209	4.912984036	8.97E-07	1.02E-05	3586	3241	3035	2404	5135	3950	2934	3255	5415	7878	3954	4317	6613	3194	3031	6155	sp	P54814	PRS8_MANSE	91.667	408	28	1	1	1224	1	402	0	741	P54814	reviewed	PRS8_MANSE	26S proteasome regulatory subunit 8 (Protein 18-56)		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	402	GO:0005524; GO:0005634; GO:0005737; GO:0008540; GO:0016887; GO:0036402; GO:0043161	2163.802778	1.377630491	0.288702165	4.771805196	1.83E-06	2.05E-05	3534	2216	2083	2610	2701	2160	2085	1455	1920	1254	834	1301	sp	P54814	PRS8_MANSE	91.667	408	28	1	1	1224	1	402	0	741	P54814	reviewed	PRS8_MANSE	26S proteasome regulatory subunit 8 (Protein 18-56)		Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	402	GO:0005524; GO:0005634; GO:0005737; GO:0008540; GO:0016887; GO:0036402; GO:0043161
g16413	3351.290782	3.93373542	0.364091442	10.80425126	3.29E-27	5.60E-25	359	661	578	216	434	1078	536	638	5367	5773	4262	4501	5209	2521	1560	5992	sp	Q6PJ21	SPSB3_HUMAN	35.545	211	114	3	58	639	104	309	1.03E-35	132	Q6PJ21	reviewed	SPSB3_HUMAN	SPRY domain-containing SOCS box protein 3 (SSB-3)	SPSB3 C16orf31 SSB3	Homo sapiens (Human)	355	GO:0005634; GO:0005829; GO:0010719; GO:0019005; GO:0031466; GO:0043161; GO:0070936; GO:0160049; GO:1990756	2510.901774	3.529283295	0.390110199	9.046888036	1.47E-19	1.94E-17	3925	3477	5170	1236	2848	6648	492	580	243	555	536	482	sp	Q6PJ21	SPSB3_HUMAN	35.545	211	114	3	58	639	104	309	1.03E-35	132	Q6PJ21	reviewed	SPSB3_HUMAN	SPRY domain-containing SOCS box protein 3 (SSB-3)	SPSB3 C16orf31 SSB3	Homo sapiens (Human)	355	GO:0005634; GO:0005829; GO:0010719; GO:0019005; GO:0031466; GO:0043161; GO:0070936; GO:0160049; GO:1990756
g20093	39706.19141	0.974428719	0.232382014	4.193219184	2.75E-05	0.000209748	46552	40587	39456	23523	32853	36990	32557	35797	34962	36957	47422	39073	47482	20489	43601	30779	sp	Q02543	RL18A_HUMAN	70.455	176	51	1	1	525	1	176	5.35E-86	253	Q02543	reviewed	RL18A_HUMAN	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	RPL18A	Homo sapiens (Human)	176	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0016020; GO:0022625; GO:0022626	13383.63629	1.118949068	0.265045938	4.221717471	2.42E-05	0.000195507	14964	15915	11759	15594	14815	16252	9702	8378	10597	11785	8483	11579	sp	Q02543	RL18A_HUMAN	70.455	176	51	1	1	525	1	176	5.35E-86	253	Q02543	reviewed	RL18A_HUMAN	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	RPL18A	Homo sapiens (Human)	176	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0016020; GO:0022625; GO:0022626
g11895	340.9731818	-0.774467364	0.281371172	-2.752475883	0.00591465	0.019822491	634	534	561	474	555	457	691	755	233	68	211	397	330	22	372	147	sp	Q8CBC7	TRM7_MOUSE	72.945	292	75	1	1	876	1	288	2.13E-143	410	Q8CBC7	reviewed	TRM7_MOUSE	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	Ftsj1	Mus musculus (Mouse)	324	GO:0002130; GO:0002181; GO:0005634; GO:0005737; GO:0005829; GO:0008175; GO:0016423; GO:0022008; GO:0030488; GO:0106339; GO:0106340; GO:1904047	133.1345151	-1.072363698	0.377782923	-2.838571128	0.004531602	0.016786088	94	101	63	97	19	86	230	213	215	367	77	225	sp	Q8CBC7	TRM7_MOUSE	72.945	292	75	1	1	876	1	288	2.13E-143	410	Q8CBC7	reviewed	TRM7_MOUSE	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	Ftsj1	Mus musculus (Mouse)	324	GO:0002130; GO:0002181; GO:0005634; GO:0005737; GO:0005829; GO:0008175; GO:0016423; GO:0022008; GO:0030488; GO:0106339; GO:0106340; GO:1904047
g509	18128.21652	0.84883477	0.188273635	4.508516384	6.53E-06	5.99E-05	25540	18609	18100	11004	16816	15761	14734	18918	16932	16494	20767	21471	24306	6627	21552	14207	sp	P63221	RS21_PIG	73.494	83	22	0	1	249	1	83	1.54E-40	131	P63221	reviewed	RS21_PIG	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	RPS21	Sus scrofa (Pig)	83	GO:0000447; GO:0000461; GO:0002181; GO:0003735; GO:0022627; GO:0043022; GO:0098556	7383.706421	1.251010196	0.43228862	2.8939235	0.003804608	0.01449784	9693	9717	6256	8211	8065	9274	6514	4681	5713	7023	800	7485	sp	P63221	RS21_PIG	73.494	83	22	0	1	249	1	83	1.54E-40	131	P63221	reviewed	RS21_PIG	Small ribosomal subunit protein eS21 (40S ribosomal protein S21)	RPS21	Sus scrofa (Pig)	83	GO:0000447; GO:0000461; GO:0002181; GO:0003735; GO:0022627; GO:0043022; GO:0098556
g6297	43644.00731	0.84504998	0.187563731	4.505401857	6.62E-06	6.07E-05	48000	47666	45458	29925	38179	42061	37131	48509	45912	35988	46552	44752	47192	19085	51345	38522	sp	Q8JGR4	RL24_DANRE	63.057	157	55	1	1	462	1	157	6.33E-50	160	Q8JGR4	reviewed	RL24_DANRE	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	rpl24	Danio rerio (Zebrafish) (Brachydanio rerio)	157	GO:0002181; GO:0003729; GO:0003735; GO:0022625; GO:0043009	15824.88504	1.22099346	0.296080176	4.123860903	3.73E-05	0.000284066	19769	21264	12747	17681	18702	17854	13191	10797	11527	14468	5665	13775	sp	Q8JGR4	RL24_DANRE	63.057	157	55	1	1	462	1	157	6.33E-50	160	Q8JGR4	reviewed	RL24_DANRE	Large ribosomal subunit protein eL24 (60S ribosomal protein L24)	rpl24	Danio rerio (Zebrafish) (Brachydanio rerio)	157	GO:0002181; GO:0003729; GO:0003735; GO:0022625; GO:0043009
g9064	24522.7252	0.908584984	0.241525335	3.761862013	0.000168653	0.0009935	27705	26956	23957	15731	19923	23091	20849	25713	19058	21031	33389	21571	30673	11073	31104	17456	sp	Q8UW19	RL36_HYDHA	65.278	72	21	1	1	204	1	72	1.90E-14	66.6	Q8UW19	reviewed	RL36_HYDHA	Large ribosomal subunit protein eL36 (60S ribosomal protein L36)	RPL36	Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii)	105	GO:0002181; GO:0003735; GO:0022625	9806.792982	0.741598022	0.265470894	2.793519132	0.005213794	0.018856383	10128	12246	8126	9337	8506	12626	9033	5685	7757	11551	8291	10603	sp	Q8UW19	RL36_HYDHA	65.278	72	21	1	1	204	1	72	1.90E-14	66.6	Q8UW19	reviewed	RL36_HYDHA	Large ribosomal subunit protein eL36 (60S ribosomal protein L36)	RPL36	Hydrophis hardwickii (Hardwick's spine-bellied seasnake) (Lapemis hardwickii)	105	GO:0002181; GO:0003735; GO:0022625
g13448	22065.17167	0.920773291	0.216767139	4.24775311	2.16E-05	0.000170623	28515	24028	22203	12666	17957	18963	18072	22244	21205	18422	29301	24262	27321	8508	29545	15311	sp	G1SQH0	RL26_RABIT	78.014	141	30	1	1	423	1	140	2.49E-43	142	G1SQH0	reviewed	RL26_RABIT	Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	RPL26	Oryctolagus cuniculus (Rabbit)	145	GO:0002181; GO:0003735; GO:0005654; GO:0005730; GO:0006364; GO:0006977; GO:0022625; GO:0042273; GO:0045202; GO:0045727; GO:0048027; GO:0071480; GO:1902164; GO:1902167; GO:1904803	7454.48835	0.806941698	0.213424391	3.78092539	0.000156246	0.00099358	8426	9458	6721	7394	6785	8492	7164	5224	5955	6928	6689	7112	sp	G1SQH0	RL26_RABIT	78.014	141	30	1	1	423	1	140	2.49E-43	142	G1SQH0	reviewed	RL26_RABIT	Large ribosomal subunit protein uL24 (60S ribosomal protein L26)	RPL26	Oryctolagus cuniculus (Rabbit)	145	GO:0002181; GO:0003735; GO:0005654; GO:0005730; GO:0006364; GO:0006977; GO:0022625; GO:0042273; GO:0045202; GO:0045727; GO:0048027; GO:0071480; GO:1902164; GO:1902167; GO:1904803
g4288	20351.76376	1.001678872	0.272905047	3.670429997	0.000242143	0.001348841	19036	21225	21850	11143	18706	18084	17004	19822	15813	14336	22945	19322	21242	13296	21340	18937	sp	P62861	RS30_HUMAN	59.398	133	54	0	1	399	1	133	9.18E-47	150	P62861	reviewed	RS30_HUMAN	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein (FAU ubiquitin like and ribosomal protein S30 fusion) [Cleaved into: Ubiquitin-like protein FUBI; Small ribosomal subunit protein eS30 (40S ribosomal protein S30)]	FAU	Homo sapiens (Human)	133	GO:0002181; GO:0002227; GO:0003723; GO:0003735; GO:0005615; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0015935; GO:0019731; GO:0022626; GO:0022627; GO:0050830; GO:0061844	8430.540375	0.966822434	0.29661044	3.259569804	0.001115813	0.005222272	9298	9711	5784	10188	9337	9636	7148	4875	6755	7371	7997	6750	sp	P62861	RS30_HUMAN	59.398	133	54	0	1	399	1	133	9.18E-47	150	P62861	reviewed	RS30_HUMAN	Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein (FAU ubiquitin like and ribosomal protein S30 fusion) [Cleaved into: Ubiquitin-like protein FUBI; Small ribosomal subunit protein eS30 (40S ribosomal protein S30)]	FAU	Homo sapiens (Human)	133	GO:0002181; GO:0002227; GO:0003723; GO:0003735; GO:0005615; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0015935; GO:0019731; GO:0022626; GO:0022627; GO:0050830; GO:0061844
g21139	6110.960924	0.922948207	0.226862587	4.068313863	4.74E-05	0.000336001	6100	6907	6575	3626	5442	6058	4928	5958	5331	4429	7454	6412	6759	2689	9565	4558	sp	A0A1D8PF57	RL29_CANAL	71.739	46	13	0	1	138	1	46	6.02E-17	71.6	A0A1D8PF57	reviewed	RL29_CANAL	Large ribosomal subunit protein eL29 (60S ribosomal protein L29)	RPL29 orf19.2310.1 CAALFM_C111040WA	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	63	GO:0002181; GO:0003735; GO:0022625	2696.493872	0.765966921	0.278463675	2.750688833	0.00594701	0.021007183	2724	4061	1986	2862	2420	2862	2348	1689	1946	2819	2415	3098	sp	A0A1D8PF57	RL29_CANAL	71.739	46	13	0	1	138	1	46	6.02E-17	71.6	A0A1D8PF57	reviewed	RL29_CANAL	Large ribosomal subunit protein eL29 (60S ribosomal protein L29)	RPL29 orf19.2310.1 CAALFM_C111040WA	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	63	GO:0002181; GO:0003735; GO:0022625
g16170	14797.85967	1.222862502	0.255170472	4.792335461	1.65E-06	1.76E-05	18919	13346	12660	6916	11768	10586	10108	11122	14100	10229	17995	16731	19121	7787	21998	12848	sp	P47955	RLA1_MOUSE	73.016	63	17	0	1	189	1	63	2.72E-26	97.1	P47955	reviewed	RLA1_MOUSE	Large ribosomal subunit protein P1 (60S acidic ribosomal protein P1)	Rplp1	Mus musculus (Mouse)	114	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0006414; GO:0006417; GO:0022625; GO:0030295; GO:0043021; GO:0045202; GO:0098794	7227.855664	0.87561058	0.349529635	2.505111136	0.012241292	0.037787609	9271	10386	6794	6817	6195	7951	5492	3995	4557	4635	11999	5008	sp	P47955	RLA1_MOUSE	73.016	63	17	0	1	189	1	63	2.72E-26	97.1	P47955	reviewed	RLA1_MOUSE	Large ribosomal subunit protein P1 (60S acidic ribosomal protein P1)	Rplp1	Mus musculus (Mouse)	114	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0006414; GO:0006417; GO:0022625; GO:0030295; GO:0043021; GO:0045202; GO:0098794
g19012	77734.99674	0.81376115	0.201204783	4.044442375	5.24E-05	0.000366469	81279	91022	77725	49232	70430	77429	77947	84924	70921	79689	85973	80164	85598	35663	77131	59538	sp	G1SKF7	RL6_RABIT	59.375	256	97	2	10	756	36	291	1.59E-78	241	G1SKF7	reviewed	RL6_RABIT	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	RPL6	Oryctolagus cuniculus (Rabbit)	291	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005791; GO:0022625	29487.34226	0.85898716	0.246089007	3.490554775	0.000482019	0.00256305	31660	36431	26593	25639	30250	36054	27585	20875	26967	30437	19651	26296	sp	G1SKF7	RL6_RABIT	59.375	256	97	2	10	756	36	291	1.59E-78	241	G1SKF7	reviewed	RL6_RABIT	Large ribosomal subunit protein eL6 (60S ribosomal protein L6)	RPL6	Oryctolagus cuniculus (Rabbit)	291	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005791; GO:0022625
g22950	34535.13438	0.86444335	0.232135389	3.723875766	0.000196187	0.001129779	34643	33093	34891	23376	38226	31842	33368	34483	30452	27035	41857	36985	33618	18636	38636	24910	sp	P05388	RLA0_HUMAN	73.091	275	74	0	1	825	1	275	2.37E-141	404	P05388	reviewed	RLA0_HUMAN	Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)	RPLP0	Homo sapiens (Human)	317	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0005925; GO:0006412; GO:0014069; GO:0016020; GO:0022625; GO:0022626; GO:0036464; GO:0070062; GO:0070180; GO:0098794; GO:1990904	17935.18184	0.85391637	0.234629804	3.639419866	0.000273253	0.001589747	17847	24741	16807	21795	15895	18239	16601	10932	16385	15100	16389	16253	sp	P05388	RLA0_HUMAN	73.091	275	74	0	1	825	1	275	2.37E-141	404	P05388	reviewed	RLA0_HUMAN	Large ribosomal subunit protein uL10 (60S acidic ribosomal protein P0) (60S ribosomal protein L10E)	RPLP0	Homo sapiens (Human)	317	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0005925; GO:0006412; GO:0014069; GO:0016020; GO:0022625; GO:0022626; GO:0036464; GO:0070062; GO:0070180; GO:0098794; GO:1990904
g18210	33273.64891	0.882108911	0.228541556	3.859730924	0.000113512	0.000709938	34917	38531	35738	20102	28083	30158	29681	36393	29799	26526	36505	30358	36269	14785	53150	24936	sp	P51410	RL9_MOUSE	67.188	192	61	1	1	570	1	192	2.53E-96	280	P51410	reviewed	RL9_MOUSE	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	Rpl9	Mus musculus (Mouse)	192	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0006412; GO:0019843; GO:0022625; GO:0045202; GO:0098793; GO:0098794; GO:0140236; GO:0140242	13485.69093	1.033389249	0.280883665	3.679064954	0.000234091	0.001393809	16170	19478	11623	13658	13283	15955	14561	9848	10453	13995	4502	12247	sp	P51410	RL9_MOUSE	67.188	192	61	1	1	570	1	192	2.53E-96	280	P51410	reviewed	RL9_MOUSE	Large ribosomal subunit protein uL6 (60S ribosomal protein L9)	Rpl9	Mus musculus (Mouse)	192	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0005840; GO:0006412; GO:0019843; GO:0022625; GO:0045202; GO:0098793; GO:0098794; GO:0140236; GO:0140242
g16934	58377.69385	0.579727143	0.187928113	3.084834591	0.002036654	0.008057678	72364	80679	67837	43664	49906	58761	65452	66287	51850	43381	65105	62169	63949	21687	65998	45052	sp	O61231	RL10_DROME	80.282	213	42	0	1	639	1	213	4.13E-131	370	O61231	reviewed	RL10_DROME	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (QM protein homolog) (dQM)	RpL10 Qm CG17521	Drosophila melanogaster (Fruit fly)	218	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0043025	21078.48811	0.772898215	0.229970218	3.360862205	0.000776996	0.00383861	26627	24494	15560	20828	19413	25048	23146	14346	16765	22042	17463	19677	sp	O61231	RL10_DROME	80.282	213	42	0	1	639	1	213	4.13E-131	370	O61231	reviewed	RL10_DROME	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (QM protein homolog) (dQM)	RpL10 Qm CG17521	Drosophila melanogaster (Fruit fly)	218	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0043025
g1094	34288.12793	0.811938666	0.218864397	3.709779559	0.00020744	0.001185713	37071	42168	39201	22582	28036	28402	34484	37381	32904	23582	40816	38338	33841	10384	61407	28211	sp	Q9VXX8	RL371_DROME	81.818	88	16	0	1	264	1	88	3.61E-40	131	Q9VXX8	reviewed	RL371_DROME	Large ribosomal subunit protein eL37A (Probable 60S ribosomal protein L37-A) (Ribosomal protein L37-1)	RpL37-1 RpL37a CG9091	Drosophila melanogaster (Fruit fly)	93	GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625; GO:0022626; GO:0046872	11298.20244	0.944189637	0.23942453	3.943579372	8.03E-05	0.000558056	12290	16641	10762	10580	10870	12987	9360	7097	8937	12955	8195	9297	sp	Q9VXX8	RL371_DROME	81.818	88	16	0	1	264	1	88	3.61E-40	131	Q9VXX8	reviewed	RL371_DROME	Large ribosomal subunit protein eL37A (Probable 60S ribosomal protein L37-A) (Ribosomal protein L37-1)	RpL37-1 RpL37a CG9091	Drosophila melanogaster (Fruit fly)	93	GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625; GO:0022626; GO:0046872
g16116	11344.28153	0.862819893	0.209211334	4.124154645	3.72E-05	0.000271524	14294	12254	10238	6651	11006	11035	8989	12499	11774	9015	11172	12219	12090	4344	18917	8973	sp	P18101	RL40_DROME	97.656	128	3	0	1	384	1	128	1.06E-89	258	P18101	reviewed	RL40_DROME	Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	RpL40 Ubi-f UBI-F52 CG2960	Drosophila melanogaster (Fruit fly)	128	GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0006412; GO:0006511; GO:0016567; GO:0019941; GO:0022625; GO:0022627; GO:0031386; GO:0031625; GO:0036211	4512.928363	1.019573035	0.253247886	4.025988338	5.67E-05	0.000411545	5130	6295	4521	5347	4089	4941	4890	3484	3461	4153	1599	4433	sp	P18101	RL40_DROME	97.656	128	3	0	1	384	1	128	1.06E-89	258	P18101	reviewed	RL40_DROME	Ubiquitin-ribosomal protein eL40 fusion protein (CEP52) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40)]	RpL40 Ubi-f UBI-F52 CG2960	Drosophila melanogaster (Fruit fly)	128	GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0006412; GO:0006511; GO:0016567; GO:0019941; GO:0022625; GO:0022627; GO:0031386; GO:0031625; GO:0036211
g23112	36654.69164	0.871443593	0.214784387	4.057294877	4.96E-05	0.000350569	38361	39558	38763	23723	32986	33568	34046	39021	31568	28499	43266	35551	41076	16194	52932	28415	sp	P36241	RL19_DROME	77.157	197	45	0	1	591	1	197	2.79E-86	256	P36241	reviewed	RL19_DROME	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	RpL19 M(2)60E CG2746	Drosophila melanogaster (Fruit fly)	203	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626	14829.85381	0.984815002	0.255137318	3.859941028	0.000113414	0.000755273	17027	20748	13330	15417	14296	17241	15214	10956	12367	14829	5977	13834	sp	P36241	RL19_DROME	77.157	197	45	0	1	591	1	197	2.79E-86	256	P36241	reviewed	RL19_DROME	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	RpL19 M(2)60E CG2746	Drosophila melanogaster (Fruit fly)	203	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626
