gene_id	baseMean.x	log2FoldChange.x	lfcSE.x	stat.x	pvalue.x	padj.x	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2.x	uniprot_accession.x	gene_name.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13.x	V14.x	Entry.x	Reviewed.x	Entry.Name.x	Protein.names.x	Gene.Names.x	Organism.x	Length.x	Gene.Ontology.biological.process.x	Gene.Ontology.IDs.x	baseMean.y	log2FoldChange.y	lfcSE.y	stat.y	pvalue.y	padj.y	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203
g6607	1416.20105101547	1.27252246442359	0.204835540957164	6.21241049515773	5.21779023372093e-10	1.21351433008169e-08	1295	1369	902	855	1386	995	879	1226	1569	2468	1114	1958	2118	439	1580	1335	sp	Q5ZK10	NSF1C_CHICK	42.298	409	188	8	13	1221	2	368	7.08e-85	266	Q5ZK10	reviewed	NSF1C_CHICK	NSFL1 cofactor p47 (p97 cofactor p47)	NSFL1C RCJMB04_13o20	Gallus gallus (Chicken)	369	autophagosome assembly [GO:0000045]; establishment of mitotic spindle orientation [GO:0000132]; Golgi organization [GO:0007030]; membrane fusion [GO:0061025]; negative regulation of protein localization to centrosome [GO:1904780]; nuclear membrane reassembly [GO:0031468]; positive regulation of mitotic centrosome separation [GO:0046604]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0000045; GO:0000132; GO:0005634; GO:0005795; GO:0005813; GO:0005829; GO:0007030; GO:0008289; GO:0031468; GO:0043130; GO:0043161; GO:0046604; GO:0061025; GO:1904780; GO:1990730	573.358932285727	1.02671543512331	0.300049241848582	3.42182312742331	0.000622027637023832	0.00317739393302267	1142	525	636	499	498	650	527	365	689	530	230	405
g7956	5991.10093092369	3.10544017689453	0.762139865335727	4.07463290944185	4.60869864962474e-05	0.000328060536697368	326	992	890	423	7387	2329	200	919	5298	7080	1844	3849	3290	10260	1908	9549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6444.50619572559	3.20644938918432	0.920643249827979	3.48283592996901	0.000496132325363078	0.00262341051152285	10241	228	4212	14688	9898	14610	637	779	6023	196	289	572
g7951	140.930541204932	3.01101386464871	0.6662122646964	4.51960137062452	6.19561769231192e-06	5.71951150052017e-05	55	29	26	9	68	22	120	7	154	95	390	87	832	29	29	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	230.692220823833	3.14606804222913	0.933672219059212	3.36956372697816	0.000752872799617254	0.00372964463757688	1013	720	577	25	45	119	54	85	21	40	0	138
g7950	53.0020442994308	3.20995466483645	0.642192615895775	4.99842973180093	5.77990615977731e-07	6.84945556423579e-06	20	11	15	1	9	13	37	7	61	44	121	29	331	16	12	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69.8884092551762	3.03425227884834	0.927820169778059	3.27030213147247	0.00107432672236458	0.00505037102331688	281	212	197	10	13	36	11	30	4	15	0	48
g7952	25006.3306682722	0.707643877051282	0.229900894522464	3.0780388154694	0.00208367772710972	0.0082123172310585	31158	29795	28245	17944	22979	25228	21536	27766	21332	19141	28817	23804	27850	8976	41676	15415	sp	G1SNY0	RL27A_RABIT	79.72	143	28	1	22	447	6	148	8.77e-64	194	G1SNY0	reviewed	RL27A_RABIT	Large ribosomal subunit protein uL15 (60S ribosomal protein L27a)	RPL27A	Oryctolagus cuniculus (Rabbit)	148	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0022625	10566.9453204186	0.897418760525915	0.250638061720855	3.58053662865221	0.000342889269531625	0.00192596409811305	10999	16055	11199	11001	8341	12274	10955	7864	7787	11779	4352	11524
g13145	174.06903015449	-3.15059864196802	0.405931896210096	-7.76139709981641	8.39988572240875e-15	4.33663805245108e-13	293	265	249	525	273	592	525	626	40	50	35	25	37	0	25	18	sp	P08594	AQL1_THEAQ	45.932	381	176	9	73	1188	37	396	1.44e-78	254	P08594	reviewed	AQL1_THEAQ	Aqualysin-1 (EC 3.4.21.111) (Aqualysin-I)	pstI	Thermus aquaticus	513	proteolysis [GO:0006508]	GO:0004252; GO:0005615; GO:0006508	125.600021102463	-2.88080413994341	0.476748317167832	-6.04260998141976	1.51640912132667e-09	3.69819397467329e-08	21	53	8	21	30	14	307	246	170	287	420	162
g13143	1406.04137655239	-3.42337249987631	0.337250792282507	-10.1508212233009	3.28586647087752e-24	4.75758876914951e-22	1939	2125	1852	4127	2091	5212	4752	5512	185	144	192	240	150	69	377	113	sp	Q28FF3	S49A3_XENTR	36.162	495	243	11	28	1392	6	467	1.95e-67	226	Q28FF3	reviewed	S49A3_XENTR	Solute carrier family 49 member A3 (Major facilitator superfamily domain-containing protein 7-a) (Major facilitator superfamily domain-containing protein 7-b) (Myosin light polypeptide 5 regulatory protein) (MYL5)	slc49a3 mfsd7-A mfsd7-B TEgg026p17.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	482		GO:0016020; GO:0022857	1022.84739642198	-3.64012149856319	0.468070478026342	-7.77686624012705	7.43431393399172e-15	4.89660815937039e-13	64	181	119	202	135	36	2035	1639	1442	3571	3125	1773
g22048	384.648292045622	-0.912401325041475	0.344058792881805	-2.65187620231788	0.00800458849124806	0.0255968715669153	425	735	882	234	937	925	511	882	435	157	198	115	420	53	148	174	sp	Q9H6X2	ANTR1_HUMAN	42.657	286	151	8	142	978	39	318	4.58e-63	218	Q9H6X2	reviewed	ANTR1_HUMAN	Anthrax toxin receptor 1 (Tumor endothelial marker 8)	ANTXR1 ATR TEM8	Homo sapiens (Human)	564	actin cytoskeleton organization [GO:0030036]; blood vessel development [GO:0001568]; negative regulation of extracellular matrix assembly [GO:1901202]; reproductive process [GO:0022414]; substrate adhesion-dependent cell spreading [GO:0034446]	GO:0001568; GO:0004888; GO:0005518; GO:0005886; GO:0009897; GO:0009986; GO:0010008; GO:0022414; GO:0030036; GO:0031258; GO:0031527; GO:0034446; GO:0046872; GO:0051015; GO:1901202	187.732937380248	-1.21237842408863	0.348051797050404	-3.4833275804436	0.000495221999316534	0.00262013234290985	177	88	118	140	33	59	615	255	186	236	426	253
g15667	687.590558134309	-2.40327393837626	0.386532744974684	-6.2175170658146	5.05083242515228e-10	1.17895612134736e-08	734	2633	2219	918	1179	1304	1580	2157	106	393	221	218	126	35	88	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	303.943132884864	-1.85389126895739	0.319356359702011	-5.80508642660896	6.43328110472652e-09	1.3691205671816e-07	138	175	160	69	29	148	739	724	319	663	483	576
g23797	398.858728201605	1.00048865729956	0.222924645337783	4.48801278020914	7.18906171544836e-06	6.5256768234693e-05	411	445	374	251	278	324	401	381	425	566	375	624	566	140	193	416	sp	Q6PFP6	NDOR1_DANRE	55.664	512	216	5	1	1527	1	504	0	572	Q6PFP6	reviewed	NDOR1_DANRE	NADPH-dependent diflavin oxidoreductase 1 (EC 1.18.1.-) (NADPH-dependent FMN and FAD-containing oxidoreductase)	ndor1	Danio rerio (Zebrafish) (Brachydanio rerio)	595	iron-sulfur cluster assembly [GO:0016226]	GO:0003958; GO:0005829; GO:0009055; GO:0010181; GO:0016226; GO:0016491; GO:0016653; GO:0016731; GO:0048471; GO:0050660; GO:0050661	273.372995620479	1.17364463366955	0.232903126901257	5.03919655044878	4.67490198662058e-07	6.15625574092354e-06	493	311	319	403	236	189	296	160	232	222	158	171
g15668	480.800548252703	-2.80019454461304	0.500398858335038	-5.59592512646819	2.19448399651084e-08	3.65563826304578e-07	440	1838	1683	702	669	879	1434	1625	45	186	195	146	47	24	15	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	213.254400297542	-1.34606865196949	0.284706674573752	-4.72791392750012	2.26838299272728e-06	2.49102944188937e-05	89	126	127	107	52	124	554	480	182	523	225	334
g19950	1547.59167059158	0.801351981725384	0.237649408578576	3.37199232482173	0.000746265280276182	0.00346619163103677	1288	1189	1701	1515	1984	1667	1295	1350	1448	1547	861	1638	1914	767	1581	1694	sp	Q6NVU2	PPIG_XENTR	90.214	327	28	1	1	981	1	323	0	617	Q6NVU2	reviewed	PPIG_XENTR	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16)	ppp1cc TEgg061c20.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	323	cell division [GO:0051301]; glycogen metabolic process [GO:0005977]; mitotic nuclear membrane reassembly [GO:0007084]; protein dephosphorylation [GO:0006470]	GO:0000776; GO:0004722; GO:0005730; GO:0005739; GO:0005815; GO:0005977; GO:0006470; GO:0007084; GO:0016607; GO:0017018; GO:0030496; GO:0032154; GO:0046872; GO:0051301	1105.46121638818	0.986540689414614	0.221273654649249	4.4584642983297	8.25489426041069e-06	7.74007898586827e-05	1486	1124	1143	1190	1137	1195	1293	819	1055	887	592	820
g19955	95.3871568622106	-1.35373237169756	0.503986547889801	-2.6860486204754	0.00723025667419563	0.0235469394173829	161	260	166	128	120	160	236	275	98	15	10	121	76	0	553	15	sp	Q9H867	MT21D_HUMAN	48.372	215	109	2	1	639	9	223	9.24e-53	172	Q9H867	reviewed	MT21D_HUMAN	Protein N-lysine methyltransferase METTL21D (EC 2.1.1.-) (Methyltransferase-like protein 21D) (VCP lysine methyltransferase) (VCP-KMT) (Valosin-containing protein lysine methyltransferase)	VCPKMT C14orf138 METTL21D	Homo sapiens (Human)	229	negative regulation of ATP-dependent activity [GO:0032780]; peptidyl-lysine methylation [GO:0018022]; peptidyl-lysine trimethylation [GO:0018023]	GO:0005737; GO:0005829; GO:0016279; GO:0018022; GO:0018023; GO:0032780; GO:0032991; GO:0042054; GO:0051117	48.3152932234359	-1.82453744534134	0.721214084957243	-2.52981393929586	0.0114123027187324	0.0356756928938046	4	49	35	0	13	12	139	76	38	131	107	71
g11372	520.725898361291	4.0566941657623	0.662568035389258	6.12268317981715	9.20125380931473e-10	2.03431164874826e-08	104	21	22	11	24	285	146	17	553	381	1228	1217	1591	84	260	1273	sp	Q2PZL6	FAT4_MOUSE	32.52	123	54	8	31	324	3849	3967	7.03e-07	56.2	Q2PZL6	reviewed	FAT4_MOUSE	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	Fat4 Fatj	Mus musculus (Mouse)	4981	branching involved in ureteric bud morphogenesis [GO:0001658]; cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; condensed mesenchymal cell proliferation [GO:0072137]; digestive tract development [GO:0048565]; establishment of planar polarity [GO:0001736]; fibroblast growth factor receptor signaling pathway [GO:0008543]; heart morphogenesis [GO:0003007]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor cell stereocilium organization [GO:0060122]; kidney development [GO:0001822]; nephron development [GO:0072006]; neurogenesis [GO:0022008]; Notch signaling pathway [GO:0007219]; ossification involved in bone maturation [GO:0043931]; plasma membrane organization [GO:0007009]; regulation of metanephric nephron tubule epithelial cell differentiation [GO:0072307]	GO:0001658; GO:0001736; GO:0001822; GO:0003007; GO:0005509; GO:0005886; GO:0007009; GO:0007156; GO:0007157; GO:0007219; GO:0008543; GO:0021987; GO:0022008; GO:0035329; GO:0043931; GO:0045177; GO:0048565; GO:0060122; GO:0072006; GO:0072137; GO:0072307; GO:0098609	843.071615022005	3.44169203538655	0.837799340344325	4.10801473533275	3.99074648779395e-05	0.000301471652252132	1133	4025	1493	108	65	1972	19	240	236	40	277	131
g11371	1088.22746027174	4.6768164133143	0.819478884122457	5.70706152889161	1.14943239985022e-08	2.03069905723998e-07	50	51	77	0	11	160	505	54	444	698	4506	1945	1695	467	545	1925	sp	Q9QX15	CA3A1_MOUSE	31.737	668	396	20	1	1941	238	866	1.02e-75	267	Q9QX15	reviewed	CA3A1_MOUSE	Calcium-activated chloride channel regulator 3A-1 (EC 3.4.-.-)	Clca3a1 Clca1	Mus musculus (Mouse)	902	chloride transport [GO:0006821]; proteolysis [GO:0006508]	GO:0005229; GO:0005886; GO:0006508; GO:0006821; GO:0008237; GO:0046872	416.497812484356	3.14372209216472	0.679513082260258	4.62643350692792	3.72016226397172e-06	3.86961201025346e-05	1494	572	854	719	288	203	190	48	33	42	11	310
g11370	178.318311776582	4.82930047469738	0.774892867324827	6.232216966159	4.59879930163765e-10	1.08138682669677e-08	4	15	5	0	3	28	71	8	36	84	677	409	283	75	146	357	sp	Q9D7Z6	CLCA1_MOUSE	38.095	126	78	0	88	465	21	146	3.04e-34	107	Q9D7Z6	reviewed	CLCA1_MOUSE	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 3) (mCLCA3) (Protein gob-5)	Clca1 Clca3 Gob5	Mus musculus (Mouse)	913	calcium ion transport [GO:0006816]; cellular response to hypoxia [GO:0071456]; chloride transport [GO:0006821]; proteolysis [GO:0006508]	GO:0005229; GO:0005254; GO:0005576; GO:0005886; GO:0005902; GO:0006508; GO:0006816; GO:0006821; GO:0008237; GO:0016020; GO:0030141; GO:0042589; GO:0046872; GO:0071456	81.0051520631016	3.30326118579683	0.763047709575297	4.32903623763629	1.49763291822597e-05	0.000129195895197056	287	86	234	121	55	36	55	4	14	9	0	37
g8010	1231.48263302799	1.10055634532923	0.416881679218399	2.6399729232348	0.00829126512608095	0.0263560403652923	827	422	1554	413	839	2052	1189	1279	2070	468	843	1670	1130	505	673	2709	sp	Q00130	VG50_ICHVA	35	100	65	0	2848	3147	533	632	1.92e-10	68.9	Q00130	reviewed	VG50_ICHVA	Uncharacterized protein ORF50	ORF50	Ictalurid herpesvirus 1 (strain Auburn) (IcHV-1) (Channel catfish herpesvirus)	670			770.680914883773	0.944913196452644	0.28543717904918	3.31040686290498	0.000931604495169	0.00446788900460137	1075	709	1574	809	669	419	721	584	725	530	576	657
g23962	153.511749876066	-0.523914685449989	0.175509335756869	-2.98511006944817	0.00283476299255867	0.0106101129150053	170	250	242	238	278	230	231	293	121	96	57	144	104	40	467	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.207883377265	-1.08643051285464	0.279638805588107	-3.88512070264987	0.000102279060396613	0.000690288034023066	39	51	50	31	27	25	110	119	122	107	64	135
g23960	607.488449997153	0.836277161607239	0.299149808422799	2.79551294388696	0.00518174267362169	0.0177143296051718	480	511	644	525	608	710	587	597	586	665	325	669	637	376	288	750	sp	Q92805	GOGA1_HUMAN	30.659	349	199	6	199	1215	44	359	4.15e-32	136	Q92805	reviewed	GOGA1_HUMAN	Golgin subfamily A member 1 (Golgin-97)	GOLGA1	Homo sapiens (Human)	767		GO:0000139; GO:0001669; GO:0005794; GO:0005802; GO:0005829; GO:0048471	362.834209796993	1.01240712081488	0.366119325619408	2.76523813404842	0.00568812546014959	0.0202592461376198	613	266	362	182	421	532	505	177	267	366	191	304
g20093	39706.1914100839	0.974428718630266	0.232382013908113	4.19321918354476	2.75023475715654e-05	0.000209747606806192	46552	40587	39456	23523	32853	36990	32557	35797	34962	36957	47422	39073	47482	20489	43601	30779	sp	Q02543	RL18A_HUMAN	70.455	176	51	1	1	525	1	176	5.35e-86	253	Q02543	reviewed	RL18A_HUMAN	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	RPL18A	Homo sapiens (Human)	176	cytoplasmic translation [GO:0002181]; translation [GO:0006412]	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0005829; GO:0006412; GO:0016020; GO:0022625; GO:0022626	13383.6362922324	1.11894906809585	0.265045938237361	4.22171747108148	2.42447884073807e-05	0.000195507460405719	14964	15915	11759	15594	14815	16252	9702	8378	10597	11785	8483	11579
g20321	179.248794031814	4.54945641726535	0.852040431599749	5.3394841941051	9.32113953766145e-08	1.35163542226466e-06	9	60	0	28	8	0	7	48	1018	116	40	806	198	64	251	47	sp	Q8IZF6	AGRG4_HUMAN	29.16	631	377	21	2677	4503	2422	3004	1.11e-54	215	Q8IZF6	reviewed	AGRG4_HUMAN	Adhesion G-protein coupled receptor G4 (G-protein coupled receptor 112)	ADGRG4 GPR112	Homo sapiens (Human)	3080	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]	GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020	96.8721775189831	3.58088650252404	0.871652462091131	4.10815853595289	3.98826311234752e-05	0.000301471652252132	224	61	32	29	58	492	19	14	21	0	36	14
g20322	47.8761875034305	3.41379034424419	1.21089920451059	2.81921924758712	0.00481406236124938	0.016658472397229	6	29	0	0	0	43	0	12	81	6	56	96	14	0	244	101	sp	Q8CJ12	AGRG2_MOUSE	28.697	568	329	18	3148	4773	362	879	1.43e-43	177	Q8CJ12	reviewed	AGRG2_MOUSE	Adhesion G-protein coupled receptor G2 (G-protein coupled receptor 64) (Mouse epididymis-specific protein 6) (Me6)	Adgrg2 Gpr64 Me6	Mus musculus (Mouse)	1009	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0005829; GO:0005886; GO:0007166; GO:0007189; GO:0016324	186.452364309691	4.13245566271816	1.25878305736725	3.28289742901465	0.00102746042763242	0.00487193335193965	49	431	592	0	0	834	8	10	14	8	55	39
g17009	87.0762081588055	2.82279623174092	0.628573474089746	4.49079757275581	7.09569645273385e-06	6.45450290931959e-05	0	8	46	56	51	27	11	23	136	85	40	183	120	92	148	1226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	253.820099838134	3.15142943015848	0.693967976950993	4.54117413890558	5.59417999384603e-06	5.53498719018307e-05	823	171	157	100	687	143	243	31	41	26	50	36
g17008	455.268471006723	4.35283306788737	0.728062922116383	5.97864955852203	2.24994989680134e-09	4.60928565560675e-08	11	4	132	67	103	63	30	41	426	257	83	664	320	181	196	2857	sp	A0ZSK3	STXA_SYNVE	34.977	426	258	6	31	1299	7	416	2.1e-76	263	A0ZSK3	reviewed	STXA_SYNVE	Neoverrucotoxin subunit alpha (NeoVTX subunit alpha)		Synanceia verrucosa (Reef stonefish)	703	killing of cells of another organism [GO:0031640]	GO:0005576; GO:0031640; GO:0090729	601.202556638784	3.06894603469602	0.676109922595744	4.53912290314217	5.6488705348905e-06	5.57077412804202e-05	1715	476	409	220	1709	283	554	109	125	60	124	76
g17007	210.968790360735	1.58501557751125	0.480919343882219	3.29580333516266	0.000981406909640098	0.0043636464693926	401	195	75	46	113	89	60	155	198	106	54	569	476	63	534	234	sp	P96579	YDAF_BACSU	24.026	154	111	4	28	486	2	150	1.02e-06	50.4	P96579	reviewed	YDAF_BACSU	Putative ribosomal N-acetyltransferase YdaF (EC 2.3.1.-)	ydaF BSU04210	Bacillus subtilis (strain 168)	183		GO:0005737; GO:0008999; GO:1990189	71.4737042732467	1.45744536634997	0.385296897127783	3.78265534245041	0.00015516419628326	0.000987741887239507	76	106	100	116	56	82	109	29	47	37	13	60
g17005	37.4551239280734	2.14745704712114	0.77603400590483	2.76722029032385	0.00565365377494772	0.0190736528984177	1019	23	0	9	5	26	26	16	23	42	54	260	1047	0	79	8	sp	Q9D5E4	DRC3_MOUSE	70.732	82	24	0	1	246	1	82	9.25e-34	124	Q9D5E4	reviewed	DRC3_MOUSE	Dynein regulatory complex subunit 3 (Leucine-rich repeat-containing protein 48)	Drc3 Lrrc48	Mus musculus (Mouse)	523		GO:0005929; GO:0005930; GO:0036126	27.2083653872656	2.96981194863312	1.21095807901795	2.45244818965289	0.0141887810737141	0.0426348538190673	49	130	62	3	0	40	14	6	3	0	0	23
g13785	6079.49078861926	1.97699512977556	0.506800726025324	3.9009319210738	9.58230976917671e-05	0.000614678678297921	2297	2249	3759	2622	4249	4529	3171	3658	5802	20721	1992	3622	7378	3457	1216	8462	sp	Q9QYM0	MRP5_RAT	50.056	893	371	11	1579	4107	564	1431	0	840	Q9QYM0	reviewed	MRP5_RAT	ATP-binding cassette sub-family C member 5 (EC 7.6.2.-) (EC 7.6.2.2) (Multidrug resistance-associated protein 5)	Abcc5 Mrp5	Rattus norvegicus (Rat)	1436	cAMP transport [GO:0070730]; cGMP transport [GO:0070731]; export across plasma membrane [GO:0140115]; folate transmembrane transport [GO:0098838]; glutathione transmembrane transport [GO:0034775]; heme transmembrane transport [GO:0035351]; hyaluronan biosynthetic process [GO:0030213]; purine nucleotide transport [GO:0015865]; response to insulin [GO:0032868]; response to lipopolysaccharide [GO:0032496]; transmembrane transport [GO:0055085]; xenobiotic transport [GO:0042908]	GO:0005524; GO:0005796; GO:0005886; GO:0008559; GO:0010008; GO:0015216; GO:0015232; GO:0015562; GO:0015865; GO:0016020; GO:0016323; GO:0016324; GO:0016887; GO:0022884; GO:0030213; GO:0032496; GO:0032868; GO:0034634; GO:0034775; GO:0035351; GO:0042626; GO:0042908; GO:0042910; GO:0048471; GO:0055085; GO:0070730; GO:0070731; GO:0098838; GO:0140115; GO:0140359; GO:1901505	2344.80939505715	1.21216325553259	0.416706582385176	2.90891314601829	0.00362687605012617	0.0139382947352272	6810	1355	2102	1636	3011	1603	2234	1438	1518	1511	2210	1347
g13781	3730.65427943446	0.901101295765477	0.330570000809739	2.72590160497991	0.00641261115650087	0.0212579881288926	1763	4099	3565	3482	4616	3629	3405	3234	3034	4137	2614	3538	4056	2242	1727	5147	sp	P81134	RENR_BOVIN	35.977	353	215	7	52	1095	5	351	8.93e-62	204	P81134	reviewed	RENR_BOVIN	Renin receptor (ATPase H(+)-transporting lysosomal accessory protein 2) (ATPase H(+)-transporting lysosomal-interacting protein 2) (Renin/prorenin receptor) (Vacuolar ATP synthase membrane sector-associated protein M8-9) (V-ATPase M8.9 subunit) [Cleaved into: Renin receptor extracellular fragment; Renin receptor cytoplasmic fragment]	ATP6AP2 ATP6IP2	Bos taurus (Bovine)	351	lysosomal lumen acidification [GO:0007042]; pH reduction [GO:0045851]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of Wnt signaling pathway [GO:0030177]; proton transmembrane transport [GO:1902600]	GO:0000220; GO:0000421; GO:0005765; GO:0005789; GO:0007042; GO:0009897; GO:0010008; GO:0030177; GO:0030424; GO:0030665; GO:0030672; GO:0032591; GO:0038023; GO:0045211; GO:0045851; GO:0090263; GO:1902600	2291.66023608711	0.974188306928348	0.251317011851844	3.8763325242091	0.000106042740035702	0.000711961804101306	3648	2067	2204	2955	1951	2515	2690	2042	2331	1543	1631	1113
g16660	598.968794488112	-0.920143762709691	0.262426084752465	-3.50629688194915	0.000454388093609343	0.00228642579530576	1179	900	961	883	1194	1084	1047	1158	325	88	307	565	534	88	622	245	sp	Q5R7A2	ALG1_PONAB	52.273	440	196	6	13	1308	26	459	4.22e-157	455	Q5R7A2	reviewed	ALG1_PONAB	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1 homolog) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	ALG1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	464	dolichol-linked oligosaccharide biosynthetic process [GO:0006488]; protein N-linked glycosylation [GO:0006487]	GO:0004578; GO:0006487; GO:0006488; GO:0098554	395.968016173075	-1.43472289352572	0.397391181850206	-3.61035412725019	0.000305779235128981	0.00174522386349548	132	203	199	158	68	344	689	558	550	606	1232	458
g16662	36.4918856953046	-1.15098598198302	0.45414048065262	-2.53442718942166	0.0112631330948246	0.0339427471059527	41	49	72	71	65	112	59	71	16	17	44	13	36	0	11	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.8337451185818	-1.13914617314722	0.34799490069828	-3.27345651002766	0.00106240738213321	0.00500476795232524	31	41	18	11	8	13	65	53	46	75	61	59
g21054	1575.00366435785	-1.28937681367825	0.181217122766533	-7.11509372841875	1.11836808213148e-12	4.17372367395465e-11	2281	2705	4224	3064	2779	2868	2725	3308	800	664	751	1270	1311	183	780	361	sp	Q2HJA9	PHLP_BOVIN	48.227	282	126	6	10	813	3	278	4e-71	224	Q2HJA9	reviewed	PHLP_BOVIN	Phosducin-like protein (PHLP)	PDCL	Bos taurus (Bovine)	301	cell projection organization [GO:0030030]; heterotrimeric G-protein complex assembly [GO:1902605]; positive regulation of smoothened signaling pathway [GO:0045880]; regulation of G protein-coupled receptor signaling pathway [GO:0008277]; visual perception [GO:0007601]	GO:0005737; GO:0005929; GO:0007601; GO:0008277; GO:0030030; GO:0045880; GO:1902605	811.614143197095	-1.32583248470959	0.231442172520213	-5.72856912926619	1.01281279293825e-08	2.05142900944518e-07	448	472	566	582	168	232	1965	1475	1280	1491	1210	1131
g21051	603.494288591682	-1.49605920906791	0.287802774673408	-5.19820981839248	2.01216932472309e-07	2.68340337161998e-06	776	1061	1227	1131	1148	1585	1055	1629	311	170	389	347	293	44	424	95	sp	Q96LD8	SENP8_HUMAN	50.962	208	99	3	25	642	5	211	2.12e-62	196	Q96LD8	reviewed	SENP8_HUMAN	Sentrin-specific protease 8 (EC 3.4.22.-) (Deneddylase-1) (NEDD8-specific protease 1) (Protease, cysteine 2) (Sentrin/SUMO-specific protease SENP8)	SENP8 DEN1 NEDP1 PRSC2 FKSG8	Homo sapiens (Human)	212	post-translational protein modification [GO:0043687]; protein deneddylation [GO:0000338]; protein deubiquitination [GO:0016579]; proteolysis [GO:0006508]	GO:0000338; GO:0005829; GO:0006508; GO:0008234; GO:0016579; GO:0019784; GO:0043687	182.153172293396	-2.07541154639757	0.371157729590687	-5.59172389777881	2.24826134568189e-08	4.1657466638112e-07	51	97	78	83	12	57	427	402	225	594	195	341
g7287	627.133824563462	-1.83352317895897	0.208617815859007	-8.78890986088238	1.51018170851209e-18	1.25894238791417e-16	823	1729	1372	990	1184	1323	1834	1319	242	188	134	452	334	97	135	181	sp	Q9UPR0	PLCL2_HUMAN	52.955	846	350	5	1	2463	275	1097	0	857	Q9UPR0	reviewed	PLCL2_HUMAN	Inactive phospholipase C-like protein 2 (PLC-L(2)) (PLC-L2) (Phospholipase C-L2) (Phospholipase C-epsilon-2) (PLC-epsilon-2)	PLCL2 KIAA1092 PLCE2	Homo sapiens (Human)	1127	B cell proliferation involved in immune response [GO:0002322]; B-1a B cell differentiation [GO:0002337]; gamma-aminobutyric acid signaling pathway [GO:0007214]; intracellular signal transduction [GO:0035556]; lipid metabolic process [GO:0006629]; negative regulation of B cell receptor signaling pathway [GO:0050859]; negative regulation of cold-induced thermogenesis [GO:0120163]; regulation of synaptic transmission, GABAergic [GO:0032228]	GO:0002322; GO:0002337; GO:0004435; GO:0005737; GO:0006629; GO:0007214; GO:0032228; GO:0035556; GO:0050811; GO:0050859; GO:0070679; GO:0120163	500.444016808793	-0.895593646196168	0.29070697989696	-3.08074352570966	0.00206484424389616	0.00870659908168082	203	301	258	497	220	254	1019	758	544	877	689	881
